payment_id,account_id,borrower_id,event_at,payment_reference,amount,payment_status,payment_method,provider_id
PAYMENT0011994,ACC0028367,BRW0010811,2026-04-12 21:13:35,TXN0000001964,39500.54,SUCCESS,CARD,VND0000006
PAYMENT0011995,ACC0026153,BRW0001981,2026-03-26 03:04:10,TXN0000030719,28102.36,FAILED,CARD,VND0000012
PAYMENT0011996,ACC0004529,BRW0003631,2026-01-24 22:05:06,TXN0000059488,24912.33,SUCCESS,NETBANKING,VND0000006
PAYMENT0011997,ACC0004189,BRW0006928,2026-07-26 18:07:36,TXN0000051261,71131.1,SUCCESS,NACH,VND0000009
PAYMENT0011998,ACC0014321,BRW0006949,2026-05-11 10:59:40,TXN0000062761,22852.99,SUCCESS,NACH,VND0000007
PAYMENT0011999,ACC0008830,BRW0010224,2026-02-21 12:23:23,TXN0000016489,11764.89,FAILED,CASH,VND0000005
PAYMENT0012000,ACC0019712,BRW0001478,2026-01-11 23:21:39,TXN0000038728,21974.43,SUCCESS,UPI,VND0000015
PAYMENT0012001,ACC0020824,BRW0005058,2026-05-27 04:22:12,TXN0000010733,11166.48,SUCCESS,UPI,VND0000015
PAYMENT0012002,ACC0025474,BRW0001848,2026-05-10 19:49:16,TXN0000047032,117514.09,FAILED,NACH,VND0000002
PAYMENT0012003,ACC0023156,BRW0005343,2026-05-31 04:15:35,TXN0000017550,79683.3,PENDING,NETBANKING,VND0000006
PAYMENT0012004,ACC0021702,BRW0003003,2026-03-08 08:20:32,TXN0000000846,44214.83,SUCCESS,NACH,VND0000014
PAYMENT0012005,ACC0006663,BRW0006401,2026-02-04 13:28:58,TXN0000005905,110333.83,SUCCESS,NETBANKING,VND0000002
PAYMENT0012006,ACC0008758,BRW0005829,2026-03-26 06:40:22,TXN0000067037,54842.73,SUCCESS,NETBANKING,VND0000014
PAYMENT0012007,ACC0008219,BRW0006908,2026-05-13 21:12:04,TXN0000053449,33632.88,SUCCESS,CARD,VND0000007
PAYMENT0012008,ACC0023209,BRW0000229,2026-06-15 13:09:10,TXN0000014640,30588.57,SUCCESS,NETBANKING,VND0000011
PAYMENT0012009,ACC0009284,BRW0005442,2026-07-04 08:01:14,TXN0000000915,101950.59,SUCCESS,CASH,VND0000009
PAYMENT0012010,ACC0002052,BRW0002899,2026-02-14 22:18:56,TXN0000051062,144163.8,SUCCESS,CARD,VND0000008
PAYMENT0012011,ACC0017965,BRW0011349,2026-07-04 03:24:30,TXN0000005765,99088.5,SUCCESS,CARD,VND0000008
PAYMENT0012012,ACC0020216,BRW0006295,2026-02-21 20:59:58,TXN0000039835,123893.35,SUCCESS,CARD,VND0000012
PAYMENT0012013,ACC0021064,BRW0007139,2026-04-02 10:28:08,TXN0000056761,149118.7,SUCCESS,NETBANKING,VND0000008
PAYMENT0012014,ACC0029401,BRW0009528,2026-01-26 00:45:28,TXN0000005872,121150.1,FAILED,CASH,VND0000003
PAYMENT0012015,ACC0001650,BRW0005409,2026-04-23 22:03:49,TXN0000013040,59503.78,REVERSED,CARD,VND0000015
PAYMENT0012016,ACC0010166,BRW0002954,2026-05-05 09:08:03,TXN0000052813,91196.07,SUCCESS,NACH,VND0000014
PAYMENT0012017,ACC0026551,BRW0001471,2026-04-25 05:37:48,TXN0000009040,23298.67,SUCCESS,CARD,VND0000015
PAYMENT0012018,ACC0007388,BRW0000734,2026-03-02 12:19:09,TXN0000047597,137932.0,PENDING,CARD,VND0000005
PAYMENT0012019,ACC0027498,BRW0010548,2026-05-11 10:47:53,TXN0000066616,113265.12,SUCCESS,CARD,VND0000002
PAYMENT0012020,ACC0026423,BRW0001855,2026-01-25 00:28:39,TXN0000056156,106181.58,SUCCESS,CARD,VND0000007
PAYMENT0012021,ACC0023891,BRW0000332,2026-05-10 23:10:07,TXN0000024707,112500.55,SUCCESS,CARD,VND0000004
PAYMENT0012022,ACC0029365,BRW0001577,2026-08-02 18:14:43,TXN0000035866,38080.31,SUCCESS,UPI,VND0000005
PAYMENT0012023,ACC0006942,BRW0008342,2026-07-14 16:00:46,TXN0000069837,52604.53,SUCCESS,NETBANKING,VND0000015
PAYMENT0012024,ACC0028317,BRW0002425,2026-05-30 21:21:40,TXN0000016976,37996.65,SUCCESS,NACH,VND0000002
PAYMENT0012025,ACC0011411,BRW0005473,2026-07-08 21:09:58,TXN0000049078,27166.08,SUCCESS,CARD,VND0000001
PAYMENT0012026,ACC0005695,BRW0009177,2026-01-13 07:05:53,TXN0000066223,66899.56,SUCCESS,CARD,VND0000007
PAYMENT0012027,ACC0014240,BRW0007727,2026-06-03 12:08:08,TXN0000044235,31553.46,SUCCESS,CARD,VND0000001
PAYMENT0012028,ACC0018761,BRW0007689,2026-02-13 03:51:45,TXN0000026444,39270.73,PENDING,CARD,VND0000015
PAYMENT0012029,ACC0019846,BRW0000738,2026-01-01 14:10:08,TXN0000060636,49054.1,SUCCESS,NETBANKING,VND0000013
PAYMENT0012030,ACC0027991,BRW0005353,2026-07-15 07:01:59,TXN0000018268,40153.28,REVERSED,UPI,VND0000015
PAYMENT0012031,ACC0019021,BRW0007978,2026-01-15 12:42:35,TXN0000062902,88494.69,SUCCESS,CASH,VND0000014
PAYMENT0012032,ACC0018332,BRW0009611,2026-07-07 07:36:42,TXN0000036696,88210.19,FAILED,NETBANKING,VND0000008
PAYMENT0012033,ACC0021631,BRW0011289,2026-02-25 22:47:51,TXN0000038992,36559.03,PENDING,CASH,VND0000005
PAYMENT0012034,ACC0008516,BRW0009132,2026-06-09 17:49:09,TXN0000065195,49063.44,SUCCESS,NETBANKING,VND0000009
PAYMENT0012035,ACC0018129,BRW0007166,2026-05-26 04:05:08,TXN0000029995,123555.73,SUCCESS,CARD,VND0000005
PAYMENT0012036,ACC0001558,BRW0010138,2026-04-01 18:15:01,TXN0000053403,5746.11,SUCCESS,NETBANKING,VND0000003
PAYMENT0012037,ACC0027304,BRW0008247,2026-06-26 17:29:24,TXN0000028281,117624.91,PENDING,CARD,VND0000006
PAYMENT0012038,ACC0001107,BRW0005423,2026-07-30 21:43:49,TXN0000064140,59388.5,SUCCESS,UPI,VND0000003
PAYMENT0012039,ACC0011147,BRW0010474,2026-01-21 17:01:54,TXN0000064625,23490.53,SUCCESS,NETBANKING,VND0000008
PAYMENT0012040,ACC0019279,BRW0011155,2026-03-14 15:52:47,TXN0000050624,27659.44,FAILED,UPI,VND0000004
PAYMENT0012041,ACC0020911,BRW0005726,2026-01-18 00:19:15,TXN0000055886,26680.93,SUCCESS,UPI,VND0000009
PAYMENT0012042,ACC0022781,BRW0001448,2026-05-20 06:58:44,TXN0000036804,141686.85,FAILED,CASH,VND0000007
PAYMENT0012043,ACC0013002,BRW0004543,2026-01-11 20:00:42,TXN0000001221,42050.86,SUCCESS,NACH,VND0000010
PAYMENT0012044,ACC0000269,BRW0002762,2026-03-22 07:22:46,TXN0000053661,20982.04,SUCCESS,CARD,VND0000003
PAYMENT0012045,ACC0023412,BRW0011517,2026-08-02 08:55:05,TXN0000016234,117944.55,SUCCESS,CASH,VND0000014
PAYMENT0012046,ACC0003228,BRW0008119,2026-04-25 07:45:31,TXN0000054664,51569.53,FAILED,NACH,VND0000015
PAYMENT0012047,ACC0015853,BRW0004956,2026-07-26 10:49:40,TXN0000046253,65949.05,REVERSED,NACH,VND0000004
PAYMENT0012048,ACC0011901,BRW0006550,2026-05-02 16:39:38,TXN0000011614,81101.37,SUCCESS,CARD,VND0000003
PAYMENT0012049,ACC0013798,BRW0006811,2026-06-08 12:53:46,TXN0000009003,146993.6,SUCCESS,NACH,VND0000012
PAYMENT0012050,ACC0019195,BRW0000614,2026-05-20 15:07:04,TXN0000063436,41136.98,SUCCESS,CASH,VND0000007
PAYMENT0012051,ACC0009511,BRW0002029,2026-03-07 08:43:09,TXN0000002993,27837.42,SUCCESS,UPI,VND0000011
PAYMENT0012052,ACC0025467,BRW0009486,2026-03-30 02:02:05,TXN0000057815,35615.74,SUCCESS,CARD,VND0000014
PAYMENT0012053,ACC0028379,BRW0009920,2026-06-09 13:21:11,TXN0000052559,6280.68,SUCCESS,NETBANKING,VND0000012
PAYMENT0012054,ACC0014809,BRW0011412,2026-07-27 05:12:40,TXN0000046449,83960.65,FAILED,NACH,VND0000005
PAYMENT0012055,ACC0011375,BRW0002259,2026-06-22 22:12:31,TXN0000011729,145564.55,SUCCESS,NETBANKING,VND0000002
PAYMENT0012056,ACC0001091,BRW0000502,2026-03-26 03:46:06,TXN0000034463,107471.97,PENDING,UPI,VND0000015
PAYMENT0012057,ACC0005915,BRW0008563,2026-05-15 05:42:29,TXN0000062272,38193.14,PENDING,NACH,VND0000008
PAYMENT0012058,ACC0023279,BRW0009284,2026-01-03 12:28:32,TXN0000062643,94685.3,SUCCESS,NACH,VND0000008
PAYMENT0012059,ACC0004661,BRW0007752,2026-01-15 22:07:59,TXN0000032971,29438.9,REVERSED,NETBANKING,VND0000008
PAYMENT0012060,ACC0020704,BRW0005258,2026-02-02 14:44:10,TXN0000046533,62661.93,SUCCESS,NACH,VND0000005
PAYMENT0012061,ACC0022405,BRW0009917,2026-06-23 02:34:23,TXN0000031683,99821.98,SUCCESS,CASH,VND0000008
PAYMENT0012062,ACC0024881,BRW0006152,2026-05-28 20:48:09,TXN0000007061,48016.02,FAILED,NETBANKING,VND0000014
PAYMENT0012063,ACC0025279,BRW0003684,2026-07-20 09:19:46,TXN0000067639,52664.38,SUCCESS,UPI,VND0000010
PAYMENT0012064,ACC0024863,BRW0002502,2026-02-08 14:13:18,TXN0000005864,42279.65,SUCCESS,NACH,VND0000001
PAYMENT0012065,ACC0003402,BRW0000421,2026-02-24 02:24:13,TXN0000065222,103895.59,REVERSED,NETBANKING,VND0000005
PAYMENT0012066,ACC0025039,BRW0003589,2026-06-01 09:16:27,TXN0000008760,132950.83,FAILED,CARD,VND0000001
PAYMENT0012067,ACC0000285,BRW0010642,2026-03-31 00:42:57,TXN0000017870,86417.16,SUCCESS,UPI,VND0000014
PAYMENT0012068,ACC0003654,BRW0009487,2026-01-22 16:37:07,TXN0000032762,1791.78,REVERSED,NETBANKING,VND0000002
PAYMENT0012069,ACC0011035,BRW0004137,2026-06-24 09:12:49,TXN0000037630,70482.55,SUCCESS,CASH,VND0000014
PAYMENT0012070,ACC0001588,BRW0010512,2026-07-19 05:45:59,TXN0000004368,81037.14,SUCCESS,CARD,VND0000009
PAYMENT0012071,ACC0024106,BRW0004251,2026-04-30 09:59:04,TXN0000047409,108804.12,SUCCESS,CARD,VND0000001
PAYMENT0012072,ACC0006393,BRW0006094,2026-01-10 06:48:41,TXN0000015425,1764.19,SUCCESS,NACH,VND0000009
PAYMENT0012073,ACC0017863,BRW0001438,2026-03-06 04:16:04,TXN0000019236,120429.75,SUCCESS,NACH,VND0000012
PAYMENT0012074,ACC0002763,BRW0004791,2026-06-09 12:19:44,TXN0000042774,54603.09,SUCCESS,NETBANKING,VND0000002
PAYMENT0012075,ACC0000942,BRW0006340,2026-06-01 08:34:00,TXN0000036204,42208.03,FAILED,CARD,VND0000010
PAYMENT0012076,ACC0017585,BRW0007217,2026-03-01 13:53:41,TXN0000010770,129079.04,FAILED,NETBANKING,VND0000002
PAYMENT0012077,ACC0018845,BRW0010500,2026-04-29 11:13:53,TXN0000037173,1111.49,FAILED,CARD,VND0000013
PAYMENT0012078,ACC0006563,BRW0008073,2026-01-24 00:31:15,TXN0000025074,141306.23,SUCCESS,CASH,VND0000010
PAYMENT0012079,ACC0011966,BRW0000245,2026-04-10 02:00:22,TXN0000020048,68046.31,SUCCESS,CASH,VND0000005
PAYMENT0012080,ACC0022674,BRW0000292,2026-05-09 14:45:49,TXN0000023719,20162.61,FAILED,NACH,VND0000002
PAYMENT0012081,ACC0008728,BRW0006624,2026-05-08 06:58:55,TXN0000006834,34945.75,SUCCESS,NETBANKING,VND0000015
PAYMENT0012082,ACC0000744,BRW0010517,2026-04-19 00:32:28,TXN0000021008,27023.99,SUCCESS,NETBANKING,VND0000005
PAYMENT0012083,ACC0002467,BRW0003188,2026-08-06 13:05:34,TXN0000030622,33770.23,SUCCESS,UPI,VND0000011
PAYMENT0012084,ACC0028633,BRW0011544,2026-07-08 13:27:35,TXN0000023214,77800.02,SUCCESS,UPI,VND0000007
PAYMENT0012085,ACC0022850,BRW0005038,2026-07-30 14:33:11,TXN0000048886,116842.63,SUCCESS,CASH,VND0000005
PAYMENT0012086,ACC0000621,BRW0011960,2026-02-20 16:01:33,TXN0000009788,23210.7,SUCCESS,CASH,VND0000007
PAYMENT0012087,ACC0000744,BRW0011720,2026-03-04 03:59:31,TXN0000013543,41501.15,SUCCESS,NETBANKING,VND0000001
PAYMENT0012088,ACC0017766,BRW0003677,2026-02-17 16:20:09,TXN0000065989,128153.84,SUCCESS,CARD,VND0000002
PAYMENT0012089,ACC0022633,BRW0001807,2026-03-18 21:34:48,TXN0000050367,109646.07,FAILED,NETBANKING,VND0000001
PAYMENT0012090,ACC0000445,BRW0011639,2026-03-02 20:37:20,TXN0000018964,91564.2,SUCCESS,NACH,VND0000008
PAYMENT0012091,ACC0009025,BRW0003458,2026-03-07 10:54:28,TXN0000064635,114491.36,SUCCESS,NETBANKING,VND0000005
PAYMENT0012092,ACC0028123,BRW0005825,2026-02-16 15:21:06,TXN0000027836,9483.93,PENDING,NACH,VND0000001
PAYMENT0012093,ACC0020623,BRW0010060,2026-08-02 01:36:13,TXN0000029152,117893.56,SUCCESS,NACH,VND0000014
PAYMENT0012094,ACC0024759,BRW0001034,2026-01-23 00:29:11,TXN0000015477,85081.38,SUCCESS,NACH,VND0000001
PAYMENT0012095,ACC0029834,BRW0001027,2026-05-26 20:01:01,TXN0000039242,144076.03,SUCCESS,UPI,VND0000008
PAYMENT0012096,ACC0005511,BRW0008935,2026-03-13 08:44:44,TXN0000013581,8367.92,SUCCESS,NETBANKING,VND0000004
PAYMENT0012097,ACC0023012,BRW0001791,2026-02-22 13:33:21,TXN0000046652,101958.3,SUCCESS,NETBANKING,VND0000014
PAYMENT0012098,ACC0029648,BRW0000976,2026-06-21 19:18:14,TXN0000022990,134603.14,SUCCESS,NACH,VND0000009
PAYMENT0012099,ACC0019814,BRW0005945,2026-01-16 09:22:44,TXN0000055815,25387.89,FAILED,UPI,VND0000008
PAYMENT0012100,ACC0029931,BRW0003839,2026-02-12 23:14:13,TXN0000021839,147851.05,SUCCESS,NACH,VND0000013
PAYMENT0012101,ACC0009070,BRW0005550,2026-01-13 21:34:53,TXN0000064951,86104.92,SUCCESS,NACH,VND0000002
PAYMENT0012102,ACC0013776,BRW0011402,2026-07-26 16:28:36,TXN0000051529,8701.18,SUCCESS,UPI,VND0000012
PAYMENT0012103,ACC0013571,BRW0009461,2026-01-12 02:30:45,TXN0000015417,42369.85,SUCCESS,NETBANKING,VND0000011
PAYMENT0012104,ACC0013242,BRW0001178,2026-07-30 10:24:57,TXN0000006595,56173.49,SUCCESS,CASH,VND0000006
PAYMENT0012105,ACC0000577,BRW0005729,2026-04-20 11:29:26,TXN0000015482,12866.92,SUCCESS,CASH,VND0000015
PAYMENT0012106,ACC0015453,BRW0003593,2026-02-08 10:51:32,TXN0000025503,5936.76,SUCCESS,NACH,VND0000011
PAYMENT0012107,ACC0001138,BRW0005941,2026-08-04 14:13:24,TXN0000034809,5416.59,REVERSED,CASH,VND0000009
PAYMENT0012108,ACC0016888,BRW0004689,2026-01-26 02:32:18,,29648.9,SUCCESS,UPI,VND0000015
PAYMENT0012109,ACC0015704,BRW0006562,2026-02-15 21:29:44,TXN0000050151,87632.02,SUCCESS,CASH,VND0000008
PAYMENT0012110,ACC0011623,BRW0002898,2026-03-31 02:06:52,TXN0000057834,83862.36,SUCCESS,CASH,VND0000002
PAYMENT0012111,ACC0003799,BRW0011274,2026-02-23 12:14:06,TXN0000024928,96728.14,SUCCESS,NACH,VND0000007
PAYMENT0012112,ACC0007120,BRW0011091,2026-02-21 22:26:17,TXN0000044355,77743.34,SUCCESS,UPI,VND0000003
PAYMENT0012113,ACC0013059,BRW0004135,2026-05-04 03:00:04,TXN0000056608,133734.48,SUCCESS,CASH,VND0000006
PAYMENT0012114,ACC0017440,BRW0009360,2026-04-08 13:40:35,TXN0000034656,110959.63,SUCCESS,CARD,VND0000011
PAYMENT0012115,ACC0001819,BRW0002484,2026-04-09 01:14:58,TXN0000054620,34490.13,FAILED,UPI,VND0000010
PAYMENT0012116,ACC0021957,BRW0002047,2026-01-07 09:07:01,TXN0000018422,19290.1,SUCCESS,CASH,VND0000009
PAYMENT0012117,ACC0013821,BRW0008981,2026-04-09 20:24:54,TXN0000034766,102466.75,FAILED,UPI,VND0000003
PAYMENT0012118,ACC0010323,BRW0011084,2026-08-08 15:32:24,TXN0000037380,36872.1,SUCCESS,CASH,VND0000009
PAYMENT0012119,ACC0012788,BRW0000131,2026-04-30 09:18:48,TXN0000005435,119365.09,SUCCESS,UPI,VND0000015
PAYMENT0012120,ACC0029011,BRW0006293,2026-02-16 03:18:55,TXN0000057918,15368.6,SUCCESS,CARD,VND0000011
PAYMENT0012121,ACC0023829,BRW0005567,2026-07-12 09:27:37,TXN0000024916,87159.38,FAILED,CARD,VND0000001
PAYMENT0012122,ACC0004476,BRW0000683,2026-05-19 23:14:46,TXN0000019720,94916.34,SUCCESS,CASH,VND0000012
PAYMENT0012123,ACC0028770,BRW0006157,2026-04-24 10:55:50,TXN0000015342,8143.98,SUCCESS,NETBANKING,VND0000003
PAYMENT0012124,ACC0005728,BRW0005904,2026-08-03 21:13:22,TXN0000004431,91641.81,SUCCESS,CASH,VND0000006
PAYMENT0012125,ACC0007320,BRW0009826,2026-06-01 07:40:09,TXN0000026752,84744.05,REVERSED,CARD,VND0000004
PAYMENT0012126,ACC0014206,BRW0010695,2026-03-24 11:39:06,TXN0000061975,57251.59,REVERSED,NACH,VND0000006
PAYMENT0012127,ACC0014686,BRW0000260,2026-05-07 23:26:12,TXN0000055768,3128.62,FAILED,NACH,VND0000009
PAYMENT0012128,ACC0004781,BRW0007926,2026-01-14 20:02:14,TXN0000048686,9912.72,SUCCESS,CASH,VND0000015
PAYMENT0012129,ACC0000378,BRW0001902,2026-05-15 04:31:37,TXN0000016206,134121.51,SUCCESS,UPI,VND0000003
PAYMENT0012130,ACC0006696,BRW0010439,2026-04-04 13:18:39,TXN0000065691,91889.55,SUCCESS,CASH,VND0000011
PAYMENT0012131,ACC0011008,BRW0001618,2026-04-05 05:46:06,TXN0000055841,79456.63,SUCCESS,NETBANKING,VND0000008
PAYMENT0012132,ACC0011555,BRW0011932,2026-06-28 08:02:14,TXN0000001923,10713.97,SUCCESS,NETBANKING,VND0000009
PAYMENT0012133,ACC0016358,BRW0007942,2026-03-14 07:28:15,TXN0000041257,48649.53,SUCCESS,NACH,VND0000004
PAYMENT0012134,ACC0029980,BRW0010098,2026-01-06 09:17:45,TXN0000021004,119347.88,SUCCESS,CASH,VND0000002
PAYMENT0012135,ACC0013587,BRW0005327,2026-05-15 05:28:50,TXN0000012836,14204.21,SUCCESS,NETBANKING,VND0000003
PAYMENT0012136,ACC0000215,BRW0000184,2026-06-20 16:33:40,TXN0000068210,15528.06,SUCCESS,NETBANKING,VND0000014
PAYMENT0012137,ACC0009643,BRW0003255,2026-04-09 03:57:18,TXN0000010764,48553.12,SUCCESS,NACH,VND0000008
PAYMENT0012138,ACC0002121,BRW0008703,2026-04-20 18:24:49,TXN0000061791,48823.25,REVERSED,CASH,VND0000004
PAYMENT0012139,ACC0027679,BRW0008711,2026-05-14 22:06:52,TXN0000045132,137933.0,SUCCESS,NETBANKING,VND0000014
PAYMENT0012140,ACC0019642,BRW0010375,2026-03-19 18:16:05,TXN0000069352,72638.38,SUCCESS,CARD,VND0000008
PAYMENT0012141,ACC0017801,BRW0006985,2026-01-18 01:34:53,TXN0000043953,80527.54,SUCCESS,UPI,VND0000010
PAYMENT0012142,ACC0027486,BRW0011559,2026-04-04 20:13:45,TXN0000017836,34533.73,SUCCESS,CARD,VND0000014
PAYMENT0012143,ACC0011252,BRW0003695,2026-06-06 16:57:39,TXN0000017916,25967.99,SUCCESS,CASH,VND0000003
PAYMENT0012144,ACC0013061,BRW0007498,2026-01-26 13:29:28,TXN0000021398,67993.36,SUCCESS,CARD,VND0000007
PAYMENT0012145,ACC0020199,BRW0004288,2026-05-17 03:50:58,TXN0000042354,108270.41,FAILED,CARD,VND0000014
PAYMENT0012146,ACC0011360,BRW0004113,2026-03-22 18:32:21,TXN0000064748,44860.03,SUCCESS,CARD,VND0000007
PAYMENT0012147,ACC0006729,BRW0001320,2026-04-22 22:35:01,TXN0000028042,51273.76,SUCCESS,NETBANKING,VND0000006
PAYMENT0012148,ACC0028325,BRW0001866,2026-06-07 20:27:54,TXN0000039690,115365.63,FAILED,CARD,VND0000015
PAYMENT0012149,ACC0010964,BRW0010982,2026-05-31 01:53:57,TXN0000040243,10062.95,SUCCESS,CARD,VND0000004
PAYMENT0012150,ACC0018125,BRW0001011,2026-01-16 21:16:55,TXN0000013955,51682.43,SUCCESS,CASH,VND0000007
PAYMENT0012151,ACC0020747,BRW0002167,2026-06-25 05:03:24,TXN0000005856,23588.52,FAILED,NETBANKING,VND0000004
PAYMENT0012152,ACC0019426,BRW0008212,2026-06-10 16:47:03,TXN0000006344,75936.14,FAILED,CASH,VND0000013
PAYMENT0012153,ACC0009544,BRW0006224,2026-08-02 11:16:57,TXN0000001429,139670.39,SUCCESS,NETBANKING,VND0000003
PAYMENT0012154,ACC0024093,BRW0010052,2026-02-03 03:53:57,TXN0000028357,85932.43,FAILED,CARD,VND0000003
PAYMENT0012155,ACC0005042,BRW0001044,2026-01-15 00:06:33,TXN0000006605,42065.3,SUCCESS,NACH,VND0000002
PAYMENT0012156,ACC0004444,BRW0011407,2026-03-04 08:35:46,TXN0000029308,113488.62,FAILED,CARD,VND0000015
PAYMENT0012157,ACC0023069,BRW0005289,2026-06-18 04:04:02,TXN0000003289,55338.69,SUCCESS,CARD,VND0000012
PAYMENT0012158,ACC0025419,BRW0000795,2026-06-29 05:55:51,TXN0000037282,35709.99,FAILED,UPI,VND0000011
PAYMENT0012159,ACC0022689,BRW0006585,2026-05-03 12:04:48,TXN0000054076,85960.68,FAILED,NACH,VND0000008
PAYMENT0012160,ACC0020622,BRW0010781,2026-03-15 20:14:09,TXN0000027429,79901.5,SUCCESS,CASH,VND0000006
PAYMENT0012161,ACC0026014,BRW0000526,2026-01-22 21:25:40,TXN0000009652,60586.45,SUCCESS,CASH,VND0000008
PAYMENT0012162,ACC0027094,BRW0009396,2026-03-15 12:35:15,TXN0000017775,66302.41,SUCCESS,CARD,VND0000002
PAYMENT0012163,ACC0001001,BRW0011048,2026-06-04 07:44:24,TXN0000046587,97988.56,SUCCESS,NETBANKING,VND0000011
PAYMENT0012164,ACC0011860,BRW0005283,2026-05-05 16:39:37,TXN0000011991,61726.05,PENDING,CASH,VND0000011
PAYMENT0012165,ACC0017866,BRW0006461,2026-04-02 23:10:07,TXN0000054729,81698.27,SUCCESS,CARD,VND0000009
PAYMENT0012166,ACC0023451,BRW0008245,2026-02-26 18:59:04,TXN0000054988,146586.57,SUCCESS,CARD,VND0000012
PAYMENT0012167,ACC0003032,BRW0000076,2026-04-28 09:54:41,TXN0000051346,144840.49,FAILED,NACH,VND0000014
PAYMENT0012168,ACC0028220,BRW0010260,2026-08-01 19:34:44,TXN0000021549,100124.84,FAILED,CARD,VND0000015
PAYMENT0012169,ACC0016567,BRW0009077,2026-04-05 17:08:51,TXN0000004776,52509.86,SUCCESS,CASH,VND0000011
PAYMENT0012170,ACC0017262,BRW0000465,2026-07-05 06:23:02,TXN0000051696,1129.29,SUCCESS,CASH,VND0000009
PAYMENT0012171,ACC0021399,BRW0006619,2026-04-13 19:55:09,TXN0000069594,114794.92,FAILED,NETBANKING,VND0000003
PAYMENT0012172,ACC0022422,BRW0009478,2026-06-26 10:26:26,TXN0000030598,148468.19,SUCCESS,CARD,VND0000004
PAYMENT0012173,ACC0007892,BRW0008388,2026-07-08 09:20:02,TXN0000064479,3191.59,SUCCESS,NETBANKING,VND0000015
PAYMENT0012174,ACC0014618,BRW0002111,2026-07-03 19:50:11,TXN0000040597,63728.94,PENDING,CASH,VND0000002
PAYMENT0012175,ACC0005539,BRW0009713,2026-06-30 00:18:26,TXN0000065723,123802.94,FAILED,NACH,VND0000005
PAYMENT0012176,ACC0015860,BRW0003927,2026-05-06 05:14:36,TXN0000001881,130315.22,SUCCESS,UPI,VND0000004
PAYMENT0012177,ACC0016237,BRW0010111,2026-07-17 10:57:36,TXN0000068851,141736.6,SUCCESS,CASH,VND0000009
PAYMENT0012178,ACC0007707,BRW0001414,2026-02-15 14:11:46,TXN0000006009,47510.16,PENDING,NACH,VND0000004
PAYMENT0012179,ACC0012516,BRW0002778,2026-06-26 09:50:30,TXN0000030796,138662.66,SUCCESS,CASH,VND0000003
PAYMENT0012180,ACC0002851,BRW0006218,2026-02-05 05:40:25,TXN0000032904,111280.03,SUCCESS,CASH,VND0000001
PAYMENT0012181,ACC0016638,BRW0010790,2026-02-02 20:18:51,TXN0000034522,116550.26,SUCCESS,CASH,VND0000003
PAYMENT0012182,ACC0026727,BRW0009055,2026-04-16 07:04:18,TXN0000003250,9833.11,SUCCESS,NETBANKING,VND0000008
PAYMENT0012183,ACC0022377,BRW0003054,2026-01-08 06:51:59,TXN0000002407,130191.95,SUCCESS,CARD,VND0000005
PAYMENT0012184,ACC0012036,BRW0002145,2026-01-14 10:54:32,TXN0000063542,34696.34,SUCCESS,NETBANKING,VND0000012
PAYMENT0012185,ACC0022146,BRW0008782,2026-07-12 19:07:00,TXN0000056883,62384.8,SUCCESS,CARD,VND0000004
PAYMENT0012186,ACC0021047,BRW0002671,2026-02-16 18:46:45,TXN0000069187,52011.5,SUCCESS,UPI,VND0000004
PAYMENT0012187,ACC0023367,BRW0009274,2026-06-23 05:21:39,TXN0000066767,51719.82,SUCCESS,CASH,VND0000013
PAYMENT0012188,ACC0007228,BRW0000847,2026-07-12 03:36:08,TXN0000041704,115636.45,SUCCESS,UPI,VND0000007
PAYMENT0012189,ACC0001341,BRW0009829,2026-05-27 13:47:05,TXN0000001905,93952.11,SUCCESS,UPI,VND0000012
PAYMENT0012190,ACC0018410,BRW0006348,2026-04-03 15:41:40,TXN0000024851,32468.78,SUCCESS,CASH,VND0000011
PAYMENT0012191,ACC0001876,BRW0009722,2026-06-03 23:39:31,TXN0000069569,47098.17,PENDING,CASH,VND0000015
PAYMENT0012192,ACC0000241,BRW0001597,2026-02-27 17:34:21,TXN0000026848,123324.62,SUCCESS,CARD,VND0000011
PAYMENT0012193,ACC0005634,BRW0007445,2026-06-29 15:26:08,TXN0000039521,68793.72,SUCCESS,UPI,VND0000014
PAYMENT0012194,ACC0021185,BRW0008558,2026-06-16 04:13:23,TXN0000029939,134355.0,SUCCESS,CASH,VND0000007
PAYMENT0012195,ACC0029033,BRW0008204,2026-02-27 04:17:05,TXN0000020565,54254.01,SUCCESS,NETBANKING,VND0000008
PAYMENT0012196,ACC0007965,BRW0008660,2026-07-04 22:44:53,TXN0000042203,109194.19,SUCCESS,CARD,VND0000001
PAYMENT0012197,ACC0024452,BRW0004750,2026-08-01 17:46:01,TXN0000064483,54974.88,SUCCESS,NACH,VND0000008
PAYMENT0012198,ACC0017028,BRW0006752,2026-01-06 03:03:21,TXN0000052149,12000.57,SUCCESS,NETBANKING,VND0000002
PAYMENT0012199,ACC0022227,BRW0001032,2026-05-08 07:59:12,TXN0000054084,26717.97,SUCCESS,NACH,VND0000011
PAYMENT0012200,ACC0027084,BRW0002373,2026-04-23 06:43:56,TXN0000063729,44580.83,SUCCESS,CASH,VND0000010
