attempt_id,account_id,borrower_id,event_at,call_id,agent_id,attempt_no,vendor_id,attempt_status
ATTEMPT0054906,ACC0017328,BRW0004629,2026-07-27 18:10:04,CALL0077612,AGT0000202,5,VND0000013,NO_ANSWER
ATTEMPT0054907,ACC0023226,BRW0006367,2026-06-05 06:18:47,CALL0058602,AGT0000505,2,VND0000004,BUSY
ATTEMPT0054908,ACC0015251,BRW0006589,2026-04-27 00:35:42,CALL0052473,AGT0000278,3,VND0000013,CONNECTED
ATTEMPT0054909,ACC0000810,BRW0007467,2026-05-25 19:14:56,CALL0015506,AGT0000066,2,VND0000008,NO_ANSWER
ATTEMPT0054910,ACC0028090,BRW0009199,2026-06-24 22:10:02,CALL0044443,AGT0000557,6,VND0000009,FAILED
ATTEMPT0054911,ACC0002729,BRW0003860,2026-01-21 21:23:13,CALL0087151,AGT0000696,4,VND0000013,NO_ANSWER
ATTEMPT0054912,ACC0023649,BRW0010247,2026-01-29 13:32:16,CALL0005223,AGT0000893,6,VND0000011,NO_ANSWER
ATTEMPT0054913,ACC0023997,BRW0002326,2026-03-22 06:01:40,CALL0001545,AGT0000569,3,VND0000011,NO_ANSWER
ATTEMPT0054914,ACC0029745,BRW0001152,2026-05-23 08:06:53,CALL0002345,AGT0000749,3,VND0000013,FAILED
ATTEMPT0054915,ACC0027666,BRW0000594,2026-04-11 15:09:55,CALL0058280,AGT0000048,7,VND0000011,CONNECTED
ATTEMPT0054916,ACC0025347,BRW0001058,2026-01-22 12:05:40,CALL0088125,AGT0000204,7,VND0000008,RINGING
ATTEMPT0054917,ACC0013635,BRW0006562,2026-04-30 13:03:33,CALL0033842,AGT0000041,6,VND0000010,NO_ANSWER
ATTEMPT0054918,ACC0023349,BRW0002219,2026-01-14 23:06:59,CALL0035495,AGT0000570,2,VND0000006,FAILED
ATTEMPT0054919,ACC0028534,BRW0003460,2026-06-17 00:16:18,CALL0078331,AGT0000675,5,VND0000004,CONNECTED
ATTEMPT0054920,ACC0029603,BRW0002231,2026-03-08 07:59:03,CALL0013570,AGT0000118,5,VND0000011,BUSY
ATTEMPT0054921,ACC0011238,BRW0006698,2026-01-07 01:49:51,CALL0050511,AGT0000213,5,VND0000012,CONNECTED
ATTEMPT0054922,ACC0006161,BRW0009450,2026-07-15 14:39:13,CALL0013008,AGT0000613,3,VND0000003,BUSY
ATTEMPT0054923,ACC0006026,BRW0007349,2026-03-21 01:15:38,CALL0080490,AGT0000511,6,VND0000006,BUSY
ATTEMPT0054924,ACC0007600,BRW0004036,2026-07-08 05:21:15,CALL0002706,AGT0000370,2,VND0000006,CONNECTED
ATTEMPT0054925,ACC0018826,BRW0002405,2026-02-22 08:47:51,CALL0066150,AGT0000543,5,VND0000014,RINGING
ATTEMPT0054926,ACC0000579,BRW0007360,2026-03-07 12:35:03,CALL0088458,AGT0000598,1,VND0000010,FAILED
ATTEMPT0054927,ACC0008394,BRW0009011,2026-03-01 03:47:04,CALL0026782,AGT0000870,6,VND0000008,RINGING
ATTEMPT0054928,ACC0025121,BRW0008037,2026-03-06 01:21:18,CALL0056750,AGT0000673,7,VND0000010,NO_ANSWER
ATTEMPT0054929,ACC0029114,BRW0004649,2026-03-09 13:20:32,CALL0078316,AGT0000329,4,VND0000011,CONNECTED
ATTEMPT0054930,ACC0028443,BRW0011845,2026-03-04 04:23:34,CALL0048531,AGT0000452,6,VND0000002,FAILED
ATTEMPT0054931,ACC0008970,BRW0011477,2026-06-09 05:47:28,CALL0035910,AGT0000126,7,VND0000013,BUSY
ATTEMPT0054932,ACC0009901,BRW0002198,2026-03-30 15:12:29,CALL0049619,AGT0000098,6,VND0000012,CONNECTED
ATTEMPT0054933,ACC0020226,BRW0006882,2026-01-27 00:00:41,CALL0000506,AGT0000406,2,VND0000014,BUSY
ATTEMPT0054934,ACC0012168,BRW0005370,2026-07-11 00:03:14,CALL0038230,AGT0000571,5,VND0000003,NO_ANSWER
ATTEMPT0054935,ACC0028040,BRW0007826,2026-07-30 10:25:38,CALL0041708,AGT0000107,4,VND0000002,BUSY
ATTEMPT0054936,ACC0001856,BRW0007570,2026-04-30 04:47:52,CALL0078515,AGT0000887,6,VND0000003,BUSY
ATTEMPT0054937,ACC0020082,BRW0010686,2026-07-10 23:54:20,CALL0074297,AGT0000176,3,VND0000005,CONNECTED
ATTEMPT0054938,ACC0021906,BRW0010368,2026-06-13 06:34:24,CALL0013173,AGT0000467,4,VND0000010,BUSY
ATTEMPT0054939,ACC0020073,BRW0009520,2026-07-20 07:00:07,CALL0035902,AGT0000032,2,VND0000003,CONNECTED
ATTEMPT0054940,ACC0028441,BRW0009011,2026-04-18 11:13:04,CALL0054307,AGT0000036,6,VND0000014,BUSY
ATTEMPT0054941,ACC0001970,BRW0003758,2026-01-25 20:40:05,CALL0022313,AGT0000781,7,VND0000010,NO_ANSWER
ATTEMPT0054942,ACC0021389,BRW0004658,2026-03-18 13:31:50,CALL0050065,AGT0000217,2,VND0000013,BUSY
ATTEMPT0054943,ACC0018156,BRW0005859,2026-03-30 14:48:29,CALL0008080,AGT0000720,7,VND0000004,NO_ANSWER
ATTEMPT0054944,ACC0018316,BRW0009472,2026-01-16 15:16:12,CALL0029364,AGT0000983,3,VND0000013,RINGING
ATTEMPT0054945,ACC0029782,BRW0008706,2026-05-26 10:56:24,CALL0045213,AGT0000093,3,VND0000014,NO_ANSWER
ATTEMPT0054946,ACC0003092,BRW0004501,2026-07-03 02:02:17,CALL0014166,AGT0000911,1,VND0000013,NO_ANSWER
ATTEMPT0054947,ACC0000773,BRW0008382,2026-07-20 23:49:16,CALL0085027,AGT0000315,4,VND0000014,BUSY
ATTEMPT0054948,ACC0009286,BRW0009004,2026-01-01 11:42:53,CALL0062540,AGT0000012,3,VND0000003,FAILED
ATTEMPT0054949,ACC0027162,BRW0002453,2026-01-16 00:20:55,CALL0017292,AGT0000643,5,VND0000014,CONNECTED
ATTEMPT0054950,ACC0011796,BRW0011105,2026-03-24 18:19:50,CALL0059290,AGT0000009,1,,BUSY
ATTEMPT0054951,ACC0017851,BRW0002656,2026-06-28 20:55:51,CALL0064399,AGT0000997,5,VND0000014,BUSY
ATTEMPT0054952,ACC0005868,BRW0007476,2026-01-17 15:25:26,CALL0051116,AGT0000979,4,VND0000013,BUSY
ATTEMPT0054953,ACC0015372,BRW0002296,2026-05-29 05:38:05,CALL0024028,AGT0000400,5,VND0000015,CONNECTED
ATTEMPT0054954,ACC0021129,BRW0001774,2026-05-29 05:06:49,CALL0024967,AGT0000919,5,VND0000009,FAILED
ATTEMPT0054955,ACC0016086,BRW0005119,2026-02-19 03:42:50,CALL0040070,AGT0000820,5,VND0000012,CONNECTED
ATTEMPT0054956,ACC0007342,BRW0011740,2026-04-19 06:19:33,CALL0048331,AGT0000299,5,VND0000008,BUSY
ATTEMPT0054957,ACC0006001,BRW0004387,2026-01-08 22:12:21,CALL0063532,AGT0000035,5,VND0000015,RINGING
ATTEMPT0054958,ACC0011926,BRW0007052,2026-03-17 11:51:16,CALL0020440,AGT0000949,2,VND0000008,RINGING
ATTEMPT0054959,ACC0000963,BRW0003975,2026-02-26 15:42:58,CALL0068014,AGT0000370,5,VND0000005,BUSY
ATTEMPT0054960,ACC0010502,BRW0008877,2026-06-02 00:55:00,CALL0075944,AGT0000746,3,VND0000001,NO_ANSWER
ATTEMPT0054961,ACC0006242,BRW0008482,2026-01-02 18:00:56,CALL0024396,AGT0000377,3,VND0000009,FAILED
ATTEMPT0054962,ACC0011676,BRW0001461,2026-04-28 03:07:09,CALL0042291,AGT0000712,6,VND0000006,NO_ANSWER
ATTEMPT0054963,ACC0010736,BRW0009291,2026-07-28 11:08:57,CALL0072816,AGT0000920,3,VND0000009,BUSY
ATTEMPT0054964,ACC0009063,BRW0011690,2026-06-15 17:36:39,CALL0005138,AGT0000410,3,VND0000004,BUSY
ATTEMPT0054965,ACC0025183,BRW0003024,2026-02-23 21:36:49,CALL0083680,AGT0000360,3,VND0000011,FAILED
ATTEMPT0054966,ACC0009992,BRW0000571,2026-06-23 00:49:51,CALL0048839,AGT0000169,7,VND0000003,CONNECTED
ATTEMPT0054967,ACC0019125,BRW0005359,2026-03-05 17:30:16,CALL0077767,AGT0000053,4,VND0000008,NO_ANSWER
ATTEMPT0054968,ACC0007159,BRW0007226,2026-02-23 03:34:32,CALL0025397,AGT0000067,1,VND0000008,CONNECTED
ATTEMPT0054969,ACC0022471,BRW0010980,2026-06-22 18:34:37,CALL0023119,AGT0000331,7,VND0000009,BUSY
ATTEMPT0054970,ACC0004400,BRW0003810,2026-07-06 17:50:16,CALL0085989,AGT0000418,4,VND0000004,FAILED
ATTEMPT0054971,ACC0005004,BRW0010294,2026-03-10 15:58:23,CALL0045286,AGT0000019,3,VND0000012,BUSY
ATTEMPT0054972,ACC0013160,BRW0003726,2026-02-11 07:49:29,CALL0066002,AGT0000236,5,VND0000011,NO_ANSWER
ATTEMPT0054973,ACC0003375,BRW0007569,2026-07-26 21:29:55,CALL0058530,AGT0000230,7,VND0000007,FAILED
ATTEMPT0054974,ACC0014323,BRW0004308,2026-01-11 09:19:56,CALL0065426,AGT0000387,5,VND0000012,NO_ANSWER
ATTEMPT0054975,ACC0028176,BRW0003351,2026-05-29 09:22:26,CALL0072533,AGT0000636,4,VND0000007,BUSY
ATTEMPT0054976,ACC0005675,BRW0007583,2026-01-22 13:03:49,CALL0012137,AGT0000953,6,VND0000011,FAILED
ATTEMPT0054977,ACC0016219,BRW0001720,2026-01-26 11:52:04,CALL0068410,AGT0000369,3,VND0000014,RINGING
ATTEMPT0054978,ACC0022069,BRW0006448,2026-02-01 16:26:04,CALL0048936,AGT0000809,1,,CONNECTED
ATTEMPT0054979,ACC0025556,BRW0002732,2026-02-21 16:33:11,CALL0004438,AGT0000804,7,VND0000002,NO_ANSWER
ATTEMPT0054980,ACC0001360,BRW0002701,2026-03-31 19:14:18,CALL0024788,AGT0000330,6,VND0000006,FAILED
ATTEMPT0054981,ACC0014111,BRW0007086,2026-07-13 22:47:07,CALL0088646,AGT0000009,3,VND0000009,RINGING
ATTEMPT0054982,ACC0000948,BRW0001166,2026-03-11 00:03:20,CALL0054233,AGT0000099,7,VND0000002,FAILED
ATTEMPT0054983,ACC0029680,BRW0001113,2026-05-23 03:01:36,CALL0082405,AGT0000026,6,VND0000015,RINGING
ATTEMPT0054984,ACC0005005,BRW0001756,2026-03-31 07:04:16,CALL0026002,AGT0000319,7,VND0000014,BUSY
ATTEMPT0054985,ACC0016341,BRW0009106,2026-04-27 14:22:13,CALL0062864,AGT0000271,1,VND0000005,BUSY
ATTEMPT0054986,ACC0018476,BRW0003434,2026-07-13 15:08:28,CALL0059508,AGT0000422,4,VND0000001,NO_ANSWER
ATTEMPT0054987,ACC0008427,BRW0008892,2026-08-05 03:42:51,CALL0003731,AGT0000246,5,VND0000007,FAILED
ATTEMPT0054988,ACC0013617,BRW0001914,2026-04-03 08:37:55,CALL0064486,AGT0000984,3,VND0000003,FAILED
ATTEMPT0054989,ACC0007625,BRW0008409,2026-04-09 19:13:14,CALL0052340,AGT0000272,4,VND0000002,RINGING
ATTEMPT0054990,ACC0017231,BRW0003645,2026-04-11 07:07:16,CALL0055374,AGT0000583,1,VND0000007,NO_ANSWER
ATTEMPT0054991,ACC0001739,BRW0002772,2026-01-31 22:25:17,CALL0089095,AGT0000299,6,VND0000003,BUSY
ATTEMPT0054992,ACC0000732,BRW0007964,2026-03-08 12:25:54,CALL0047866,AGT0000416,1,VND0000010,RINGING
ATTEMPT0054993,ACC0018840,BRW0005491,2026-08-03 01:50:04,CALL0066008,AGT0000570,4,VND0000008,FAILED
ATTEMPT0054994,ACC0011877,BRW0004492,2026-01-07 23:17:35,CALL0037825,AGT0000646,1,VND0000005,NO_ANSWER
ATTEMPT0054995,ACC0023224,BRW0008233,2026-02-24 13:52:27,CALL0081992,AGT0000888,3,VND0000006,CONNECTED
ATTEMPT0054996,ACC0009935,BRW0002370,2026-03-19 03:27:38,CALL0009906,AGT0000571,6,VND0000007,FAILED
ATTEMPT0054997,ACC0013697,BRW0003203,2026-07-21 13:25:05,CALL0057811,AGT0000905,2,VND0000009,CONNECTED
ATTEMPT0054998,ACC0015725,BRW0011734,2026-01-11 17:50:52,CALL0069369,AGT0000170,2,VND0000009,CONNECTED
ATTEMPT0054999,ACC0016756,BRW0004329,2026-03-29 19:05:55,CALL0008288,AGT0000056,6,VND0000004,FAILED
ATTEMPT0055000,ACC0006219,BRW0002709,2026-03-23 02:56:14,CALL0013184,AGT0000861,7,VND0000007,RINGING
ATTEMPT0055001,ACC0027117,BRW0010409,2026-07-11 18:05:13,CALL0056356,AGT0000136,6,VND0000010,NO_ANSWER
ATTEMPT0055002,ACC0029554,BRW0011715,2026-02-18 11:58:53,CALL0082248,AGT0000764,3,VND0000014,RINGING
ATTEMPT0055003,ACC0004012,BRW0002479,2026-01-09 23:01:43,CALL0085863,AGT0000164,2,VND0000005,CONNECTED
ATTEMPT0055004,ACC0009496,BRW0003386,2026-05-19 05:22:15,CALL0029009,AGT0000235,6,VND0000002,CONNECTED
ATTEMPT0055005,ACC0025737,BRW0002223,2026-07-03 22:15:37,CALL0045541,AGT0000254,5,VND0000001,CONNECTED
ATTEMPT0055006,ACC0008868,BRW0006383,2026-02-16 23:57:54,CALL0068284,AGT0000527,6,,BUSY
ATTEMPT0055007,ACC0002368,BRW0002563,2026-06-23 16:41:10,CALL0051537,AGT0000311,2,,RINGING
ATTEMPT0055008,ACC0010244,BRW0003029,2026-08-03 16:08:45,CALL0079806,AGT0000602,7,VND0000014,NO_ANSWER
ATTEMPT0055009,ACC0008666,BRW0011730,2026-07-14 10:30:06,CALL0073162,AGT0000905,3,VND0000009,CONNECTED
ATTEMPT0055010,ACC0005776,BRW0008056,2026-04-12 15:36:01,CALL0010569,AGT0000089,5,VND0000005,CONNECTED
ATTEMPT0055011,ACC0022663,BRW0010966,2026-03-31 04:21:53,CALL0065211,AGT0000560,2,VND0000009,NO_ANSWER
ATTEMPT0055012,ACC0009375,BRW0005161,2026-07-09 09:54:47,CALL0022264,AGT0000096,5,VND0000005,CONNECTED
ATTEMPT0055013,ACC0020830,BRW0009099,2026-07-13 10:13:10,CALL0021720,AGT0000122,7,VND0000007,FAILED
ATTEMPT0055014,ACC0015512,BRW0010580,2026-04-05 00:06:06,CALL0060758,AGT0000169,3,VND0000006,FAILED
ATTEMPT0055015,ACC0001285,BRW0001392,2026-07-01 03:23:54,CALL0058459,AGT0000759,3,VND0000006,BUSY
ATTEMPT0055016,ACC0025981,BRW0001710,2026-01-24 14:27:02,CALL0043923,AGT0000132,1,VND0000009,RINGING
ATTEMPT0055017,ACC0027251,BRW0002595,2026-01-06 13:20:46,CALL0086875,AGT0000172,7,VND0000008,RINGING
ATTEMPT0055018,ACC0004205,BRW0003757,2026-01-02 04:23:01,CALL0073045,AGT0000407,1,VND0000001,BUSY
ATTEMPT0055019,ACC0027196,BRW0001776,2026-06-08 15:55:30,CALL0018195,AGT0000569,2,VND0000005,NO_ANSWER
ATTEMPT0055020,ACC0021161,BRW0010970,2026-03-17 09:27:53,CALL0071475,AGT0000752,4,VND0000009,NO_ANSWER
ATTEMPT0055021,ACC0002893,BRW0005810,2026-06-02 00:08:44,CALL0067697,AGT0000784,4,VND0000008,FAILED
ATTEMPT0055022,ACC0007296,BRW0002822,2026-05-04 15:09:50,CALL0065802,AGT0000129,2,VND0000015,CONNECTED
ATTEMPT0055023,ACC0009995,BRW0000761,2026-01-31 20:37:02,CALL0035505,AGT0000530,1,VND0000007,CONNECTED
ATTEMPT0055024,ACC0016378,BRW0008705,2026-05-28 05:05:53,CALL0031286,AGT0000943,5,VND0000007,NO_ANSWER
ATTEMPT0055025,ACC0004743,BRW0006955,2026-05-27 00:10:11,CALL0009343,AGT0000353,5,VND0000005,CONNECTED
ATTEMPT0055026,ACC0000424,BRW0011869,2026-05-07 21:30:50,CALL0088700,AGT0000341,1,VND0000009,FAILED
ATTEMPT0055027,ACC0022269,BRW0004856,2026-01-11 20:24:21,CALL0020351,AGT0000416,3,VND0000005,NO_ANSWER
ATTEMPT0055028,ACC0002261,BRW0010391,2026-02-09 14:16:40,CALL0060652,AGT0000931,1,VND0000004,FAILED
ATTEMPT0055029,ACC0015111,BRW0004039,2026-04-17 09:35:37,CALL0030959,AGT0000110,7,VND0000014,CONNECTED
ATTEMPT0055030,ACC0025760,BRW0005982,2026-03-06 01:00:47,CALL0025133,AGT0000449,7,VND0000010,BUSY
ATTEMPT0055031,ACC0011079,BRW0007346,2026-07-21 08:27:04,CALL0056098,AGT0000313,3,VND0000012,BUSY
ATTEMPT0055032,ACC0014879,BRW0001502,2026-07-09 16:58:41,CALL0034732,AGT0000508,7,VND0000005,FAILED
ATTEMPT0055033,ACC0028369,BRW0001506,2026-03-10 11:56:28,CALL0068709,AGT0000284,7,VND0000012,CONNECTED
ATTEMPT0055034,ACC0001044,BRW0001183,2026-06-21 18:03:18,CALL0010665,AGT0000252,2,VND0000015,NO_ANSWER
ATTEMPT0055035,ACC0006131,BRW0007912,2026-06-09 12:08:33,CALL0069561,AGT0000640,3,VND0000015,NO_ANSWER
ATTEMPT0055036,ACC0010645,BRW0011894,2026-07-23 13:16:34,CALL0008228,AGT0000083,6,VND0000005,FAILED
ATTEMPT0055037,ACC0006758,BRW0004731,2026-01-25 02:19:03,CALL0064440,AGT0000629,6,VND0000011,NO_ANSWER
ATTEMPT0055038,ACC0009083,BRW0011544,2026-04-09 06:16:54,CALL0043862,AGT0000651,1,VND0000014,CONNECTED
ATTEMPT0055039,ACC0004643,BRW0010351,2026-05-12 04:06:32,CALL0036020,AGT0000405,2,VND0000008,CONNECTED
ATTEMPT0055040,ACC0003057,BRW0001377,2026-06-13 10:11:49,CALL0018736,AGT0000951,1,,RINGING
ATTEMPT0055041,ACC0003163,BRW0005695,2026-05-18 16:44:10,CALL0032142,AGT0000503,3,VND0000009,RINGING
ATTEMPT0055042,ACC0016457,BRW0010345,2026-06-02 08:00:01,CALL0049414,AGT0000060,5,VND0000007,FAILED
ATTEMPT0055043,ACC0016074,BRW0010882,2026-03-01 00:12:43,CALL0020491,AGT0000724,2,VND0000001,RINGING
ATTEMPT0055044,ACC0010032,BRW0010382,2026-07-05 13:12:45,CALL0005080,AGT0000069,6,VND0000013,CONNECTED
ATTEMPT0055045,ACC0022432,BRW0011147,2026-01-03 11:39:03,CALL0046732,AGT0000831,3,VND0000014,FAILED
ATTEMPT0055046,ACC0024884,BRW0007896,2026-04-22 11:28:16,CALL0013423,AGT0000730,1,VND0000005,NO_ANSWER
ATTEMPT0055047,ACC0015593,BRW0002651,2026-07-31 14:00:13,CALL0014591,AGT0000255,2,VND0000015,BUSY
ATTEMPT0055048,ACC0026947,BRW0010420,2026-06-02 18:23:31,CALL0039234,AGT0000001,1,VND0000013,NO_ANSWER
ATTEMPT0055049,ACC0027345,BRW0003717,2026-04-29 02:46:27,CALL0036089,AGT0000810,7,VND0000009,BUSY
ATTEMPT0055050,ACC0016560,BRW0003295,2026-02-15 08:32:42,CALL0059622,AGT0000566,6,VND0000001,RINGING
ATTEMPT0055051,ACC0014936,BRW0007349,2026-02-12 15:52:09,CALL0016871,AGT0000532,2,VND0000001,BUSY
ATTEMPT0055052,ACC0025611,BRW0005052,2026-08-07 23:25:44,CALL0017499,AGT0000259,6,VND0000006,BUSY
ATTEMPT0055053,ACC0014504,BRW0005669,2026-03-03 21:25:46,CALL0023343,AGT0000658,1,VND0000015,NO_ANSWER
ATTEMPT0055054,ACC0007277,BRW0008700,2026-04-13 10:31:43,CALL0056714,AGT0000546,6,VND0000005,RINGING
ATTEMPT0055055,ACC0007495,BRW0011308,2026-02-26 10:04:43,CALL0056300,AGT0000307,1,VND0000011,FAILED
ATTEMPT0055056,ACC0003476,BRW0011967,2026-02-23 11:42:17,CALL0057780,AGT0000539,3,VND0000001,CONNECTED
ATTEMPT0055057,ACC0011664,BRW0011230,2026-04-05 11:15:28,CALL0064207,AGT0000865,7,VND0000015,BUSY
ATTEMPT0055058,ACC0010410,BRW0011266,2026-06-27 05:08:14,CALL0013864,AGT0000641,1,VND0000010,BUSY
ATTEMPT0055059,ACC0027182,BRW0005220,2026-03-14 08:53:12,CALL0002760,AGT0000405,4,VND0000015,BUSY
ATTEMPT0055060,ACC0003073,BRW0011985,2026-05-09 05:14:30,CALL0051999,AGT0000348,6,VND0000007,CONNECTED
ATTEMPT0055061,ACC0001591,BRW0010537,2026-04-25 08:24:16,CALL0036992,AGT0000658,5,VND0000007,RINGING
ATTEMPT0055062,ACC0001729,BRW0000876,2026-06-10 00:53:37,CALL0037523,AGT0000171,1,VND0000011,FAILED
ATTEMPT0055063,ACC0023518,BRW0006931,2026-07-24 22:50:41,CALL0043317,AGT0000721,1,VND0000004,RINGING
ATTEMPT0055064,ACC0008544,BRW0005376,2026-03-25 01:31:25,CALL0073688,AGT0000173,2,VND0000014,FAILED
ATTEMPT0055065,ACC0012341,BRW0002834,2026-03-15 08:39:02,CALL0027593,AGT0000894,4,VND0000015,FAILED
ATTEMPT0055066,ACC0011199,BRW0000912,2026-03-07 04:01:01,CALL0037571,AGT0000727,2,VND0000001,RINGING
ATTEMPT0055067,ACC0003477,BRW0007308,2026-07-19 05:14:17,CALL0048230,AGT0000241,3,VND0000010,FAILED
ATTEMPT0055068,ACC0022587,BRW0008817,2026-03-29 09:19:43,CALL0072586,AGT0000481,1,VND0000014,NO_ANSWER
ATTEMPT0055069,ACC0020332,BRW0007606,2026-01-24 04:38:59,CALL0035507,AGT0000094,4,VND0000010,FAILED
ATTEMPT0055070,ACC0026709,BRW0000822,2026-01-11 04:44:57,CALL0064485,AGT0000120,7,VND0000013,NO_ANSWER
ATTEMPT0055071,ACC0027980,BRW0009292,2026-07-17 08:35:20,CALL0027694,AGT0000365,4,VND0000005,BUSY
ATTEMPT0055072,ACC0006752,BRW0010525,2026-01-05 19:27:18,CALL0080725,AGT0000440,3,VND0000011,CONNECTED
ATTEMPT0055073,ACC0021183,BRW0007007,2026-07-29 11:07:34,CALL0012917,AGT0000787,4,VND0000006,RINGING
ATTEMPT0055074,ACC0027932,BRW0009521,2026-02-10 06:32:03,CALL0030559,AGT0000127,6,VND0000010,RINGING
ATTEMPT0055075,ACC0004975,BRW0011134,2026-01-20 22:46:36,CALL0072809,AGT0000432,7,VND0000003,BUSY
ATTEMPT0055076,ACC0019230,BRW0000698,2026-02-07 18:49:11,CALL0005409,AGT0000038,1,VND0000007,BUSY
ATTEMPT0055077,ACC0011628,BRW0009485,2026-04-25 06:51:01,CALL0060968,AGT0000491,3,VND0000004,RINGING
ATTEMPT0055078,ACC0022139,BRW0010536,2026-03-04 22:04:19,CALL0006865,AGT0000704,2,VND0000008,RINGING
ATTEMPT0055079,ACC0008524,BRW0004369,2026-07-24 12:30:43,CALL0064318,AGT0000770,1,VND0000001,BUSY
ATTEMPT0055080,ACC0020749,BRW0003059,2026-06-13 12:36:01,CALL0054556,AGT0000863,2,,CONNECTED
ATTEMPT0055081,ACC0002514,BRW0000697,2026-07-14 20:06:09,CALL0044016,AGT0000636,6,VND0000013,FAILED
ATTEMPT0055082,ACC0013382,BRW0004907,2026-06-19 18:13:02,CALL0077345,AGT0000514,6,VND0000009,CONNECTED
ATTEMPT0055083,ACC0009723,BRW0001522,2026-05-17 12:01:22,CALL0034072,AGT0000881,6,VND0000012,RINGING
ATTEMPT0055084,ACC0015344,BRW0002824,2026-05-06 02:08:40,CALL0055408,AGT0000494,6,VND0000006,FAILED
ATTEMPT0055085,ACC0029411,BRW0002677,2026-01-16 00:39:29,CALL0011962,AGT0000154,6,VND0000003,FAILED
ATTEMPT0055086,ACC0007079,BRW0008373,2026-05-19 04:54:34,CALL0022503,AGT0000414,4,VND0000006,NO_ANSWER
ATTEMPT0055087,ACC0000004,BRW0001929,2026-03-23 18:54:16,CALL0033554,AGT0000950,6,VND0000011,FAILED
ATTEMPT0055088,ACC0017874,BRW0004767,2026-07-03 17:32:41,CALL0086429,AGT0000636,1,VND0000001,CONNECTED
ATTEMPT0055089,ACC0010524,BRW0008216,2026-03-20 19:37:54,CALL0028253,AGT0000457,3,VND0000006,RINGING
ATTEMPT0055090,ACC0009034,BRW0006230,2026-06-28 08:56:23,CALL0003955,AGT0000501,2,VND0000013,CONNECTED
ATTEMPT0055091,ACC0026316,BRW0010853,2026-05-17 03:08:41,CALL0005084,AGT0000166,7,VND0000014,BUSY
ATTEMPT0055092,ACC0018364,BRW0000392,2026-05-14 10:35:54,CALL0036037,AGT0000938,1,VND0000003,RINGING
ATTEMPT0055093,ACC0004449,BRW0008933,2026-06-15 18:53:45,CALL0010090,AGT0000646,1,VND0000013,NO_ANSWER
ATTEMPT0055094,ACC0021622,BRW0002532,2026-01-22 20:05:12,CALL0000308,AGT0000536,7,VND0000002,BUSY
ATTEMPT0055095,ACC0005865,BRW0001198,2026-05-12 10:43:34,CALL0024107,AGT0000989,2,VND0000009,BUSY
ATTEMPT0055096,ACC0028075,BRW0011279,2026-03-03 06:08:59,CALL0007429,AGT0000780,3,VND0000004,BUSY
ATTEMPT0055097,ACC0004835,BRW0003389,2026-01-27 01:38:32,CALL0020588,AGT0000809,7,VND0000007,CONNECTED
ATTEMPT0055098,ACC0005847,BRW0003354,2026-03-20 10:58:18,CALL0082001,AGT0000144,1,VND0000010,RINGING
ATTEMPT0055099,ACC0006347,BRW0008191,2026-07-05 02:35:45,CALL0073903,AGT0000581,3,VND0000009,BUSY
ATTEMPT0055100,ACC0022690,BRW0006474,2026-07-18 06:46:58,CALL0004038,AGT0000809,2,VND0000014,BUSY
ATTEMPT0055101,ACC0003231,BRW0007772,2026-04-22 01:57:40,CALL0023006,AGT0000742,5,VND0000009,CONNECTED
ATTEMPT0055102,ACC0026710,BRW0004842,2026-04-11 15:06:52,CALL0045439,AGT0000390,1,VND0000012,RINGING
ATTEMPT0055103,ACC0017025,BRW0006547,2026-07-05 03:32:16,CALL0077496,AGT0000907,3,VND0000002,NO_ANSWER
ATTEMPT0055104,ACC0013587,BRW0003790,2026-07-06 16:42:47,CALL0035179,AGT0000914,1,VND0000013,RINGING
ATTEMPT0055105,ACC0008327,BRW0001303,2026-04-12 16:44:47,CALL0085542,AGT0000965,7,VND0000014,RINGING
ATTEMPT0055106,ACC0007523,BRW0001904,2026-02-22 20:24:33,CALL0000218,AGT0000257,7,VND0000003,BUSY
ATTEMPT0055107,ACC0016625,BRW0011521,2026-05-18 02:43:57,CALL0025629,AGT0000237,6,VND0000009,BUSY
ATTEMPT0055108,ACC0016905,BRW0003418,2026-08-02 15:22:20,CALL0033166,AGT0000317,4,VND0000012,BUSY
ATTEMPT0055109,ACC0009943,BRW0001017,2026-04-21 21:29:27,CALL0044497,AGT0000815,5,VND0000009,BUSY
ATTEMPT0055110,ACC0012812,BRW0009192,2026-01-05 08:48:01,CALL0043482,AGT0000272,3,VND0000006,FAILED
ATTEMPT0055111,ACC0029362,BRW0011845,2026-03-20 15:08:01,CALL0058952,AGT0000584,6,VND0000004,FAILED
ATTEMPT0055112,ACC0008607,BRW0009880,2026-01-04 04:28:39,CALL0019423,AGT0000283,2,VND0000004,BUSY
ATTEMPT0055113,ACC0001548,BRW0009007,2026-06-22 21:50:53,CALL0015612,AGT0000358,6,VND0000007,NO_ANSWER
ATTEMPT0055114,ACC0000390,BRW0002574,2026-01-12 00:41:35,CALL0048720,AGT0000904,2,VND0000007,FAILED
ATTEMPT0055115,ACC0026223,BRW0007489,2026-05-05 21:52:19,CALL0067081,AGT0000506,1,VND0000003,CONNECTED
ATTEMPT0055116,ACC0029007,BRW0003754,2026-06-01 09:20:11,CALL0052984,AGT0000879,3,VND0000007,RINGING
