whatsapp_event_id,account_id,borrower_id,event_at,message_id,event_type,template_code,provider_id
WHATSAPP_EVENT0037388,ACC0017337,BRW0000782,2026-01-15 06:51:56,MSG000036918,DELIVERED,LEGAL_NOTICE,VND0000008
WHATSAPP_EVENT0037389,ACC0021360,BRW0001959,2026-03-17 23:53:24,MSG000026541,DELIVERED,PTP_01,VND0000014
WHATSAPP_EVENT0037390,ACC0012064,BRW0011565,2026-02-18 07:08:18,MSG000031528,READ,PTP_01,VND0000011
WHATSAPP_EVENT0037391,ACC0000894,BRW0002182,2026-02-13 03:32:02,MSG000003304,READ,PAYMENT_LINK,VND0000007
WHATSAPP_EVENT0037392,ACC0028575,BRW0002935,2026-03-09 03:54:17,MSG000000082,SENT,PTP_01,VND0000007
WHATSAPP_EVENT0037393,ACC0014058,BRW0009641,2026-05-02 15:17:47,MSG000013180,PAYMENT_CLICK,PAYMENT_LINK,VND0000012
WHATSAPP_EVENT0037394,ACC0029104,BRW0009238,2026-04-23 00:18:36,MSG000048461,SENT,PAYMENT_LINK,VND0000013
WHATSAPP_EVENT0037395,ACC0019662,BRW0009838,2026-07-04 14:16:32,MSG000006774,DELIVERED,LEGAL_NOTICE,VND0000008
WHATSAPP_EVENT0037396,ACC0028289,BRW0000391,2026-06-14 05:22:24,MSG000010662,FAILED,PAYMENT_LINK,VND0000001
WHATSAPP_EVENT0037397,ACC0007924,BRW0003178,2026-05-28 11:07:53,MSG000041727,REPLIED,PAYMENT_LINK,VND0000015
WHATSAPP_EVENT0037398,ACC0001989,BRW0010177,2026-02-19 11:15:12,MSG000009095,PAYMENT_CLICK,PAYMENT_LINK,VND0000002
WHATSAPP_EVENT0037399,ACC0001586,BRW0008270,2026-05-03 07:11:53,MSG000031261,SENT,PAYMENT_LINK,VND0000001
WHATSAPP_EVENT0037400,ACC0008683,BRW0009599,2026-02-06 13:20:53,MSG000007448,SENT,LEGAL_NOTICE,VND0000004
WHATSAPP_EVENT0037401,ACC0017255,BRW0003551,2026-03-17 14:47:44,MSG000034034,REPLIED,PTP_01,VND0000014
WHATSAPP_EVENT0037402,ACC0027129,BRW0009229,2026-01-07 03:27:10,MSG000047136,FAILED,PAYMENT_LINK,VND0000008
WHATSAPP_EVENT0037403,ACC0003892,BRW0011140,2026-06-23 20:20:54,MSG000038803,SENT,PAYMENT_LINK,VND0000006
WHATSAPP_EVENT0037404,ACC0015563,BRW0007288,2026-05-21 14:15:10,MSG000014430,READ,LEGAL_NOTICE,VND0000007
WHATSAPP_EVENT0037405,ACC0011463,BRW0011647,2026-05-08 08:51:04,MSG000025298,REPLIED,PAYMENT_LINK,VND0000009
WHATSAPP_EVENT0037406,ACC0003466,BRW0005691,2026-01-23 16:43:33,MSG000040118,FAILED,REMINDER_01,VND0000008
WHATSAPP_EVENT0037407,ACC0004076,BRW0003433,2026-01-17 09:32:31,MSG000030915,REPLIED,PTP_01,VND0000001
WHATSAPP_EVENT0037408,ACC0003352,BRW0004739,2026-01-06 19:00:15,MSG000015193,REPLIED,LEGAL_NOTICE,VND0000006
WHATSAPP_EVENT0037409,ACC0029532,BRW0010452,2026-07-28 13:16:19,MSG000029002,DELIVERED,PTP_01,VND0000012
WHATSAPP_EVENT0037410,ACC0002164,BRW0009629,2026-02-08 22:27:12,MSG000015717,FAILED,PTP_01,VND0000005
WHATSAPP_EVENT0037411,ACC0004214,BRW0006659,2026-03-14 19:02:08,MSG000011110,FAILED,PAYMENT_LINK,VND0000006
WHATSAPP_EVENT0037412,ACC0018594,BRW0010981,2026-07-24 19:08:55,MSG000041904,READ,PTP_01,VND0000015
WHATSAPP_EVENT0037413,ACC0000523,BRW0004839,2026-01-24 05:51:13,MSG000032335,READ,FIELD_VISIT,VND0000007
WHATSAPP_EVENT0037414,ACC0019564,BRW0005160,2026-07-01 08:11:08,MSG000049450,SENT,REMINDER_01,VND0000013
WHATSAPP_EVENT0037415,ACC0025194,BRW0001587,2026-01-13 01:09:18,MSG000022486,DELIVERED,FIELD_VISIT,VND0000015
WHATSAPP_EVENT0037416,ACC0000952,BRW0010040,2026-03-12 21:21:34,MSG000003328,SENT,PTP_01,VND0000006
WHATSAPP_EVENT0037417,ACC0025891,BRW0006108,2026-02-09 15:36:31,MSG000015364,SENT,PTP_01,VND0000010
WHATSAPP_EVENT0037418,ACC0010197,BRW0011064,2026-08-02 10:20:15,MSG000011484,REPLIED,REMINDER_01,VND0000015
WHATSAPP_EVENT0037419,ACC0029731,BRW0001813,2026-02-03 13:09:30,MSG000036928,DELIVERED,FIELD_VISIT,VND0000003
WHATSAPP_EVENT0037420,ACC0020204,BRW0009665,2026-07-07 13:12:01,MSG000036186,REPLIED,PAYMENT_LINK,VND0000014
WHATSAPP_EVENT0037421,ACC0027086,BRW0009778,2026-03-01 05:11:48,MSG000024355,SENT,PTP_01,VND0000012
WHATSAPP_EVENT0037422,ACC0019127,BRW0007352,2026-04-12 10:35:07,MSG000027674,READ,PAYMENT_LINK,VND0000008
WHATSAPP_EVENT0037423,ACC0027879,BRW0003118,2026-06-24 04:24:20,MSG000030432,FAILED,FIELD_VISIT,VND0000003
WHATSAPP_EVENT0037424,ACC0014268,BRW0004980,2026-04-30 04:56:56,MSG000039889,PAYMENT_CLICK,FIELD_VISIT,VND0000011
WHATSAPP_EVENT0037425,ACC0000814,BRW0010367,2026-04-06 02:59:49,MSG000001869,SENT,REMINDER_01,VND0000009
WHATSAPP_EVENT0037426,ACC0017162,BRW0008998,2026-07-14 03:02:28,MSG000004211,PAYMENT_CLICK,REMINDER_01,VND0000003
WHATSAPP_EVENT0037427,ACC0016596,BRW0011320,2026-05-14 18:23:27,MSG000026584,SENT,PAYMENT_LINK,VND0000015
WHATSAPP_EVENT0037428,ACC0011904,BRW0007732,2026-04-25 08:55:22,MSG000003312,PAYMENT_CLICK,FIELD_VISIT,VND0000010
WHATSAPP_EVENT0037429,ACC0020224,BRW0002218,2026-01-09 16:57:09,MSG000006020,READ,FIELD_VISIT,VND0000002
WHATSAPP_EVENT0037430,ACC0016403,BRW0006789,2026-02-28 10:36:46,MSG000010070,READ,LEGAL_NOTICE,VND0000003
WHATSAPP_EVENT0037431,ACC0029914,BRW0002750,2026-04-17 23:18:20,MSG000010584,DELIVERED,REMINDER_01,VND0000005
WHATSAPP_EVENT0037432,ACC0024282,BRW0001228,2026-07-17 10:43:28,MSG000042728,REPLIED,LEGAL_NOTICE,VND0000003
WHATSAPP_EVENT0037433,ACC0005530,BRW0008892,2026-04-22 12:05:37,MSG000014705,DELIVERED,PAYMENT_LINK,VND0000002
WHATSAPP_EVENT0037434,ACC0004234,BRW0002104,2026-04-14 08:50:15,MSG000005202,REPLIED,PTP_01,VND0000015
WHATSAPP_EVENT0037435,ACC0028054,BRW0009550,2026-02-27 08:02:11,MSG000035487,DELIVERED,LEGAL_NOTICE,VND0000013
WHATSAPP_EVENT0037436,ACC0009924,BRW0009051,2026-03-22 06:52:00,MSG000049091,FAILED,PTP_01,VND0000010
WHATSAPP_EVENT0037437,ACC0011421,BRW0000396,2026-07-25 16:27:39,MSG000008281,PAYMENT_CLICK,LEGAL_NOTICE,VND0000006
WHATSAPP_EVENT0037438,ACC0007244,BRW0006066,2026-02-26 04:33:31,MSG000027301,DELIVERED,PAYMENT_LINK,VND0000002
WHATSAPP_EVENT0037439,ACC0004781,BRW0002596,2026-04-25 04:40:14,MSG000030803,READ,PAYMENT_LINK,VND0000008
WHATSAPP_EVENT0037440,ACC0027170,BRW0008621,2026-02-07 06:52:24,MSG000049545,DELIVERED,LEGAL_NOTICE,VND0000006
WHATSAPP_EVENT0037441,ACC0024739,BRW0011610,2026-06-04 01:48:34,MSG000030054,FAILED,PTP_01,VND0000012
WHATSAPP_EVENT0037442,ACC0004342,BRW0007870,2026-07-01 11:21:12,MSG000014800,SENT,LEGAL_NOTICE,VND0000002
WHATSAPP_EVENT0037443,ACC0027234,BRW0005901,2026-01-28 07:37:06,MSG000008753,FAILED,REMINDER_01,VND0000001
WHATSAPP_EVENT0037444,ACC0020122,BRW0010958,2026-04-22 15:05:25,MSG000034379,SENT,PAYMENT_LINK,VND0000013
WHATSAPP_EVENT0037445,ACC0018825,BRW0001626,2026-04-26 14:26:12,MSG000021225,READ,REMINDER_01,VND0000014
WHATSAPP_EVENT0037446,ACC0026751,BRW0004513,2026-03-12 10:58:55,MSG000037544,READ,REMINDER_01,VND0000015
WHATSAPP_EVENT0037447,ACC0009309,BRW0007060,2026-05-22 13:55:48,MSG000024924,READ,FIELD_VISIT,VND0000004
WHATSAPP_EVENT0037448,ACC0028669,BRW0007532,2026-05-25 00:22:13,MSG000039558,REPLIED,LEGAL_NOTICE,VND0000004
WHATSAPP_EVENT0037449,ACC0025063,BRW0005145,2026-05-29 10:52:39,MSG000038497,FAILED,PTP_01,VND0000012
WHATSAPP_EVENT0037450,ACC0026059,BRW0001088,2026-01-31 21:12:15,MSG000045971,REPLIED,PTP_01,VND0000008
WHATSAPP_EVENT0037451,ACC0025746,BRW0011706,2026-05-18 19:42:21,MSG000013105,REPLIED,PAYMENT_LINK,VND0000005
WHATSAPP_EVENT0037452,ACC0002627,BRW0007008,2026-04-01 21:27:28,MSG000038968,READ,FIELD_VISIT,VND0000011
WHATSAPP_EVENT0037453,ACC0013822,BRW0011378,2026-02-14 11:15:04,MSG000030541,REPLIED,PAYMENT_LINK,VND0000005
WHATSAPP_EVENT0037454,ACC0007080,BRW0010469,2026-08-03 11:02:52,MSG000044073,SENT,FIELD_VISIT,VND0000006
WHATSAPP_EVENT0037455,ACC0027400,BRW0001298,2026-02-26 05:40:43,MSG000015496,PAYMENT_CLICK,LEGAL_NOTICE,VND0000004
WHATSAPP_EVENT0037456,ACC0005309,BRW0006199,2026-08-03 20:10:50,MSG000012666,PAYMENT_CLICK,FIELD_VISIT,VND0000001
WHATSAPP_EVENT0037457,ACC0028938,BRW0003652,2026-03-02 07:01:51,MSG000047624,DELIVERED,FIELD_VISIT,VND0000006
WHATSAPP_EVENT0037458,ACC0028532,BRW0004381,2026-08-05 04:02:11,MSG000029132,READ,REMINDER_01,VND0000011
WHATSAPP_EVENT0037459,ACC0019635,BRW0008100,2026-02-11 10:15:46,MSG000049668,SENT,LEGAL_NOTICE,VND0000015
WHATSAPP_EVENT0037460,ACC0012388,BRW0000599,2026-04-14 18:21:31,MSG000032404,DELIVERED,REMINDER_01,VND0000003
WHATSAPP_EVENT0037461,ACC0006496,BRW0011352,2026-07-12 10:31:52,MSG000046629,REPLIED,FIELD_VISIT,VND0000014
WHATSAPP_EVENT0037462,ACC0016824,BRW0006047,2026-06-04 13:07:27,MSG000033401,PAYMENT_CLICK,FIELD_VISIT,VND0000011
WHATSAPP_EVENT0037463,ACC0026647,BRW0009812,2026-02-26 00:08:01,MSG000040293,PAYMENT_CLICK,FIELD_VISIT,VND0000001
WHATSAPP_EVENT0037464,ACC0022898,BRW0002503,2026-02-09 17:47:24,MSG000012727,FAILED,LEGAL_NOTICE,VND0000009
WHATSAPP_EVENT0037465,ACC0010621,BRW0004340,2026-07-26 19:03:56,MSG000001170,FAILED,LEGAL_NOTICE,VND0000007
WHATSAPP_EVENT0037466,ACC0001801,BRW0007447,2026-07-07 15:52:21,MSG000026035,SENT,REMINDER_01,VND0000002
WHATSAPP_EVENT0037467,ACC0029370,BRW0007079,2026-02-22 05:17:37,MSG000038345,FAILED,REMINDER_01,VND0000010
WHATSAPP_EVENT0037468,ACC0005745,BRW0005236,2026-01-16 17:14:38,MSG000031379,DELIVERED,PAYMENT_LINK,VND0000013
WHATSAPP_EVENT0037469,ACC0019388,BRW0003181,2026-06-27 14:44:12,MSG000026043,SENT,PTP_01,VND0000010
WHATSAPP_EVENT0037470,ACC0014330,BRW0007823,2026-04-28 14:14:29,MSG000046373,SENT,PTP_01,VND0000005
WHATSAPP_EVENT0037471,ACC0001319,BRW0004834,2026-02-17 17:06:19,MSG000030474,SENT,REMINDER_01,VND0000007
WHATSAPP_EVENT0037472,ACC0012478,BRW0000206,2026-05-30 14:24:24,MSG000026672,PAYMENT_CLICK,PAYMENT_LINK,VND0000012
WHATSAPP_EVENT0037473,ACC0026956,BRW0007810,2026-03-23 15:38:52,MSG000020850,FAILED,LEGAL_NOTICE,VND0000011
WHATSAPP_EVENT0037474,ACC0025775,BRW0011242,2026-07-10 11:35:14,MSG000015046,FAILED,LEGAL_NOTICE,VND0000014
WHATSAPP_EVENT0037475,ACC0026320,BRW0008572,2026-05-29 05:10:41,MSG000005207,DELIVERED,PAYMENT_LINK,VND0000010
WHATSAPP_EVENT0037476,ACC0028501,BRW0007704,2026-01-19 23:36:59,MSG000044504,PAYMENT_CLICK,FIELD_VISIT,VND0000006
WHATSAPP_EVENT0037477,ACC0015741,BRW0001722,2026-01-04 19:47:57,MSG000020914,FAILED,LEGAL_NOTICE,VND0000004
WHATSAPP_EVENT0037478,ACC0027394,BRW0002334,2026-05-20 08:08:13,MSG000030282,SENT,REMINDER_01,VND0000008
WHATSAPP_EVENT0037479,ACC0002577,BRW0009758,2026-01-25 14:11:53,MSG000016793,SENT,FIELD_VISIT,VND0000009
WHATSAPP_EVENT0037480,ACC0014121,BRW0003518,2026-02-07 08:40:11,MSG000048010,FAILED,LEGAL_NOTICE,VND0000003
WHATSAPP_EVENT0037481,ACC0014291,BRW0009461,2026-07-28 21:00:12,MSG000047081,PAYMENT_CLICK,PAYMENT_LINK,VND0000002
WHATSAPP_EVENT0037482,ACC0013503,BRW0002784,2026-01-26 19:58:58,MSG000037658,SENT,REMINDER_01,VND0000006
WHATSAPP_EVENT0037483,ACC0017090,BRW0004405,2026-05-12 18:41:37,MSG000046475,PAYMENT_CLICK,LEGAL_NOTICE,VND0000012
WHATSAPP_EVENT0037484,ACC0000739,BRW0000134,2026-02-15 17:01:07,MSG000043572,SENT,PAYMENT_LINK,VND0000001
WHATSAPP_EVENT0037485,ACC0001020,BRW0000732,2026-05-26 02:31:42,MSG000016537,FAILED,REMINDER_01,VND0000004
WHATSAPP_EVENT0037486,ACC0007639,BRW0003366,2026-01-18 03:29:58,MSG000011638,SENT,REMINDER_01,VND0000010
WHATSAPP_EVENT0037487,ACC0022469,BRW0002699,2026-05-30 08:54:20,MSG000006564,PAYMENT_CLICK,PAYMENT_LINK,VND0000010
WHATSAPP_EVENT0037488,ACC0018142,BRW0006215,2026-07-10 18:42:33,MSG000031741,FAILED,LEGAL_NOTICE,VND0000005
WHATSAPP_EVENT0037489,ACC0017924,BRW0010899,2026-01-05 08:35:39,MSG000048962,READ,PTP_01,VND0000006
WHATSAPP_EVENT0037490,ACC0006455,BRW0001185,2026-08-02 15:53:26,MSG000018797,DELIVERED,PAYMENT_LINK,VND0000012
WHATSAPP_EVENT0037491,ACC0014379,BRW0000517,2026-02-28 07:11:11,MSG000027248,PAYMENT_CLICK,PTP_01,VND0000010
WHATSAPP_EVENT0037492,ACC0024392,BRW0001969,2026-05-17 12:17:26,MSG000009701,PAYMENT_CLICK,PTP_01,VND0000005
WHATSAPP_EVENT0037493,ACC0029889,BRW0000708,2026-07-08 10:57:54,MSG000028663,READ,REMINDER_01,VND0000013
WHATSAPP_EVENT0037494,ACC0001458,BRW0009368,2026-06-13 11:27:56,MSG000011364,SENT,PTP_01,VND0000006
WHATSAPP_EVENT0037495,ACC0000774,BRW0002456,2026-07-04 12:47:02,MSG000014946,PAYMENT_CLICK,REMINDER_01,VND0000011
WHATSAPP_EVENT0037496,ACC0007807,BRW0001954,2026-04-28 17:51:51,MSG000016203,PAYMENT_CLICK,REMINDER_01,VND0000012
WHATSAPP_EVENT0037497,ACC0021048,BRW0007597,2026-03-31 13:21:08,MSG000044363,REPLIED,FIELD_VISIT,VND0000009
WHATSAPP_EVENT0037498,ACC0018884,BRW0003401,2026-07-31 18:22:00,MSG000025341,REPLIED,PTP_01,VND0000012
WHATSAPP_EVENT0037499,ACC0027212,BRW0003692,2026-02-28 15:04:48,MSG000002445,DELIVERED,REMINDER_01,VND0000010
WHATSAPP_EVENT0037500,ACC0008121,BRW0002884,2026-05-03 06:54:36,MSG000041478,REPLIED,PAYMENT_LINK,VND0000006
WHATSAPP_EVENT0037501,ACC0020220,BRW0004212,2026-07-09 03:02:15,MSG000005986,PAYMENT_CLICK,FIELD_VISIT,VND0000008
WHATSAPP_EVENT0037502,ACC0019690,BRW0006560,2026-04-29 00:01:55,MSG000012043,READ,LEGAL_NOTICE,VND0000008
WHATSAPP_EVENT0037503,ACC0006344,BRW0007637,2026-06-19 10:28:37,MSG000036545,FAILED,REMINDER_01,VND0000012
WHATSAPP_EVENT0037504,ACC0001105,BRW0004762,2026-02-22 08:20:04,MSG000040174,DELIVERED,FIELD_VISIT,VND0000012
WHATSAPP_EVENT0037505,ACC0000704,BRW0007502,2026-05-04 02:55:43,MSG000014187,SENT,PTP_01,VND0000009
WHATSAPP_EVENT0037506,ACC0011420,BRW0005789,2026-06-13 01:05:59,MSG000004725,FAILED,REMINDER_01,VND0000011
WHATSAPP_EVENT0037507,ACC0007100,BRW0010218,2026-03-13 03:01:24,MSG000002083,FAILED,PAYMENT_LINK,VND0000013
WHATSAPP_EVENT0037508,ACC0026947,BRW0004674,2026-06-30 00:20:06,MSG000032155,DELIVERED,PAYMENT_LINK,VND0000014
WHATSAPP_EVENT0037509,ACC0015894,BRW0006161,2026-02-28 19:39:15,MSG000019856,SENT,FIELD_VISIT,VND0000004
WHATSAPP_EVENT0037510,ACC0023462,BRW0002944,2026-07-23 01:19:54,MSG000028342,SENT,PAYMENT_LINK,VND0000009
WHATSAPP_EVENT0037511,ACC0011882,BRW0006845,2026-02-16 22:05:13,MSG000043850,FAILED,LEGAL_NOTICE,VND0000010
WHATSAPP_EVENT0037512,ACC0003941,BRW0001345,2026-08-04 01:43:33,MSG000041289,SENT,REMINDER_01,VND0000008
WHATSAPP_EVENT0037513,ACC0000661,BRW0001261,2026-07-17 11:32:53,MSG000021450,DELIVERED,REMINDER_01,VND0000013
WHATSAPP_EVENT0037514,ACC0027476,BRW0004194,2026-07-27 04:26:44,MSG000036792,PAYMENT_CLICK,FIELD_VISIT,VND0000013
WHATSAPP_EVENT0037515,ACC0014865,BRW0002788,2026-02-13 08:13:39,MSG000011354,FAILED,REMINDER_01,VND0000006
WHATSAPP_EVENT0037516,ACC0027630,BRW0000287,2026-07-08 17:35:01,MSG000012839,DELIVERED,FIELD_VISIT,VND0000008
WHATSAPP_EVENT0037517,ACC0022714,BRW0002198,2026-05-27 09:25:25,MSG000002499,FAILED,PTP_01,VND0000003
WHATSAPP_EVENT0037518,ACC0022234,BRW0006849,2026-02-12 11:22:30,MSG000044906,READ,PAYMENT_LINK,VND0000012
WHATSAPP_EVENT0037519,ACC0019993,BRW0010576,2026-01-04 02:13:01,MSG000043326,READ,LEGAL_NOTICE,VND0000014
WHATSAPP_EVENT0037520,ACC0002975,BRW0006307,2026-07-20 08:30:04,MSG000039086,PAYMENT_CLICK,REMINDER_01,VND0000006
WHATSAPP_EVENT0037521,ACC0024344,BRW0004147,2026-04-04 00:18:12,MSG000026600,SENT,PAYMENT_LINK,VND0000007
WHATSAPP_EVENT0037522,ACC0020336,BRW0010096,2026-02-21 07:20:35,MSG000049134,FAILED,PAYMENT_LINK,VND0000011
WHATSAPP_EVENT0037523,ACC0026440,BRW0005275,2026-02-04 03:40:31,MSG000010750,SENT,REMINDER_01,VND0000010
WHATSAPP_EVENT0037524,ACC0010617,BRW0008209,2026-03-03 09:45:34,MSG000027906,READ,REMINDER_01,VND0000013
WHATSAPP_EVENT0037525,ACC0003355,BRW0001686,2026-07-11 04:58:17,MSG000007183,REPLIED,FIELD_VISIT,VND0000015
WHATSAPP_EVENT0037526,ACC0010257,BRW0003191,2026-03-07 17:10:58,MSG000035296,FAILED,LEGAL_NOTICE,VND0000013
WHATSAPP_EVENT0037527,ACC0029027,BRW0007815,2026-04-08 15:51:19,MSG000037647,FAILED,REMINDER_01,VND0000008
WHATSAPP_EVENT0037528,ACC0007021,BRW0008747,2026-07-14 12:06:35,MSG000010661,PAYMENT_CLICK,LEGAL_NOTICE,VND0000001
WHATSAPP_EVENT0037529,ACC0025561,BRW0011832,2026-06-16 02:50:26,MSG000028430,PAYMENT_CLICK,REMINDER_01,VND0000004
WHATSAPP_EVENT0037530,ACC0017337,BRW0008714,2026-06-16 03:43:39,MSG000037304,REPLIED,PAYMENT_LINK,VND0000006
WHATSAPP_EVENT0037531,ACC0013927,BRW0010575,2026-06-18 00:46:53,MSG000028839,DELIVERED,PTP_01,VND0000010
WHATSAPP_EVENT0037532,ACC0021767,BRW0006312,2026-05-12 07:48:25,MSG000024644,READ,LEGAL_NOTICE,VND0000003
WHATSAPP_EVENT0037533,ACC0013837,BRW0010587,2026-03-20 09:36:19,MSG000008014,FAILED,LEGAL_NOTICE,VND0000005
WHATSAPP_EVENT0037534,ACC0017412,BRW0002852,2026-03-10 04:35:43,MSG000048203,SENT,REMINDER_01,VND0000005
WHATSAPP_EVENT0037535,ACC0016147,BRW0005220,2026-03-13 11:24:13,MSG000039652,REPLIED,PTP_01,VND0000014
WHATSAPP_EVENT0037536,ACC0022189,BRW0010532,2026-05-31 20:16:27,MSG000030813,REPLIED,REMINDER_01,VND0000012
WHATSAPP_EVENT0037537,ACC0019858,BRW0003367,2026-07-16 22:24:21,MSG000035410,PAYMENT_CLICK,PTP_01,VND0000005
WHATSAPP_EVENT0037538,ACC0002440,BRW0000922,2026-03-24 04:33:04,MSG000037949,DELIVERED,PAYMENT_LINK,VND0000006
WHATSAPP_EVENT0037539,ACC0014622,BRW0006957,2026-01-07 09:30:17,MSG000018627,FAILED,FIELD_VISIT,VND0000013
WHATSAPP_EVENT0037540,ACC0005036,BRW0005315,2026-07-12 15:22:18,MSG000003613,REPLIED,LEGAL_NOTICE,VND0000008
WHATSAPP_EVENT0037541,ACC0024844,BRW0005544,2026-03-23 23:19:30,MSG000009371,REPLIED,REMINDER_01,VND0000015
WHATSAPP_EVENT0037542,ACC0006857,BRW0008043,2026-04-24 06:04:33,MSG000026984,READ,REMINDER_01,VND0000015
WHATSAPP_EVENT0037543,ACC0024917,BRW0009160,2026-07-30 16:27:04,MSG000000066,REPLIED,FIELD_VISIT,VND0000012
WHATSAPP_EVENT0037544,ACC0007948,BRW0009931,2026-05-19 00:37:26,MSG000047847,DELIVERED,FIELD_VISIT,VND0000005
WHATSAPP_EVENT0037545,ACC0019986,BRW0010568,2026-08-04 18:39:06,MSG000033409,DELIVERED,PTP_01,VND0000011
WHATSAPP_EVENT0037546,ACC0027236,BRW0009120,2026-03-24 14:57:56,MSG000040767,FAILED,PTP_01,VND0000013
WHATSAPP_EVENT0037547,ACC0026820,BRW0007896,2026-05-02 16:10:31,MSG000014246,PAYMENT_CLICK,PTP_01,VND0000002
WHATSAPP_EVENT0037548,ACC0008327,BRW0006549,2026-03-19 12:54:25,MSG000031306,SENT,REMINDER_01,VND0000015
WHATSAPP_EVENT0037549,ACC0016627,BRW0008967,2026-04-10 18:19:49,MSG000016451,FAILED,REMINDER_01,VND0000015
WHATSAPP_EVENT0037550,ACC0002059,BRW0002791,2026-04-14 13:23:36,MSG000011335,PAYMENT_CLICK,FIELD_VISIT,VND0000015
WHATSAPP_EVENT0037551,ACC0004483,BRW0011294,2026-01-10 04:43:00,MSG000021633,READ,PTP_01,VND0000001
WHATSAPP_EVENT0037552,ACC0008027,BRW0006218,2026-05-28 23:02:18,MSG000049455,READ,FIELD_VISIT,VND0000002
WHATSAPP_EVENT0037553,ACC0001000,BRW0002252,2026-04-07 23:58:09,MSG000030027,PAYMENT_CLICK,FIELD_VISIT,VND0000001
WHATSAPP_EVENT0037554,ACC0002164,BRW0005770,2026-04-20 21:55:41,MSG000020251,DELIVERED,PTP_01,VND0000004
WHATSAPP_EVENT0037555,ACC0003343,BRW0006363,2026-03-31 11:41:49,MSG000049991,SENT,LEGAL_NOTICE,VND0000012
WHATSAPP_EVENT0037556,ACC0021900,BRW0006994,2026-06-14 08:56:59,MSG000033136,SENT,FIELD_VISIT,VND0000001
WHATSAPP_EVENT0037557,ACC0027259,BRW0005961,2026-02-22 12:56:23,MSG000015545,READ,REMINDER_01,VND0000009
WHATSAPP_EVENT0037558,ACC0011744,BRW0005250,2026-04-17 17:11:00,MSG000038290,FAILED,REMINDER_01,VND0000001
WHATSAPP_EVENT0037559,ACC0001279,BRW0010770,2026-03-20 07:13:42,MSG000035499,DELIVERED,LEGAL_NOTICE,VND0000013
WHATSAPP_EVENT0037560,ACC0020177,BRW0001176,2026-04-26 18:59:45,MSG000015501,PAYMENT_CLICK,FIELD_VISIT,VND0000012
WHATSAPP_EVENT0037561,ACC0014935,BRW0004510,2026-05-29 21:58:02,MSG000019253,REPLIED,PAYMENT_LINK,VND0000015
WHATSAPP_EVENT0037562,ACC0027371,BRW0009027,2026-02-12 15:53:24,MSG000025492,REPLIED,REMINDER_01,VND0000015
WHATSAPP_EVENT0037563,ACC0018432,BRW0007237,2026-02-24 21:07:45,MSG000025103,DELIVERED,PAYMENT_LINK,VND0000008
WHATSAPP_EVENT0037564,ACC0028712,BRW0010371,2026-05-16 23:14:45,MSG000049121,PAYMENT_CLICK,FIELD_VISIT,VND0000013
WHATSAPP_EVENT0037565,ACC0021324,BRW0010179,2026-06-28 14:38:56,MSG000019991,SENT,REMINDER_01,VND0000001
WHATSAPP_EVENT0037566,ACC0001182,BRW0000743,2026-02-23 17:25:34,MSG000043879,READ,FIELD_VISIT,VND0000010
WHATSAPP_EVENT0037567,ACC0007755,BRW0008273,2026-07-02 07:25:31,MSG000037000,SENT,PAYMENT_LINK,VND0000004
WHATSAPP_EVENT0037568,ACC0002470,BRW0000770,2026-04-03 06:22:39,MSG000048814,DELIVERED,REMINDER_01,VND0000006
WHATSAPP_EVENT0037569,ACC0018256,BRW0009604,2026-07-23 14:22:20,MSG000016665,FAILED,FIELD_VISIT,VND0000014
WHATSAPP_EVENT0037570,ACC0020657,BRW0001053,2026-01-30 11:12:31,MSG000024661,REPLIED,PAYMENT_LINK,VND0000012
WHATSAPP_EVENT0037571,ACC0005009,BRW0007994,2026-01-15 06:30:43,MSG000025953,PAYMENT_CLICK,PAYMENT_LINK,VND0000010
WHATSAPP_EVENT0037572,ACC0021778,BRW0000868,2026-02-04 06:08:13,MSG000047009,FAILED,FIELD_VISIT,VND0000004
WHATSAPP_EVENT0037573,ACC0021575,BRW0008037,2026-01-25 19:19:11,MSG000036797,READ,REMINDER_01,VND0000011
WHATSAPP_EVENT0037574,ACC0016680,BRW0010498,2026-04-29 17:57:58,MSG000047648,SENT,LEGAL_NOTICE,VND0000012
WHATSAPP_EVENT0037575,ACC0022807,BRW0011848,2026-03-08 13:46:36,MSG000046570,READ,FIELD_VISIT,VND0000011
WHATSAPP_EVENT0037576,ACC0016291,BRW0006428,2026-04-18 02:53:10,MSG000002182,FAILED,REMINDER_01,VND0000011
WHATSAPP_EVENT0037577,ACC0004314,BRW0007202,2026-07-24 03:02:45,MSG000044435,SENT,REMINDER_01,VND0000009
WHATSAPP_EVENT0037578,ACC0007476,BRW0009344,2026-05-30 02:05:19,MSG000022688,SENT,PAYMENT_LINK,VND0000004
WHATSAPP_EVENT0037579,ACC0025386,BRW0003093,2026-07-03 21:35:01,MSG000033929,PAYMENT_CLICK,REMINDER_01,VND0000005
WHATSAPP_EVENT0037580,ACC0028116,BRW0004923,2026-07-04 10:20:01,MSG000011406,REPLIED,PTP_01,VND0000002
WHATSAPP_EVENT0037581,ACC0016430,BRW0009947,2026-05-15 01:16:06,MSG000004250,FAILED,FIELD_VISIT,VND0000014
WHATSAPP_EVENT0037582,ACC0027410,BRW0009482,2026-03-10 08:31:37,MSG000001502,DELIVERED,LEGAL_NOTICE,VND0000001
