disposition_id,account_id,borrower_id,event_at,call_id,agent_id,disposition_code,disposition_version
DISPOSITION0015310,ACC0002538,BRW0009491,2026-04-04 14:29:06,CALL0043444,AGT0000109,PTP_BROKEN,legacy
DISPOSITION0015311,ACC0010247,BRW0005467,2026-03-03 13:57:39,CALL0078820,AGT0000508,PTP_BROKEN,v1
DISPOSITION0015312,ACC0015518,BRW0008522,2026-06-20 04:03:14,CALL0030932,AGT0000877,NO_CONTACT,v2
DISPOSITION0015313,ACC0020056,BRW0009052,2026-04-22 16:21:23,CALL0045011,AGT0000213,WRONG_NUMBER,legacy
DISPOSITION0015314,ACC0027801,BRW0001444,2026-01-04 23:51:34,CALL0025413,AGT0000813,CALLBACK,v1
DISPOSITION0015315,ACC0026119,BRW0011362,2026-04-04 03:00:15,CALL0036939,AGT0000303,PTP,legacy
DISPOSITION0015316,ACC0027207,BRW0000758,2026-04-08 01:05:02,CALL0078375,AGT0000926,PTP_BROKEN,v2
DISPOSITION0015317,ACC0016548,BRW0009885,2026-01-31 09:06:07,CALL0024725,AGT0000782,CALLBACK,v2
DISPOSITION0015318,ACC0018629,BRW0001601,2026-01-13 08:08:49,CALL0069347,AGT0000337,DISPUTE,v2
DISPOSITION0015319,ACC0027355,BRW0006259,2026-04-12 06:36:22,CALL0056776,AGT0000852,REFUSED,v1
DISPOSITION0015320,ACC0028962,BRW0006428,2026-06-25 03:01:50,CALL0016166,AGT0000394,PTP_BROKEN,legacy
DISPOSITION0015321,ACC0011596,BRW0009520,2026-01-09 21:12:41,CALL0067322,AGT0000456,NO_CONTACT,legacy
DISPOSITION0015322,ACC0002320,BRW0008864,2026-02-13 06:59:46,CALL0032927,AGT0000833,CALLBACK,v2
DISPOSITION0015323,ACC0007114,BRW0008863,2026-05-11 21:48:33,CALL0024883,AGT0000726,DISPUTE,legacy
DISPOSITION0015324,ACC0010994,BRW0010646,2026-07-12 13:02:38,CALL0074212,AGT0000011,DISPUTE,legacy
DISPOSITION0015325,ACC0002758,BRW0011697,2026-04-01 12:18:47,CALL0070932,AGT0000592,REFUSED,legacy
DISPOSITION0015326,ACC0001269,BRW0002362,2026-08-08 07:38:50,CALL0006553,AGT0000046,PTP,v1
DISPOSITION0015327,ACC0006696,BRW0000348,2026-04-10 20:05:34,CALL0069350,AGT0000058,WRONG_NUMBER,legacy
DISPOSITION0015328,ACC0024519,BRW0000838,2026-04-17 04:25:15,CALL0016226,AGT0000902,CALLBACK,v2
DISPOSITION0015329,ACC0025811,BRW0010984,2026-02-01 02:38:54,CALL0000069,AGT0000741,DISPUTE,v1
DISPOSITION0015330,ACC0018424,BRW0002382,2026-02-10 18:30:20,CALL0012280,AGT0000415,PROMISE_TO_PAY,legacy
DISPOSITION0015331,ACC0027148,BRW0005783,2026-07-14 22:46:34,CALL0068937,AGT0000970,PTP_BROKEN,legacy
DISPOSITION0015332,ACC0023387,BRW0003595,2026-05-03 04:27:28,CALL0032799,AGT0000221,REFUSED,v2
DISPOSITION0015333,ACC0019090,BRW0006777,2026-07-09 07:35:49,CALL0008050,AGT0000447,DISPUTE,v2
DISPOSITION0015334,ACC0000754,BRW0007208,2026-03-10 16:48:22,CALL0004622,AGT0000525,CALLBACK,v1
DISPOSITION0015335,ACC0011739,BRW0011834,2026-04-16 00:19:13,CALL0077389,AGT0000081,PTP_BROKEN,v1
DISPOSITION0015336,ACC0009770,BRW0000177,2026-06-24 18:12:46,CALL0020703,AGT0000751,NO_CONTACT,v1
DISPOSITION0015337,ACC0006429,BRW0007913,2026-06-23 18:55:08,CALL0015338,AGT0000602,CALLBACK,v1
DISPOSITION0015338,ACC0029064,BRW0005619,2026-04-02 13:34:04,CALL0039479,AGT0000815,REFUSED,legacy
DISPOSITION0015339,ACC0004196,BRW0001110,2026-07-14 16:00:48,CALL0080839,AGT0000857,PAID,legacy
DISPOSITION0015340,ACC0004881,BRW0005150,2026-06-22 16:27:54,CALL0021315,AGT0000224,DISPUTE,v2
DISPOSITION0015341,ACC0021584,BRW0007991,2026-02-01 09:47:36,CALL0056677,AGT0000105,PROMISE_TO_PAY,v1
DISPOSITION0015342,ACC0023734,BRW0001554,2026-01-28 01:51:19,CALL0086731,AGT0000098,DISPUTE,v1
DISPOSITION0015343,ACC0019861,BRW0003948,2026-08-01 17:36:33,CALL0089296,AGT0000985,PAID,legacy
DISPOSITION0015344,ACC0029611,BRW0011264,2026-07-24 06:53:13,CALL0076189,AGT0000072,PAID,v1
DISPOSITION0015345,ACC0009826,BRW0000952,2026-06-06 13:59:39,CALL0001700,AGT0000168,DISPUTE,legacy
DISPOSITION0015346,ACC0022971,BRW0002687,2026-01-10 19:10:06,CALL0081640,AGT0000202,NO_CONTACT,v2
DISPOSITION0015347,ACC0005056,BRW0010748,2026-03-31 09:28:00,CALL0044941,AGT0000302,NO_CONTACT,legacy
DISPOSITION0015348,ACC0009301,BRW0002356,2026-04-20 23:54:46,CALL0041034,AGT0000797,NO_CONTACT,legacy
DISPOSITION0015349,ACC0002216,BRW0008977,2026-04-21 11:07:34,CALL0026248,AGT0000430,PTP,v2
DISPOSITION0015350,ACC0009271,BRW0011520,2026-05-10 20:55:23,CALL0038052,AGT0000953,NO_CONTACT,legacy
DISPOSITION0015351,ACC0021817,BRW0002139,2026-03-25 11:28:57,CALL0021182,AGT0000105,PTP,legacy
DISPOSITION0015352,ACC0012586,BRW0005095,2026-04-23 08:56:08,CALL0070586,AGT0000431,DISPUTE,v1
DISPOSITION0015353,ACC0029554,BRW0005063,2026-01-19 17:43:35,CALL0028796,AGT0000883,CALLBACK,legacy
DISPOSITION0015354,ACC0007979,BRW0002857,2026-05-22 01:50:28,CALL0074574,AGT0000492,DISPUTE,v1
DISPOSITION0015355,ACC0019939,BRW0006225,2026-08-01 04:54:58,CALL0070484,AGT0000361,DISPUTE,legacy
DISPOSITION0015356,ACC0016481,BRW0006754,2026-02-06 14:12:47,CALL0003768,AGT0000609,REFUSED,v1
DISPOSITION0015357,ACC0010071,BRW0006881,2026-06-02 22:19:17,CALL0029152,AGT0000062,NO_CONTACT,v2
DISPOSITION0015358,ACC0023748,BRW0001781,2026-07-23 03:11:27,CALL0051836,AGT0000391,NO_CONTACT,v1
DISPOSITION0015359,ACC0018356,BRW0004641,2026-02-12 19:14:07,CALL0021552,AGT0000022,REFUSED,v1
DISPOSITION0015360,ACC0003136,BRW0008652,2026-07-06 05:09:33,CALL0020986,AGT0000447,REFUSED,legacy
DISPOSITION0015361,ACC0028642,BRW0006168,2026-02-14 16:50:13,CALL0002288,AGT0000917,PROMISE_TO_PAY,legacy
DISPOSITION0015362,ACC0021846,BRW0000592,2026-05-16 08:22:06,CALL0062465,AGT0000807,WRONG_NUMBER,v1
DISPOSITION0015363,ACC0007881,BRW0010696,2026-07-07 05:00:00,CALL0052859,AGT0000268,PAID,legacy
DISPOSITION0015364,ACC0026012,BRW0005022,2026-06-12 08:51:15,CALL0019239,AGT0000463,PROMISE_TO_PAY,v2
DISPOSITION0015365,ACC0029096,BRW0004572,2026-04-15 01:46:55,CALL0074892,AGT0000675,PTP,legacy
DISPOSITION0015366,ACC0002606,BRW0006933,2026-07-12 07:16:05,CALL0056460,AGT0000068,PTP,v2
DISPOSITION0015367,ACC0002982,BRW0003552,2026-07-09 23:11:02,CALL0039542,AGT0000932,PTP,v2
DISPOSITION0015368,ACC0008268,BRW0002671,2026-03-17 12:32:02,CALL0004123,AGT0000774,DISPUTE,v1
DISPOSITION0015369,ACC0017773,BRW0002376,2026-06-11 14:36:42,CALL0084549,AGT0000950,REFUSED,v2
DISPOSITION0015370,ACC0007036,BRW0007766,2026-03-11 15:32:23,CALL0072820,AGT0000372,PAID,v2
DISPOSITION0015371,ACC0011101,BRW0004788,2026-05-12 08:56:09,CALL0061308,AGT0000684,PTP,v1
DISPOSITION0015372,ACC0012676,BRW0007375,2026-03-07 04:03:55,CALL0002114,AGT0000302,PAID,v2
DISPOSITION0015373,ACC0000600,BRW0001498,2026-05-18 07:48:47,CALL0021564,AGT0000050,REFUSED,v2
DISPOSITION0015374,ACC0006212,BRW0005077,2026-01-12 05:57:46,CALL0016592,AGT0000609,NO_CONTACT,legacy
DISPOSITION0015375,ACC0002059,BRW0008224,2026-02-13 17:55:14,CALL0007978,AGT0000822,NO_CONTACT,legacy
DISPOSITION0015376,ACC0002213,BRW0006222,2026-05-19 18:42:54,CALL0001634,AGT0000214,NO_CONTACT,v1
DISPOSITION0015377,ACC0019620,BRW0005135,2026-02-09 15:35:52,CALL0030276,AGT0000869,PTP_BROKEN,v2
DISPOSITION0015378,ACC0019041,BRW0002420,2026-02-24 15:10:19,CALL0055326,AGT0000380,REFUSED,v2
DISPOSITION0015379,ACC0016832,BRW0011750,2026-04-15 06:31:37,CALL0079516,AGT0000791,PROMISE_TO_PAY,legacy
DISPOSITION0015380,ACC0020518,BRW0010760,2026-04-05 19:44:24,CALL0042299,AGT0000447,WRONG_NUMBER,v2
DISPOSITION0015381,ACC0011221,BRW0009786,2026-02-17 15:56:48,CALL0065940,AGT0000220,PROMISE_TO_PAY,v2
DISPOSITION0015382,ACC0017667,BRW0007512,2026-03-23 17:38:58,CALL0084996,AGT0000040,DISPUTE,legacy
DISPOSITION0015383,ACC0005824,BRW0000636,2026-02-20 17:53:39,CALL0067073,AGT0000931,CALLBACK,v2
DISPOSITION0015384,ACC0006920,BRW0005960,2026-07-12 01:37:46,CALL0043773,AGT0000990,PTP_BROKEN,legacy
DISPOSITION0015385,ACC0024063,BRW0008285,2026-05-12 11:32:02,CALL0054173,AGT0000957,REFUSED,legacy
DISPOSITION0015386,ACC0017696,BRW0000970,2026-01-02 13:50:37,CALL0079684,AGT0000255,REFUSED,legacy
DISPOSITION0015387,ACC0011789,BRW0011299,2026-02-15 15:02:19,CALL0012236,AGT0000088,REFUSED,v1
DISPOSITION0015388,ACC0003026,BRW0002021,2026-05-14 08:41:04,CALL0015980,AGT0000337,CALLBACK,v1
DISPOSITION0015389,ACC0003481,BRW0008942,2026-04-17 17:54:17,CALL0076070,AGT0000237,PROMISE_TO_PAY,legacy
DISPOSITION0015390,ACC0026825,BRW0000950,2026-01-23 23:10:18,CALL0087224,AGT0000454,WRONG_NUMBER,v2
DISPOSITION0015391,ACC0002024,BRW0010310,2026-01-18 01:58:47,CALL0087313,AGT0000591,PTP,legacy
DISPOSITION0015392,ACC0005384,BRW0003130,2026-02-14 01:33:21,CALL0083442,AGT0000008,CALLBACK,v1
DISPOSITION0015393,ACC0026080,BRW0012000,2026-03-15 03:10:03,CALL0019823,AGT0000236,DISPUTE,legacy
DISPOSITION0015394,ACC0013737,BRW0005113,2026-05-28 20:01:56,CALL0035148,AGT0000743,DISPUTE,legacy
DISPOSITION0015395,ACC0015292,BRW0008744,2026-06-12 07:38:29,CALL0013984,AGT0000870,NO_CONTACT,legacy
DISPOSITION0015396,ACC0002908,BRW0006174,2026-04-14 23:33:49,CALL0069158,AGT0000042,REFUSED,v1
DISPOSITION0015397,ACC0000982,BRW0002273,2026-02-24 14:35:46,CALL0025446,AGT0000210,NO_CONTACT,legacy
DISPOSITION0015398,ACC0001516,BRW0011886,2026-06-23 00:45:45,CALL0078035,AGT0000864,CALLBACK,legacy
DISPOSITION0015399,ACC0025021,BRW0007237,2026-04-21 05:08:37,CALL0089286,AGT0000414,DISPUTE,legacy
DISPOSITION0015400,ACC0002974,BRW0009479,2026-05-03 17:17:14,CALL0051254,AGT0000200,REFUSED,v2
DISPOSITION0015401,ACC0026134,BRW0002918,2026-05-28 06:08:07,CALL0019386,AGT0000236,PTP_BROKEN,v1
DISPOSITION0015402,ACC0003105,BRW0005622,2026-05-19 21:54:03,CALL0006523,AGT0000170,PROMISE_TO_PAY,legacy
DISPOSITION0015403,ACC0007617,BRW0011524,2026-04-06 00:31:40,CALL0033661,AGT0000016,DISPUTE,legacy
DISPOSITION0015404,ACC0024588,BRW0003348,2026-05-01 02:05:30,CALL0039591,AGT0000090,PTP,v1
DISPOSITION0015405,ACC0004704,BRW0001255,2026-01-07 15:24:09,CALL0083794,AGT0000580,DISPUTE,v2
DISPOSITION0015406,ACC0027857,BRW0010698,2026-04-07 13:49:45,CALL0040756,AGT0000273,NO_CONTACT,legacy
DISPOSITION0015407,ACC0016411,BRW0005191,2026-06-19 23:36:23,CALL0057433,AGT0000530,PROMISE_TO_PAY,legacy
DISPOSITION0015408,ACC0014076,BRW0007144,2026-08-06 10:03:49,CALL0029902,AGT0000660,PTP_BROKEN,legacy
DISPOSITION0015409,ACC0019649,BRW0001874,2026-06-06 10:38:39,CALL0050257,AGT0000818,PTP,v2
DISPOSITION0015410,ACC0023033,BRW0006621,2026-03-26 09:23:06,CALL0034760,AGT0000867,NO_CONTACT,v1
DISPOSITION0015411,ACC0011719,BRW0000363,2026-05-10 12:06:18,CALL0074992,AGT0000806,CALLBACK,v2
DISPOSITION0015412,ACC0001123,BRW0004470,2026-07-09 16:40:54,CALL0029753,AGT0000582,PTP_BROKEN,legacy
DISPOSITION0015413,ACC0003474,BRW0000440,2026-04-30 12:18:36,CALL0077595,AGT0000028,PROMISE_TO_PAY,legacy
DISPOSITION0015414,ACC0013983,BRW0009362,2026-07-13 12:38:01,CALL0013646,AGT0000559,PAID,v1
DISPOSITION0015415,ACC0022188,BRW0009602,2026-02-03 16:20:53,CALL0016840,AGT0000118,PROMISE_TO_PAY,v2
DISPOSITION0015416,ACC0018940,BRW0003018,2026-04-02 04:23:44,CALL0018931,AGT0000186,REFUSED,v1
DISPOSITION0015417,ACC0023987,BRW0005548,2026-06-29 11:06:17,CALL0041446,AGT0000622,WRONG_NUMBER,legacy
DISPOSITION0015418,ACC0028605,BRW0002329,2026-04-25 11:26:03,CALL0010613,AGT0000543,WRONG_NUMBER,v2
DISPOSITION0015419,ACC0022143,BRW0006290,2026-03-24 11:32:05,CALL0085973,AGT0000160,NO_CONTACT,v1
DISPOSITION0015420,ACC0009952,BRW0001254,2026-02-17 09:22:02,CALL0068149,AGT0000799,PTP_BROKEN,v2
DISPOSITION0015421,ACC0012553,BRW0000027,2026-02-23 07:57:49,CALL0085678,AGT0000068,CALLBACK,v1
DISPOSITION0015422,ACC0028012,BRW0001137,2026-06-04 18:17:28,CALL0062342,AGT0000581,DISPUTE,v1
DISPOSITION0015423,ACC0009096,BRW0009469,2026-05-21 00:32:26,CALL0072592,AGT0000874,PTP,legacy
DISPOSITION0015424,ACC0026075,BRW0008124,2026-01-15 14:02:03,CALL0057714,AGT0000277,PAID,v1
DISPOSITION0015425,ACC0019546,BRW0006710,2026-07-05 22:34:14,CALL0021982,AGT0000360,DISPUTE,v1
DISPOSITION0015426,ACC0029575,BRW0010676,2026-04-11 14:38:21,CALL0041653,AGT0000286,CALLBACK,v2
DISPOSITION0015427,ACC0005786,BRW0009746,2026-03-19 19:01:03,CALL0042890,AGT0000918,PAID,v2
DISPOSITION0015428,ACC0006011,BRW0005776,2026-04-01 09:40:39,CALL0059498,AGT0000617,PTP,legacy
DISPOSITION0015429,ACC0024729,BRW0005736,2026-03-01 03:29:40,CALL0019757,AGT0000612,WRONG_NUMBER,v2
DISPOSITION0015430,ACC0022495,BRW0003700,2026-04-18 16:04:31,CALL0069321,AGT0000126,WRONG_NUMBER,v2
DISPOSITION0015431,ACC0024818,BRW0006888,2026-02-23 03:34:01,CALL0014246,AGT0000311,PTP_BROKEN,v1
DISPOSITION0015432,ACC0007429,BRW0002476,2026-04-25 14:48:43,CALL0044107,AGT0000067,CALLBACK,legacy
DISPOSITION0015433,ACC0015155,BRW0010990,2026-03-19 17:38:39,CALL0033719,AGT0000777,PAID,v2
DISPOSITION0015434,ACC0029562,BRW0007457,2026-06-30 04:32:54,CALL0016758,AGT0000615,PTP,v2
DISPOSITION0015435,ACC0004337,BRW0010423,2026-08-07 16:40:31,CALL0047382,AGT0000241,PAID,v2
DISPOSITION0015436,ACC0002354,BRW0010060,2026-07-09 17:35:27,CALL0078332,AGT0000775,PROMISE_TO_PAY,legacy
DISPOSITION0015437,ACC0006234,BRW0009426,2026-05-04 11:54:38,CALL0025862,AGT0000021,WRONG_NUMBER,v2
DISPOSITION0015438,ACC0002939,BRW0002417,2026-02-19 20:49:14,CALL0046023,AGT0000867,NO_CONTACT,v2
DISPOSITION0015439,ACC0000827,BRW0006007,2026-01-21 08:20:51,CALL0009106,AGT0000441,PTP_BROKEN,v2
DISPOSITION0015440,ACC0017875,BRW0000137,2026-04-26 07:18:21,CALL0013193,AGT0000986,PROMISE_TO_PAY,v2
DISPOSITION0015441,ACC0022816,BRW0008411,2026-08-03 06:35:46,CALL0048640,AGT0000041,PROMISE_TO_PAY,v1
DISPOSITION0015442,ACC0002532,BRW0000079,2026-01-03 04:58:11,CALL0022229,AGT0000872,PROMISE_TO_PAY,legacy
DISPOSITION0015443,ACC0024574,BRW0001873,2026-06-18 08:51:09,CALL0015010,AGT0000628,PROMISE_TO_PAY,v1
DISPOSITION0015444,ACC0003391,BRW0010180,2026-01-11 15:43:28,CALL0050029,AGT0000417,CALLBACK,v2
DISPOSITION0015445,ACC0001220,BRW0008759,2026-05-26 18:13:11,CALL0034998,AGT0000498,CALLBACK,legacy
DISPOSITION0015446,ACC0015502,BRW0003618,2026-01-11 18:14:19,CALL0048171,AGT0000573,CALLBACK,v1
DISPOSITION0015447,ACC0014860,BRW0007905,2026-06-07 00:41:28,CALL0003325,AGT0000199,REFUSED,v2
DISPOSITION0015448,ACC0006378,BRW0003111,2026-07-25 16:18:44,CALL0044477,AGT0000559,PROMISE_TO_PAY,v1
DISPOSITION0015449,ACC0006289,BRW0001546,2026-06-10 16:46:40,CALL0046739,AGT0000139,PTP_BROKEN,v2
DISPOSITION0015450,ACC0002502,BRW0009260,2026-03-28 11:09:04,CALL0076883,AGT0000279,PTP_BROKEN,legacy
DISPOSITION0015451,ACC0018931,BRW0008000,2026-03-19 13:50:15,CALL0064319,AGT0000501,PROMISE_TO_PAY,v1
DISPOSITION0015452,ACC0025180,BRW0010287,2026-02-18 00:49:34,CALL0085215,AGT0000420,CALLBACK,legacy
DISPOSITION0015453,ACC0009370,BRW0010307,2026-05-17 06:34:49,CALL0047845,AGT0000443,PROMISE_TO_PAY,v2
DISPOSITION0015454,ACC0000736,BRW0005053,2026-06-16 17:01:01,CALL0041651,AGT0000231,PROMISE_TO_PAY,v1
DISPOSITION0015455,ACC0000541,BRW0004423,2026-01-08 11:59:13,CALL0029464,AGT0000264,PAID,v2
DISPOSITION0015456,ACC0017530,BRW0007008,2026-04-19 04:49:58,CALL0051750,AGT0000947,NO_CONTACT,v1
DISPOSITION0015457,ACC0010128,BRW0010407,2026-04-04 11:48:28,CALL0029913,AGT0000718,PAID,v2
DISPOSITION0015458,ACC0007593,BRW0007934,2026-04-05 17:49:46,CALL0058563,AGT0000870,REFUSED,legacy
DISPOSITION0015459,ACC0027579,BRW0010103,2026-01-22 18:50:05,CALL0040682,AGT0000982,PTP_BROKEN,v1
DISPOSITION0015460,ACC0026299,BRW0008332,2026-03-27 04:45:14,CALL0030031,AGT0000835,NO_CONTACT,v1
DISPOSITION0015461,ACC0001955,BRW0008137,2026-03-11 20:33:11,CALL0075043,AGT0000887,DISPUTE,v1
DISPOSITION0015462,ACC0014263,BRW0004238,2026-02-07 09:37:41,CALL0071089,AGT0000128,CALLBACK,legacy
DISPOSITION0015463,ACC0024179,BRW0002831,2026-05-24 17:45:24,CALL0049124,AGT0000765,CALLBACK,v2
DISPOSITION0015464,ACC0029869,BRW0010332,2026-06-17 10:01:56,CALL0074327,AGT0000525,PTP,v1
DISPOSITION0015465,ACC0011251,BRW0005446,2026-03-08 16:43:42,CALL0006040,AGT0000291,CALLBACK,v2
DISPOSITION0015466,ACC0015776,BRW0001661,2026-05-29 05:36:33,CALL0041442,AGT0000776,NO_CONTACT,legacy
DISPOSITION0015467,ACC0028883,BRW0010883,2026-01-22 09:26:24,CALL0085690,AGT0000514,NO_CONTACT,legacy
DISPOSITION0015468,ACC0014112,BRW0003822,2026-03-08 14:22:56,CALL0056157,AGT0000700,NO_CONTACT,v2
DISPOSITION0015469,ACC0028942,BRW0000180,2026-04-18 04:22:48,CALL0043191,AGT0000322,WRONG_NUMBER,legacy
DISPOSITION0015470,ACC0003512,BRW0007185,2026-05-29 16:40:10,CALL0023446,AGT0000092,DISPUTE,legacy
DISPOSITION0015471,ACC0025014,BRW0005909,2026-02-21 07:42:05,CALL0049563,AGT0000136,DISPUTE,legacy
DISPOSITION0015472,ACC0001935,BRW0011844,2026-07-11 09:53:01,CALL0004653,AGT0000368,WRONG_NUMBER,v1
DISPOSITION0015473,ACC0012081,BRW0010277,2026-07-23 11:05:05,CALL0075846,AGT0000295,CALLBACK,legacy
DISPOSITION0015474,ACC0028929,BRW0006204,2026-04-27 00:04:59,CALL0026075,AGT0000070,PTP,legacy
DISPOSITION0015475,ACC0016754,BRW0001789,2026-05-25 11:31:35,CALL0007447,AGT0000772,WRONG_NUMBER,legacy
DISPOSITION0015476,ACC0016466,BRW0002124,2026-07-31 17:38:20,CALL0037193,AGT0000739,REFUSED,legacy
DISPOSITION0015477,ACC0003289,BRW0003127,2026-05-15 11:57:16,CALL0025933,AGT0000604,REFUSED,legacy
DISPOSITION0015478,ACC0028689,BRW0002294,2026-06-12 20:15:29,CALL0024107,AGT0000527,PAID,v2
DISPOSITION0015479,ACC0014472,BRW0003169,2026-06-11 14:36:46,CALL0088447,AGT0000098,PTP_BROKEN,legacy
DISPOSITION0015480,ACC0001125,BRW0007833,2026-05-21 17:05:38,CALL0039468,AGT0000740,DISPUTE,legacy
DISPOSITION0015481,ACC0011884,BRW0007088,2026-06-17 06:14:29,CALL0078759,AGT0000287,PAID,v1
DISPOSITION0015482,ACC0028205,BRW0004398,2026-03-13 18:00:05,CALL0050727,AGT0000719,DISPUTE,v1
DISPOSITION0015483,ACC0025576,BRW0002286,2026-04-06 06:27:56,CALL0051638,AGT0000669,PTP,v2
DISPOSITION0015484,ACC0025260,BRW0011840,2026-07-26 01:48:39,CALL0041065,AGT0000335,CALLBACK,legacy
DISPOSITION0015485,ACC0008436,BRW0003580,2026-06-17 08:31:14,CALL0029715,AGT0000717,PTP_BROKEN,v2
DISPOSITION0015486,ACC0014933,BRW0001343,2026-04-24 22:32:09,CALL0003615,AGT0000805,NO_CONTACT,v1
DISPOSITION0015487,ACC0003143,BRW0002223,2026-06-12 01:07:32,CALL0071676,AGT0000120,PTP_BROKEN,v1
DISPOSITION0015488,ACC0023586,BRW0007308,2026-02-14 03:45:44,CALL0081762,AGT0000853,PTP,legacy
DISPOSITION0015489,ACC0015721,BRW0004610,2026-03-23 07:11:25,CALL0021192,AGT0000228,NO_CONTACT,v2
DISPOSITION0015490,ACC0013627,BRW0004376,2026-02-17 20:37:14,CALL0035590,AGT0000241,PAID,legacy
DISPOSITION0015491,ACC0021334,BRW0006022,2026-02-05 11:23:42,CALL0057019,AGT0000714,REFUSED,v2
DISPOSITION0015492,ACC0014255,BRW0009073,2026-04-08 16:41:37,CALL0005568,AGT0000272,PROMISE_TO_PAY,v1
DISPOSITION0015493,ACC0024611,BRW0002667,2026-02-08 01:10:07,CALL0013040,AGT0000177,DISPUTE,v2
DISPOSITION0015494,ACC0013593,BRW0002229,2026-06-29 03:05:45,CALL0036351,AGT0000744,REFUSED,legacy
DISPOSITION0015495,ACC0002175,BRW0009981,2026-01-20 16:42:18,CALL0079578,AGT0000212,NO_CONTACT,legacy
DISPOSITION0015496,ACC0005236,BRW0003987,2026-02-26 06:58:07,CALL0058233,AGT0000634,CALLBACK,v2
DISPOSITION0015497,ACC0012986,BRW0010669,2026-01-15 14:24:08,CALL0004797,AGT0000993,PTP,v2
DISPOSITION0015498,ACC0018334,BRW0003603,2026-07-30 21:13:10,CALL0074041,AGT0000604,CALLBACK,legacy
DISPOSITION0015499,ACC0021895,BRW0006140,2026-02-18 11:51:11,CALL0001275,AGT0000451,DISPUTE,v2
DISPOSITION0015500,ACC0028845,BRW0011418,2026-01-11 03:52:48,CALL0003057,AGT0000999,PTP,v2
DISPOSITION0015501,ACC0027325,BRW0007795,2026-01-06 21:13:49,CALL0078695,AGT0000634,CALLBACK,v1
DISPOSITION0015502,ACC0009063,BRW0008342,2026-03-24 14:35:39,CALL0054803,AGT0000666,REFUSED,legacy
DISPOSITION0015503,ACC0019215,BRW0006685,2026-05-04 22:29:59,CALL0082423,AGT0000752,DISPUTE,v1
DISPOSITION0015504,ACC0008634,BRW0011360,2026-01-22 02:14:47,CALL0019234,AGT0000397,PTP,v1
DISPOSITION0015505,ACC0007569,BRW0000929,2026-08-07 21:16:58,CALL0075725,AGT0000771,NO_CONTACT,legacy
DISPOSITION0015506,ACC0014277,BRW0011085,2026-04-16 09:59:04,CALL0051242,AGT0000510,NO_CONTACT,v1
DISPOSITION0015507,ACC0014000,BRW0004244,2026-02-14 08:00:00,CALL0013072,AGT0000604,CALLBACK,legacy
DISPOSITION0015508,ACC0021303,BRW0003871,2026-01-16 08:10:45,CALL0029023,AGT0000547,WRONG_NUMBER,legacy
DISPOSITION0015509,ACC0019747,BRW0011916,2026-04-25 01:21:12,CALL0063760,AGT0000996,PTP_BROKEN,v1
DISPOSITION0015510,ACC0010287,BRW0009844,2026-06-06 10:37:25,CALL0048695,AGT0000152,NO_CONTACT,v2
DISPOSITION0015511,ACC0000185,BRW0011743,2026-01-30 05:58:55,CALL0037381,AGT0000394,CALLBACK,v2
DISPOSITION0015512,ACC0029073,BRW0009817,2026-07-14 12:23:19,CALL0080127,AGT0000217,WRONG_NUMBER,v1
DISPOSITION0015513,ACC0003529,BRW0009823,2026-02-21 23:36:19,CALL0046740,AGT0000522,NO_CONTACT,v1
DISPOSITION0015514,ACC0015104,BRW0002694,2026-08-01 10:40:12,CALL0016625,AGT0000028,DISPUTE,v1
DISPOSITION0015515,ACC0011406,BRW0006512,2026-04-30 16:46:41,CALL0010530,AGT0000302,WRONG_NUMBER,v1
DISPOSITION0015516,ACC0014063,BRW0000541,2026-08-06 11:05:55,CALL0032271,AGT0000264,PTP_BROKEN,v1
DISPOSITION0015517,ACC0005778,BRW0006998,2026-01-08 19:41:02,CALL0010952,AGT0000262,PROMISE_TO_PAY,legacy
DISPOSITION0015518,ACC0001685,BRW0006083,2026-02-09 22:55:53,CALL0066008,AGT0000923,NO_CONTACT,v1
DISPOSITION0015519,ACC0029156,BRW0003933,2026-04-26 19:24:11,CALL0058545,AGT0000100,CALLBACK,v1
DISPOSITION0015520,ACC0019385,BRW0006440,2026-06-21 08:11:18,CALL0088659,AGT0000189,NO_CONTACT,v1
DISPOSITION0015521,ACC0020399,BRW0002906,2026-05-23 21:10:09,CALL0040600,AGT0000656,PTP_BROKEN,legacy
DISPOSITION0015522,ACC0026426,BRW0000935,2026-02-07 05:49:16,CALL0011240,AGT0000345,CALLBACK,legacy
DISPOSITION0015523,ACC0020865,BRW0008076,2026-01-05 03:31:32,CALL0082358,AGT0000305,PAID,legacy
DISPOSITION0015524,ACC0017553,BRW0005888,2026-02-22 04:01:35,CALL0076234,AGT0000283,DISPUTE,v2
DISPOSITION0015525,ACC0007565,BRW0010748,2026-08-04 16:46:05,CALL0028918,AGT0000723,NO_CONTACT,legacy
DISPOSITION0015526,ACC0010148,BRW0000307,2026-06-11 18:43:44,CALL0064752,AGT0000446,NO_CONTACT,v1
DISPOSITION0015527,ACC0016049,BRW0004819,2026-04-18 06:08:05,CALL0079997,AGT0000367,PROMISE_TO_PAY,v1
DISPOSITION0015528,ACC0001348,BRW0010975,2026-01-28 15:38:27,CALL0000905,AGT0000745,WRONG_NUMBER,v2
DISPOSITION0015529,ACC0000414,BRW0007015,2026-08-03 18:00:53,CALL0066971,AGT0000920,REFUSED,v1
