sms_event_id,account_id,borrower_id,event_at,message_id,event_type,template_code,provider_id
SMS_EVENT0024176,ACC0019959,BRW0005215,2026-07-05 20:22:03,SMS000004157,SENT,DUE_REMINDER,VND0000005
SMS_EVENT0024177,ACC0028012,BRW0006713,2026-06-16 09:27:25,SMS000001232,DELIVERED,DUE_REMINDER,VND0000006
SMS_EVENT0024178,ACC0009305,BRW0008852,2026-06-27 09:48:15,SMS000010085,DELIVERED,PAYMENT_LINK,VND0000011
SMS_EVENT0024179,ACC0005964,BRW0006711,2026-07-05 15:15:25,SMS000030290,SENT,PTP_REMINDER,VND0000015
SMS_EVENT0024180,ACC0014463,BRW0007777,2026-06-17 06:47:19,SMS000037061,SENT,PAYMENT_LINK,VND0000010
SMS_EVENT0024181,ACC0013223,BRW0009748,2026-02-26 02:30:44,SMS000026513,FAILED,PAYMENT_LINK,VND0000001
SMS_EVENT0024182,ACC0013953,BRW0011583,2026-06-15 00:53:34,SMS000014038,FAILED,PTP_REMINDER,VND0000006
SMS_EVENT0024183,ACC0020825,BRW0006726,2026-03-15 02:16:22,SMS000002514,DELIVERED,NOTICE,VND0000004
SMS_EVENT0024184,ACC0012470,BRW0009055,2026-05-16 04:10:46,SMS000010465,FAILED,PTP_REMINDER,VND0000006
SMS_EVENT0024185,ACC0005778,BRW0008210,2026-07-30 17:13:35,SMS000017155,DELIVERED,DUE_REMINDER,VND0000001
SMS_EVENT0024186,ACC0029086,BRW0011393,2026-07-22 12:22:02,SMS000029215,SENT,DUE_REMINDER,VND0000007
SMS_EVENT0024187,ACC0000747,BRW0002656,2026-03-15 08:20:25,SMS000005763,CLICKED,NOTICE,VND0000007
SMS_EVENT0024188,ACC0011841,BRW0009818,2026-01-11 09:17:14,SMS000010024,DELIVERED,PAYMENT_LINK,VND0000013
SMS_EVENT0024189,ACC0015534,BRW0001772,2026-05-03 04:23:55,SMS000002813,FAILED,PTP_REMINDER,VND0000009
SMS_EVENT0024190,ACC0026315,BRW0008945,2026-02-19 15:47:51,SMS000010934,FAILED,DUE_REMINDER,VND0000011
SMS_EVENT0024191,ACC0001907,BRW0007739,2026-06-14 00:29:00,SMS000024691,SENT,NOTICE,VND0000006
SMS_EVENT0024192,ACC0008696,BRW0004617,2026-03-31 02:53:31,SMS000030658,DELIVERED,PTP_REMINDER,VND0000006
SMS_EVENT0024193,ACC0026335,BRW0005542,2026-03-29 15:04:07,SMS000021551,SENT,PAYMENT_LINK,VND0000001
SMS_EVENT0024194,ACC0022933,BRW0009705,2026-04-02 06:31:23,SMS000013659,CLICKED,PTP_REMINDER,VND0000004
SMS_EVENT0024195,ACC0023909,BRW0004171,2026-08-02 11:17:00,SMS000008422,DELIVERED,PTP_REMINDER,VND0000015
SMS_EVENT0024196,ACC0003609,BRW0007750,2026-03-14 10:15:50,SMS000039060,SENT,DUE_REMINDER,VND0000004
SMS_EVENT0024197,ACC0024433,BRW0011289,2026-07-16 11:01:12,SMS000024278,SENT,NOTICE,VND0000002
SMS_EVENT0024198,ACC0017941,BRW0008965,2026-08-05 23:39:29,SMS000031495,FAILED,PTP_REMINDER,VND0000015
SMS_EVENT0024199,ACC0024746,BRW0004963,2026-05-22 07:34:25,SMS000014871,FAILED,PTP_REMINDER,VND0000011
SMS_EVENT0024200,ACC0005842,BRW0003327,2026-05-17 11:02:41,SMS000001519,DELIVERED,PAYMENT_LINK,VND0000004
SMS_EVENT0024201,ACC0028419,BRW0002861,2026-07-13 18:48:43,SMS000034760,SENT,PTP_REMINDER,VND0000002
SMS_EVENT0024202,ACC0001899,BRW0009671,2026-05-25 14:20:10,SMS000000566,SENT,DUE_REMINDER,VND0000014
SMS_EVENT0024203,ACC0011941,BRW0007078,2026-05-25 08:06:38,SMS000009355,FAILED,NOTICE,VND0000004
SMS_EVENT0024204,ACC0020655,BRW0004068,2026-02-06 21:50:33,SMS000003834,CLICKED,PTP_REMINDER,VND0000003
SMS_EVENT0024205,ACC0018678,BRW0011843,2026-05-28 11:55:36,SMS000027501,DELIVERED,NOTICE,VND0000015
SMS_EVENT0024206,ACC0020734,BRW0006382,2026-03-09 05:21:49,SMS000021216,DELIVERED,PAYMENT_LINK,VND0000007
SMS_EVENT0024207,ACC0019336,BRW0004271,2026-04-26 06:00:22,SMS000016247,FAILED,PTP_REMINDER,VND0000010
SMS_EVENT0024208,ACC0005390,BRW0006019,2026-03-15 21:30:19,SMS000014684,FAILED,NOTICE,VND0000015
SMS_EVENT0024209,ACC0016377,BRW0008449,2026-05-26 22:21:53,SMS000019769,SENT,PAYMENT_LINK,VND0000007
SMS_EVENT0024210,ACC0023938,BRW0005822,2026-04-03 08:57:07,SMS000006910,DELIVERED,NOTICE,VND0000008
SMS_EVENT0024211,ACC0017831,BRW0011848,2026-05-24 01:33:33,SMS000014054,SENT,DUE_REMINDER,VND0000002
SMS_EVENT0024212,ACC0020511,BRW0009995,2026-02-10 23:41:33,SMS000030686,SENT,DUE_REMINDER,VND0000004
SMS_EVENT0024213,ACC0020598,BRW0010094,2026-06-27 10:35:40,SMS000001982,DELIVERED,PAYMENT_LINK,VND0000013
SMS_EVENT0024214,ACC0012617,BRW0003387,2026-06-03 19:21:08,SMS000006553,FAILED,NOTICE,VND0000007
SMS_EVENT0024215,ACC0023963,BRW0002032,2026-04-29 01:51:01,SMS000037048,DELIVERED,PTP_REMINDER,VND0000003
SMS_EVENT0024216,ACC0026926,BRW0004807,2026-02-21 02:09:53,SMS000029351,CLICKED,NOTICE,VND0000002
SMS_EVENT0024217,ACC0009019,BRW0004690,2026-07-14 06:57:53,SMS000028541,DELIVERED,DUE_REMINDER,VND0000010
SMS_EVENT0024218,ACC0006365,BRW0008822,2026-05-30 06:29:13,SMS000026084,CLICKED,PAYMENT_LINK,VND0000003
SMS_EVENT0024219,ACC0023060,BRW0004832,2026-01-23 10:23:06,SMS000035477,CLICKED,PAYMENT_LINK,VND0000015
SMS_EVENT0024220,ACC0017529,BRW0001140,2026-07-06 16:53:46,SMS000021346,FAILED,PAYMENT_LINK,VND0000015
SMS_EVENT0024221,ACC0013533,BRW0006468,2026-04-30 18:26:03,SMS000019774,DELIVERED,PAYMENT_LINK,VND0000008
SMS_EVENT0024222,ACC0003823,BRW0004748,2026-01-23 18:24:28,SMS000031478,FAILED,PAYMENT_LINK,VND0000013
SMS_EVENT0024223,ACC0022262,BRW0003073,2026-02-05 02:57:38,SMS000021221,DELIVERED,NOTICE,VND0000015
SMS_EVENT0024224,ACC0025250,BRW0008437,2026-01-20 13:07:15,SMS000039487,CLICKED,DUE_REMINDER,VND0000008
SMS_EVENT0024225,ACC0006430,BRW0000363,2026-03-26 14:39:17,SMS000014507,FAILED,PAYMENT_LINK,VND0000004
SMS_EVENT0024226,ACC0001155,BRW0005474,2026-07-04 10:17:16,SMS000012643,FAILED,NOTICE,VND0000002
SMS_EVENT0024227,ACC0001362,BRW0004528,2026-04-08 10:13:02,SMS000033662,FAILED,DUE_REMINDER,VND0000013
SMS_EVENT0024228,ACC0021214,BRW0006825,2026-02-14 07:19:08,SMS000005888,SENT,NOTICE,VND0000003
SMS_EVENT0024229,ACC0012146,BRW0011742,2026-07-02 09:51:13,SMS000031802,SENT,DUE_REMINDER,VND0000012
SMS_EVENT0024230,ACC0023935,BRW0005514,2026-01-31 04:06:46,SMS000033110,FAILED,PAYMENT_LINK,VND0000006
SMS_EVENT0024231,ACC0017056,BRW0005256,2026-02-24 04:05:53,SMS000024341,FAILED,PTP_REMINDER,VND0000014
SMS_EVENT0024232,ACC0019263,BRW0005505,2026-03-26 23:27:23,SMS000034078,SENT,NOTICE,VND0000015
SMS_EVENT0024233,ACC0014780,BRW0001821,2026-07-12 07:38:09,SMS000000872,DELIVERED,NOTICE,VND0000004
SMS_EVENT0024234,ACC0027569,BRW0009839,2026-02-19 03:57:04,SMS000007725,CLICKED,NOTICE,VND0000006
SMS_EVENT0024235,ACC0011668,BRW0000780,2026-05-17 19:21:51,SMS000034822,CLICKED,DUE_REMINDER,VND0000005
SMS_EVENT0024236,ACC0021194,BRW0004811,2026-01-09 11:16:44,SMS000023912,FAILED,DUE_REMINDER,VND0000008
SMS_EVENT0024237,ACC0002207,BRW0011864,2026-03-09 01:40:23,SMS000010900,DELIVERED,NOTICE,VND0000012
SMS_EVENT0024238,ACC0016790,BRW0010873,2026-03-18 07:20:53,SMS000013488,CLICKED,DUE_REMINDER,VND0000007
SMS_EVENT0024239,ACC0001362,BRW0006654,2026-04-10 03:59:45,SMS000001198,SENT,NOTICE,VND0000006
SMS_EVENT0024240,ACC0004555,BRW0002474,2026-07-01 02:40:28,SMS000037685,CLICKED,NOTICE,VND0000012
SMS_EVENT0024241,ACC0003008,BRW0006107,2026-05-13 16:47:03,SMS000024651,DELIVERED,NOTICE,VND0000015
SMS_EVENT0024242,ACC0005359,BRW0008650,2026-02-22 04:40:29,SMS000026509,FAILED,DUE_REMINDER,VND0000006
SMS_EVENT0024243,ACC0025223,BRW0001001,2026-05-31 00:27:30,SMS000038332,FAILED,NOTICE,VND0000011
SMS_EVENT0024244,ACC0019323,BRW0004188,2026-07-26 01:05:31,SMS000017356,CLICKED,PAYMENT_LINK,VND0000005
SMS_EVENT0024245,ACC0001995,BRW0003429,2026-02-02 07:03:24,SMS000032438,DELIVERED,PAYMENT_LINK,VND0000015
SMS_EVENT0024246,ACC0017015,BRW0007898,2026-06-28 16:19:04,SMS000024973,DELIVERED,PAYMENT_LINK,VND0000003
SMS_EVENT0024247,ACC0014741,BRW0004135,2026-04-28 01:35:22,SMS000010092,FAILED,DUE_REMINDER,VND0000014
SMS_EVENT0024248,ACC0023682,BRW0002080,2026-05-15 13:08:56,SMS000019718,CLICKED,NOTICE,VND0000011
SMS_EVENT0024249,ACC0005989,BRW0000874,2026-06-27 19:39:23,SMS000004219,SENT,PTP_REMINDER,VND0000004
SMS_EVENT0024250,ACC0000132,BRW0007369,2026-07-09 02:57:57,SMS000017541,CLICKED,PTP_REMINDER,VND0000005
SMS_EVENT0024251,ACC0007487,BRW0006898,2026-05-06 07:11:15,SMS000006080,DELIVERED,DUE_REMINDER,VND0000004
SMS_EVENT0024252,ACC0026621,BRW0003668,2026-07-12 22:53:32,SMS000031251,CLICKED,NOTICE,VND0000002
SMS_EVENT0024253,ACC0019265,BRW0009200,2026-05-11 23:32:13,SMS000010959,DELIVERED,NOTICE,VND0000004
SMS_EVENT0024254,ACC0015898,BRW0005522,2026-02-05 14:47:43,SMS000029558,SENT,PAYMENT_LINK,VND0000012
SMS_EVENT0024255,ACC0024976,BRW0005604,2026-04-05 05:07:05,SMS000001462,DELIVERED,PAYMENT_LINK,VND0000001
SMS_EVENT0024256,ACC0006357,BRW0002001,2026-02-28 20:02:10,SMS000012602,FAILED,PTP_REMINDER,VND0000004
SMS_EVENT0024257,ACC0024878,BRW0007088,2026-03-18 07:12:04,SMS000037056,SENT,PTP_REMINDER,VND0000005
SMS_EVENT0024258,ACC0022454,BRW0010603,2026-01-02 21:38:51,SMS000000416,SENT,DUE_REMINDER,VND0000006
SMS_EVENT0024259,ACC0020774,BRW0011967,2026-01-17 17:00:53,SMS000015000,DELIVERED,DUE_REMINDER,VND0000015
SMS_EVENT0024260,ACC0022915,BRW0006932,2026-05-12 18:25:19,SMS000011299,SENT,DUE_REMINDER,VND0000003
SMS_EVENT0024261,ACC0001770,BRW0005287,2026-04-18 02:13:49,SMS000008522,DELIVERED,PAYMENT_LINK,VND0000011
SMS_EVENT0024262,ACC0007280,BRW0011098,2026-05-14 14:54:13,SMS000028564,DELIVERED,PAYMENT_LINK,VND0000011
SMS_EVENT0024263,ACC0029020,BRW0005016,2026-07-10 08:46:45,SMS000018866,FAILED,NOTICE,VND0000004
SMS_EVENT0024264,ACC0007487,BRW0003965,2026-07-17 16:11:19,SMS000001039,DELIVERED,PTP_REMINDER,VND0000006
SMS_EVENT0024265,ACC0007118,BRW0001716,2026-08-07 13:32:35,SMS000036849,CLICKED,PTP_REMINDER,VND0000002
SMS_EVENT0024266,ACC0006879,BRW0003687,2026-07-01 16:01:30,SMS000020745,FAILED,DUE_REMINDER,VND0000012
SMS_EVENT0024267,ACC0025692,BRW0005156,2026-03-27 11:34:13,SMS000025820,SENT,PAYMENT_LINK,VND0000007
SMS_EVENT0024268,ACC0020123,BRW0003400,2026-05-14 09:22:51,SMS000003393,FAILED,NOTICE,VND0000009
SMS_EVENT0024269,ACC0009687,BRW0001268,2026-03-18 14:48:54,SMS000023898,SENT,NOTICE,VND0000004
SMS_EVENT0024270,ACC0018798,BRW0009654,2026-02-06 17:54:27,SMS000036151,SENT,PTP_REMINDER,VND0000004
SMS_EVENT0024271,ACC0029691,BRW0000087,2026-02-28 11:56:16,SMS000036919,CLICKED,DUE_REMINDER,VND0000013
SMS_EVENT0024272,ACC0009151,BRW0000206,2026-01-04 14:18:08,SMS000000391,SENT,PTP_REMINDER,VND0000002
SMS_EVENT0024273,ACC0000856,BRW0000580,2026-07-25 02:03:46,SMS000022944,SENT,PAYMENT_LINK,VND0000010
SMS_EVENT0024274,ACC0024362,BRW0000094,2026-06-10 17:07:40,SMS000028106,SENT,PTP_REMINDER,VND0000015
SMS_EVENT0024275,ACC0013882,BRW0000338,2026-02-12 04:54:02,SMS000030426,FAILED,PTP_REMINDER,VND0000015
SMS_EVENT0024276,ACC0024803,BRW0006369,2026-07-02 21:44:07,SMS000002960,SENT,DUE_REMINDER,VND0000008
SMS_EVENT0024277,ACC0022823,BRW0005119,2026-02-26 19:19:05,SMS000017278,CLICKED,PTP_REMINDER,VND0000010
SMS_EVENT0024278,ACC0016675,BRW0000316,2026-04-02 09:39:43,SMS000035304,SENT,NOTICE,VND0000004
SMS_EVENT0024279,ACC0005584,BRW0005791,2026-04-08 06:44:23,SMS000005932,CLICKED,PAYMENT_LINK,VND0000009
SMS_EVENT0024280,ACC0015731,BRW0006012,2026-08-05 19:28:41,SMS000020172,CLICKED,PTP_REMINDER,VND0000009
SMS_EVENT0024281,ACC0007784,BRW0008221,2026-05-08 01:12:13,SMS000018403,SENT,PTP_REMINDER,VND0000010
SMS_EVENT0024282,ACC0026176,BRW0006382,2026-04-26 00:10:39,SMS000026421,SENT,PAYMENT_LINK,VND0000015
SMS_EVENT0024283,ACC0002215,BRW0004948,2026-05-19 15:37:29,SMS000030579,DELIVERED,PTP_REMINDER,VND0000009
SMS_EVENT0024284,ACC0014954,BRW0000020,2026-03-24 13:23:40,SMS000036592,FAILED,PTP_REMINDER,VND0000006
SMS_EVENT0024285,ACC0008505,BRW0005042,2026-05-28 12:26:27,SMS000022050,CLICKED,NOTICE,VND0000010
SMS_EVENT0024286,ACC0029217,BRW0003335,2026-07-24 22:06:54,SMS000007665,SENT,PTP_REMINDER,VND0000011
SMS_EVENT0024287,ACC0028109,BRW0003229,2026-04-18 16:04:55,SMS000016973,CLICKED,NOTICE,VND0000013
SMS_EVENT0024288,ACC0003551,BRW0001988,2026-05-03 23:37:08,SMS000005712,SENT,DUE_REMINDER,VND0000003
SMS_EVENT0024289,ACC0016279,BRW0006238,2026-08-03 04:57:12,SMS000031357,FAILED,PAYMENT_LINK,VND0000009
SMS_EVENT0024290,ACC0002934,BRW0009701,2026-02-09 03:08:42,SMS000029581,DELIVERED,PAYMENT_LINK,VND0000013
SMS_EVENT0024291,ACC0018078,BRW0008617,2026-07-09 23:13:39,SMS000020764,FAILED,DUE_REMINDER,VND0000004
SMS_EVENT0024292,ACC0007970,BRW0011025,2026-01-11 02:50:01,SMS000018282,CLICKED,NOTICE,VND0000007
SMS_EVENT0024293,ACC0001054,BRW0011697,2026-01-14 12:02:25,SMS000002603,SENT,PTP_REMINDER,VND0000004
SMS_EVENT0024294,ACC0017819,BRW0006262,2026-01-11 18:43:31,SMS000007530,CLICKED,DUE_REMINDER,VND0000008
SMS_EVENT0024295,ACC0027554,BRW0007522,2026-06-06 12:36:24,SMS000003665,DELIVERED,PAYMENT_LINK,VND0000012
SMS_EVENT0024296,ACC0021804,BRW0003506,2026-08-01 13:34:54,SMS000005825,CLICKED,PTP_REMINDER,VND0000011
SMS_EVENT0024297,ACC0017585,BRW0011550,2026-01-09 20:13:54,SMS000037130,SENT,DUE_REMINDER,VND0000006
SMS_EVENT0024298,ACC0022962,BRW0002178,2026-02-25 18:00:57,SMS000027996,DELIVERED,NOTICE,VND0000013
SMS_EVENT0024299,ACC0003033,BRW0008568,2026-01-10 14:09:02,SMS000031343,FAILED,PTP_REMINDER,VND0000007
SMS_EVENT0024300,ACC0010175,BRW0009470,2026-05-14 12:58:41,SMS000014389,SENT,PAYMENT_LINK,VND0000013
SMS_EVENT0024301,ACC0004742,BRW0006464,2026-02-26 22:25:37,SMS000005603,DELIVERED,PAYMENT_LINK,VND0000007
SMS_EVENT0024302,ACC0008764,BRW0006236,2026-07-14 14:47:39,SMS000000073,DELIVERED,NOTICE,VND0000002
SMS_EVENT0024303,ACC0026285,BRW0009521,2026-02-26 16:55:49,SMS000034726,CLICKED,DUE_REMINDER,VND0000015
SMS_EVENT0024304,ACC0017044,BRW0011010,2026-01-02 02:34:03,SMS000012402,FAILED,PAYMENT_LINK,VND0000014
SMS_EVENT0024305,ACC0002841,BRW0003728,2026-02-09 18:19:38,SMS000032749,CLICKED,DUE_REMINDER,VND0000015
SMS_EVENT0024306,ACC0013107,BRW0004557,2026-06-24 10:57:11,SMS000016531,CLICKED,NOTICE,VND0000015
SMS_EVENT0024307,ACC0020825,BRW0002246,2026-05-10 18:11:35,SMS000030661,CLICKED,DUE_REMINDER,VND0000007
SMS_EVENT0024308,ACC0014547,BRW0000692,2026-06-04 15:37:15,SMS000033887,SENT,NOTICE,VND0000010
SMS_EVENT0024309,ACC0016299,BRW0004325,2026-03-25 07:25:02,SMS000003512,CLICKED,PAYMENT_LINK,VND0000003
SMS_EVENT0024310,ACC0018548,BRW0002595,2026-07-31 14:25:35,SMS000001852,FAILED,PAYMENT_LINK,VND0000008
SMS_EVENT0024311,ACC0011697,BRW0009944,2026-07-02 00:26:59,SMS000019958,FAILED,PTP_REMINDER,VND0000006
SMS_EVENT0024312,ACC0000999,BRW0009331,2026-01-07 04:47:08,SMS000002903,CLICKED,PAYMENT_LINK,VND0000012
SMS_EVENT0024313,ACC0000311,BRW0005025,2026-01-06 21:55:40,SMS000005618,DELIVERED,PAYMENT_LINK,VND0000001
SMS_EVENT0024314,ACC0009952,BRW0002195,2026-02-07 14:20:16,SMS000010654,SENT,PAYMENT_LINK,VND0000004
SMS_EVENT0024315,ACC0029179,BRW0002787,2026-06-26 09:18:02,SMS000015379,FAILED,NOTICE,VND0000010
SMS_EVENT0024316,ACC0009377,BRW0002407,2026-03-24 04:40:15,SMS000020536,DELIVERED,PAYMENT_LINK,VND0000003
SMS_EVENT0024317,ACC0019661,BRW0007573,2026-06-21 11:00:45,SMS000020834,CLICKED,PAYMENT_LINK,VND0000003
SMS_EVENT0024318,ACC0001961,BRW0004562,2026-06-24 09:21:06,SMS000020505,FAILED,PAYMENT_LINK,VND0000008
SMS_EVENT0024319,ACC0018564,BRW0008782,2026-06-17 14:51:01,SMS000014171,FAILED,DUE_REMINDER,VND0000001
SMS_EVENT0024320,ACC0020380,BRW0002953,2026-07-11 09:24:56,SMS000032977,CLICKED,PAYMENT_LINK,VND0000005
SMS_EVENT0024321,ACC0011416,BRW0004383,2026-02-14 22:08:17,SMS000024004,SENT,DUE_REMINDER,VND0000001
SMS_EVENT0024322,ACC0025688,BRW0010402,2026-02-20 19:53:41,SMS000010142,DELIVERED,NOTICE,VND0000015
SMS_EVENT0024323,ACC0022510,BRW0003199,2026-01-31 00:19:29,SMS000020607,DELIVERED,DUE_REMINDER,VND0000007
SMS_EVENT0024324,ACC0018067,BRW0003928,2026-05-28 01:18:08,SMS000017305,DELIVERED,PTP_REMINDER,VND0000009
SMS_EVENT0024325,ACC0015408,BRW0002615,2026-03-29 09:28:23,SMS000005460,FAILED,DUE_REMINDER,VND0000007
SMS_EVENT0024326,ACC0009039,BRW0005042,2026-06-11 06:11:47,SMS000029958,CLICKED,PAYMENT_LINK,VND0000011
SMS_EVENT0024327,ACC0029139,BRW0007481,2026-06-25 09:06:09,SMS000017407,DELIVERED,PAYMENT_LINK,VND0000015
SMS_EVENT0024328,ACC0025651,BRW0005981,2026-04-24 23:45:16,SMS000003127,DELIVERED,PTP_REMINDER,VND0000007
SMS_EVENT0024329,ACC0001270,BRW0010009,2026-06-08 23:26:29,SMS000009455,CLICKED,NOTICE,VND0000001
SMS_EVENT0024330,ACC0022174,BRW0009191,2026-05-13 23:24:31,SMS000009256,DELIVERED,PTP_REMINDER,VND0000001
SMS_EVENT0024331,ACC0010388,BRW0010120,2026-05-22 22:35:14,SMS000034138,CLICKED,PAYMENT_LINK,VND0000004
SMS_EVENT0024332,ACC0000359,BRW0007581,2026-05-22 19:04:10,SMS000000222,FAILED,NOTICE,VND0000013
SMS_EVENT0024333,ACC0013184,BRW0001331,2026-03-14 03:46:37,SMS000017170,SENT,DUE_REMINDER,VND0000008
SMS_EVENT0024334,ACC0002012,BRW0011605,2026-04-01 10:10:12,SMS000006790,CLICKED,NOTICE,VND0000001
SMS_EVENT0024335,ACC0028753,BRW0000927,2026-04-30 14:40:55,SMS000038572,FAILED,DUE_REMINDER,VND0000013
SMS_EVENT0024336,ACC0012002,BRW0010845,2026-04-06 22:49:07,SMS000029019,CLICKED,PAYMENT_LINK,VND0000005
SMS_EVENT0024337,ACC0025992,BRW0004953,2026-05-05 07:16:00,SMS000032830,CLICKED,DUE_REMINDER,VND0000012
SMS_EVENT0024338,ACC0024023,BRW0006409,2026-05-02 18:43:28,SMS000010708,CLICKED,PTP_REMINDER,VND0000013
SMS_EVENT0024339,ACC0003461,BRW0000361,2026-02-20 12:03:29,SMS000029928,SENT,NOTICE,VND0000010
SMS_EVENT0024340,ACC0008481,BRW0003882,2026-02-02 05:40:12,SMS000011531,CLICKED,PAYMENT_LINK,VND0000012
SMS_EVENT0024341,ACC0023538,BRW0009673,2026-07-28 06:32:47,SMS000007022,FAILED,PTP_REMINDER,VND0000013
SMS_EVENT0024342,ACC0015719,BRW0003634,2026-04-18 02:13:49,SMS000034956,FAILED,PTP_REMINDER,VND0000005
SMS_EVENT0024343,ACC0018195,BRW0011786,2026-07-08 14:20:11,SMS000014761,DELIVERED,PAYMENT_LINK,VND0000005
SMS_EVENT0024344,ACC0010639,BRW0001397,2026-04-09 02:22:59,SMS000030291,CLICKED,NOTICE,VND0000001
SMS_EVENT0024345,ACC0015742,BRW0000225,2026-02-10 11:54:21,SMS000010501,FAILED,PAYMENT_LINK,VND0000015
SMS_EVENT0024346,ACC0026675,BRW0002721,2026-04-10 06:11:57,SMS000031316,DELIVERED,PAYMENT_LINK,VND0000013
SMS_EVENT0024347,ACC0008015,BRW0008531,2026-07-14 14:15:59,SMS000037569,FAILED,PAYMENT_LINK,VND0000014
SMS_EVENT0024348,ACC0026749,BRW0006869,2026-07-03 00:39:29,SMS000000030,DELIVERED,NOTICE,VND0000007
SMS_EVENT0024349,ACC0014310,BRW0010491,2026-05-30 23:06:24,SMS000037372,DELIVERED,PAYMENT_LINK,VND0000012
SMS_EVENT0024350,ACC0018970,BRW0000606,2026-03-26 16:39:03,SMS000010832,FAILED,DUE_REMINDER,VND0000013
SMS_EVENT0024351,ACC0028450,BRW0008861,2026-06-29 09:14:41,SMS000016210,CLICKED,PTP_REMINDER,VND0000009
SMS_EVENT0024352,ACC0009252,BRW0010775,2026-01-11 20:52:49,SMS000020366,FAILED,DUE_REMINDER,VND0000014
SMS_EVENT0024353,ACC0028584,BRW0001268,2026-04-01 22:22:09,SMS000003172,FAILED,PTP_REMINDER,VND0000004
SMS_EVENT0024354,ACC0018964,BRW0000431,2026-05-24 19:21:45,SMS000016222,CLICKED,NOTICE,VND0000009
SMS_EVENT0024355,ACC0001203,BRW0010431,2026-01-12 12:55:53,SMS000035072,CLICKED,NOTICE,VND0000002
SMS_EVENT0024356,ACC0003261,BRW0006614,2026-04-17 05:59:02,SMS000011538,FAILED,DUE_REMINDER,VND0000014
SMS_EVENT0024357,ACC0019820,BRW0003121,2026-02-15 12:15:18,SMS000016740,DELIVERED,DUE_REMINDER,VND0000006
SMS_EVENT0024358,ACC0003443,BRW0010282,2026-06-10 03:34:07,SMS000012373,CLICKED,PAYMENT_LINK,VND0000003
SMS_EVENT0024359,ACC0025965,BRW0010837,2026-04-18 22:50:55,SMS000026947,DELIVERED,DUE_REMINDER,VND0000011
SMS_EVENT0024360,ACC0024697,BRW0006560,2026-07-10 01:05:34,SMS000034921,FAILED,DUE_REMINDER,VND0000009
SMS_EVENT0024361,ACC0003500,BRW0000662,2026-05-06 10:59:33,SMS000030270,CLICKED,PAYMENT_LINK,VND0000003
SMS_EVENT0024362,ACC0016749,BRW0011422,2026-01-25 23:38:28,SMS000023036,SENT,DUE_REMINDER,VND0000013
SMS_EVENT0024363,ACC0001117,BRW0001473,2026-03-30 07:33:07,SMS000017619,DELIVERED,NOTICE,VND0000012
SMS_EVENT0024364,ACC0015387,BRW0003049,2026-02-09 12:24:29,SMS000021653,FAILED,PAYMENT_LINK,VND0000010
SMS_EVENT0024365,ACC0020986,BRW0009585,2026-06-06 11:43:53,SMS000001832,DELIVERED,NOTICE,VND0000009
SMS_EVENT0024366,ACC0025477,BRW0005823,2026-04-10 12:53:28,SMS000017132,FAILED,PTP_REMINDER,VND0000012
SMS_EVENT0024367,ACC0016609,BRW0005433,2026-06-02 11:21:08,SMS000006452,SENT,PAYMENT_LINK,VND0000008
SMS_EVENT0024368,ACC0019673,BRW0001260,2026-03-23 16:30:04,SMS000000526,FAILED,DUE_REMINDER,VND0000002
SMS_EVENT0024369,ACC0017938,BRW0007168,2026-01-27 03:36:38,SMS000010407,DELIVERED,DUE_REMINDER,VND0000003
SMS_EVENT0024370,ACC0023933,BRW0000481,2026-06-04 16:41:55,SMS000004925,FAILED,PAYMENT_LINK,VND0000003
SMS_EVENT0024371,ACC0002428,BRW0011732,2026-06-22 17:44:11,SMS000005130,DELIVERED,NOTICE,VND0000014
SMS_EVENT0024372,ACC0027200,BRW0009885,2026-03-14 11:34:51,SMS000034520,FAILED,PAYMENT_LINK,VND0000010
SMS_EVENT0024373,ACC0003889,BRW0008559,2026-04-15 06:12:26,SMS000017919,SENT,NOTICE,VND0000003
SMS_EVENT0024374,ACC0000266,BRW0009074,2026-02-03 14:33:32,SMS000001744,FAILED,PAYMENT_LINK,VND0000012
SMS_EVENT0024375,ACC0006441,BRW0009824,2026-02-11 14:55:16,SMS000020732,DELIVERED,PAYMENT_LINK,VND0000012
SMS_EVENT0024376,ACC0004230,BRW0007884,2026-03-05 02:20:38,SMS000010545,FAILED,DUE_REMINDER,VND0000001
SMS_EVENT0024377,ACC0010566,BRW0005564,2026-04-02 15:49:15,SMS000005561,CLICKED,DUE_REMINDER,VND0000008
SMS_EVENT0024378,ACC0006956,BRW0002334,2026-03-16 04:38:30,SMS000008356,DELIVERED,NOTICE,VND0000008
SMS_EVENT0024379,ACC0010801,BRW0007441,2026-02-25 20:32:07,SMS000030406,DELIVERED,PTP_REMINDER,VND0000012
SMS_EVENT0024380,ACC0003090,BRW0005984,2026-02-12 23:18:34,SMS000035165,DELIVERED,PAYMENT_LINK,VND0000014
SMS_EVENT0024381,ACC0028669,BRW0010892,2026-01-11 21:20:56,SMS000023660,CLICKED,PAYMENT_LINK,VND0000009
SMS_EVENT0024382,ACC0016253,BRW0004398,2026-05-14 11:57:40,SMS000039835,DELIVERED,PAYMENT_LINK,VND0000014
SMS_EVENT0024383,ACC0028538,BRW0002167,2026-02-26 05:02:14,SMS000009595,FAILED,PTP_REMINDER,VND0000006
