target_id,account_id,campaign_id,target_date,priority,recommended_channel,status
TGT0029248,ACC0023175,CMP0000110,2026-05-12,3,VOICE,EXPIRED
TGT0029249,ACC0008911,CMP0000061,2026-06-25,5,FIELD,QUEUED
TGT0029250,ACC0018081,CMP0000017,2026-05-25,10,VOICE,QUEUED
TGT0029251,ACC0016831,CMP0000080,2026-05-28,5,WHATSAPP,QUEUED
TGT0029252,ACC0023506,CMP0000087,2026-01-24,6,VOICE,EXPIRED
TGT0029253,ACC0020962,CMP0000082,2026-07-29,9,WHATSAPP,QUEUED
TGT0029254,ACC0005804,CMP0000024,2026-06-17,8,WHATSAPP,EXPIRED
TGT0029255,ACC0023422,CMP0000022,2026-06-27,4,FIELD,CONTACTED
TGT0029256,ACC0022291,CMP0000054,2026-05-18,7,VOICE,CONTACTED
TGT0029257,ACC0008544,CMP0000089,2026-05-26,1,WHATSAPP,SKIPPED
TGT0029258,ACC0026490,CMP0000050,2026-06-17,3,SMS,CONTACTED
TGT0029259,ACC0009995,CMP0000022,2026-01-17,10,FIELD,CONTACTED
TGT0029260,ACC0028413,CMP0000015,2026-06-30,8,FIELD,SKIPPED
TGT0029261,ACC0024626,CMP0000108,2026-05-10,5,FIELD,EXPIRED
TGT0029262,ACC0019140,CMP0000112,2026-04-23,7,SMS,SKIPPED
TGT0029263,ACC0006484,CMP0000059,2026-07-15,3,WHATSAPP,EXPIRED
TGT0029264,ACC0017561,CMP0000101,2026-07-07,9,VOICE,CONTACTED
TGT0029265,ACC0028953,CMP0000107,2026-01-16,4,FIELD,QUEUED
TGT0029266,ACC0019170,CMP0000087,2026-02-13,1,WHATSAPP,EXPIRED
TGT0029267,ACC0007569,CMP0000039,2026-07-26,5,SMS,EXPIRED
TGT0029268,ACC0001109,CMP0000092,2026-07-31,10,FIELD,CONTACTED
TGT0029269,ACC0015465,CMP0000113,2026-04-29,6,WHATSAPP,QUEUED
TGT0029270,ACC0009501,CMP0000055,2026-04-11,5,WHATSAPP,QUEUED
TGT0029271,ACC0004038,CMP0000082,2026-07-13,5,VOICE,EXPIRED
TGT0029272,ACC0005016,CMP0000062,2026-06-01,2,FIELD,QUEUED
TGT0029273,ACC0028896,CMP0000011,2026-07-05,9,SMS,EXPIRED
TGT0029274,ACC0018752,CMP0000059,2026-03-12,6,FIELD,CONTACTED
TGT0029275,ACC0029094,CMP0000026,2026-06-15,2,SMS,SKIPPED
TGT0029276,ACC0002604,CMP0000039,2026-01-29,9,FIELD,CONTACTED
TGT0029277,ACC0004135,CMP0000020,2026-04-14,2,SMS,QUEUED
TGT0029278,ACC0020974,CMP0000059,2026-03-16,10,WHATSAPP,CONTACTED
TGT0029279,ACC0009349,CMP0000045,2026-06-14,6,WHATSAPP,QUEUED
TGT0029280,ACC0010616,CMP0000035,2026-08-06,3,FIELD,CONTACTED
TGT0029281,ACC0003816,CMP0000087,2026-05-03,8,SMS,EXPIRED
TGT0029282,ACC0005983,CMP0000117,2026-05-24,9,FIELD,EXPIRED
TGT0029283,ACC0019278,CMP0000044,2026-02-08,10,WHATSAPP,QUEUED
TGT0029284,ACC0000569,CMP0000035,2026-03-05,3,SMS,SKIPPED
TGT0029285,ACC0000545,CMP0000101,2026-06-16,7,WHATSAPP,SKIPPED
TGT0029286,ACC0018107,CMP0000108,2026-07-28,4,SMS,SKIPPED
TGT0029287,ACC0000739,CMP0000067,2026-01-24,4,VOICE,CONTACTED
TGT0029288,ACC0012664,CMP0000011,2026-02-09,5,SMS,QUEUED
TGT0029289,ACC0028895,CMP0000062,2026-02-23,8,FIELD,SKIPPED
TGT0029290,ACC0014456,CMP0000120,2026-03-04,7,WHATSAPP,EXPIRED
TGT0029291,ACC0019689,CMP0000031,2026-06-05,5,SMS,SKIPPED
TGT0029292,ACC0007620,CMP0000017,2026-05-31,3,WHATSAPP,SKIPPED
TGT0029293,ACC0000192,CMP0000072,2026-03-21,8,WHATSAPP,CONTACTED
TGT0029294,ACC0005599,CMP0000058,2026-07-09,9,WHATSAPP,EXPIRED
TGT0029295,ACC0003575,CMP0000079,2026-05-25,10,SMS,SKIPPED
TGT0029296,ACC0003986,CMP0000089,2026-06-04,2,VOICE,EXPIRED
TGT0029297,ACC0018621,CMP0000028,2026-01-11,2,FIELD,EXPIRED
TGT0029298,ACC0020743,CMP0000047,2026-01-20,1,WHATSAPP,EXPIRED
TGT0029299,ACC0018364,CMP0000097,2026-03-29,7,VOICE,QUEUED
TGT0029300,ACC0002282,CMP0000028,2026-02-15,10,WHATSAPP,EXPIRED
TGT0029301,ACC0008540,CMP0000005,2026-08-03,3,SMS,CONTACTED
TGT0029302,ACC0002113,CMP0000051,2026-07-27,4,WHATSAPP,QUEUED
TGT0029303,ACC0019985,CMP0000052,2026-07-11,6,SMS,CONTACTED
TGT0029304,ACC0016146,CMP0000001,2026-05-10,6,WHATSAPP,SKIPPED
TGT0029305,ACC0007076,CMP0000028,2026-05-24,3,FIELD,QUEUED
TGT0029306,ACC0016567,CMP0000017,2026-03-22,3,SMS,EXPIRED
TGT0029307,ACC0010789,CMP0000084,2026-08-07,9,SMS,CONTACTED
TGT0029308,ACC0007701,CMP0000037,2026-04-11,4,VOICE,SKIPPED
TGT0029309,ACC0009710,CMP0000074,2026-06-20,6,SMS,QUEUED
TGT0029310,ACC0005007,CMP0000016,2026-04-02,6,WHATSAPP,CONTACTED
TGT0029311,ACC0003885,CMP0000043,2026-02-14,8,WHATSAPP,QUEUED
TGT0029312,ACC0002515,CMP0000044,2026-04-22,7,FIELD,EXPIRED
TGT0029313,ACC0011834,CMP0000071,2026-04-07,8,WHATSAPP,CONTACTED
TGT0029314,ACC0001296,CMP0000033,2026-06-11,6,SMS,EXPIRED
TGT0029315,ACC0022703,CMP0000068,2026-03-19,6,VOICE,QUEUED
TGT0029316,ACC0005887,CMP0000021,2026-02-11,2,VOICE,CONTACTED
TGT0029317,ACC0008150,CMP0000117,2026-02-15,7,VOICE,EXPIRED
TGT0029318,ACC0029459,CMP0000090,2026-08-07,3,VOICE,QUEUED
TGT0029319,ACC0019727,CMP0000016,2026-07-11,2,FIELD,EXPIRED
TGT0029320,ACC0016289,CMP0000081,2026-01-07,8,FIELD,CONTACTED
TGT0029321,ACC0026341,CMP0000105,2026-07-31,5,FIELD,EXPIRED
TGT0029322,ACC0002954,CMP0000023,2026-06-20,10,SMS,SKIPPED
TGT0029323,ACC0018113,CMP0000105,2026-06-07,1,SMS,EXPIRED
TGT0029324,ACC0009760,CMP0000062,2026-06-07,7,VOICE,EXPIRED
TGT0029325,ACC0014477,CMP0000018,2026-04-23,10,WHATSAPP,CONTACTED
TGT0029326,ACC0000045,CMP0000001,2026-05-01,5,WHATSAPP,EXPIRED
TGT0029327,ACC0002415,CMP0000117,2026-02-01,1,VOICE,QUEUED
TGT0029328,ACC0002342,CMP0000109,2026-06-27,3,VOICE,CONTACTED
TGT0029329,ACC0014610,CMP0000007,2026-07-26,2,SMS,SKIPPED
TGT0029330,ACC0010763,CMP0000033,2026-04-30,4,VOICE,CONTACTED
TGT0029331,ACC0005273,CMP0000099,2026-02-24,2,SMS,EXPIRED
TGT0029332,ACC0008544,CMP0000039,2026-05-19,4,VOICE,EXPIRED
TGT0029333,ACC0028474,CMP0000023,2026-05-08,6,VOICE,SKIPPED
TGT0029334,ACC0026674,CMP0000073,2026-04-24,1,SMS,SKIPPED
TGT0029335,ACC0000118,CMP0000004,2026-07-14,1,WHATSAPP,EXPIRED
TGT0029336,ACC0004100,CMP0000035,2026-05-07,2,SMS,EXPIRED
TGT0029337,ACC0009860,CMP0000100,2026-04-09,2,VOICE,QUEUED
TGT0029338,ACC0002140,CMP0000094,2026-03-25,3,SMS,SKIPPED
TGT0029339,ACC0023459,CMP0000092,2026-02-18,3,WHATSAPP,CONTACTED
TGT0029340,ACC0016239,CMP0000093,2026-06-16,5,VOICE,EXPIRED
TGT0029341,ACC0008917,CMP0000093,2026-01-23,10,WHATSAPP,CONTACTED
TGT0029342,ACC0000866,CMP0000068,2026-01-23,2,VOICE,CONTACTED
TGT0029343,ACC0003963,CMP0000057,2026-07-21,10,SMS,SKIPPED
TGT0029344,ACC0001998,CMP0000107,2026-01-25,9,FIELD,SKIPPED
TGT0029345,ACC0025415,CMP0000013,2026-01-19,5,WHATSAPP,QUEUED
TGT0029346,ACC0014519,CMP0000024,2026-02-22,7,FIELD,CONTACTED
TGT0029347,ACC0005681,CMP0000030,2026-07-11,1,WHATSAPP,EXPIRED
TGT0029348,ACC0028988,CMP0000067,2026-03-04,9,FIELD,EXPIRED
TGT0029349,ACC0010093,CMP0000094,2026-05-25,9,WHATSAPP,QUEUED
TGT0029350,ACC0014633,CMP0000060,2026-01-23,3,VOICE,QUEUED
TGT0029351,ACC0012604,CMP0000067,2026-06-01,3,FIELD,QUEUED
TGT0029352,ACC0025404,CMP0000044,2026-01-19,6,VOICE,QUEUED
TGT0029353,ACC0008465,CMP0000094,2026-04-23,2,FIELD,SKIPPED
TGT0029354,ACC0007353,CMP0000039,2026-04-11,3,FIELD,QUEUED
TGT0029355,ACC0014553,CMP0000033,2026-06-25,1,SMS,QUEUED
TGT0029356,ACC0002051,CMP0000024,2026-03-12,1,SMS,CONTACTED
TGT0029357,ACC0020725,CMP0000038,2026-04-29,2,FIELD,EXPIRED
TGT0029358,ACC0025592,CMP0000005,2026-05-25,4,WHATSAPP,QUEUED
TGT0029359,ACC0026629,CMP0000093,2026-02-09,1,VOICE,SKIPPED
TGT0029360,ACC0013784,CMP0000037,2026-07-26,6,FIELD,SKIPPED
TGT0029361,ACC0024805,CMP0000093,2026-03-09,7,WHATSAPP,EXPIRED
TGT0029362,ACC0029698,CMP0000038,2026-05-08,5,SMS,SKIPPED
TGT0029363,ACC0009867,CMP0000103,2026-07-22,5,SMS,QUEUED
TGT0029364,ACC0008883,CMP0000062,2026-07-14,10,VOICE,CONTACTED
TGT0029365,ACC0009964,CMP0000088,2026-02-09,3,FIELD,CONTACTED
TGT0029366,ACC0001130,CMP0000036,2026-03-23,3,SMS,EXPIRED
TGT0029367,ACC0016783,CMP0000020,2026-06-04,10,SMS,CONTACTED
TGT0029368,ACC0026499,CMP0000071,2026-02-20,4,FIELD,QUEUED
TGT0029369,ACC0021118,CMP0000044,2026-03-01,10,SMS,QUEUED
TGT0029370,ACC0027240,CMP0000027,2026-06-16,2,VOICE,EXPIRED
TGT0029371,ACC0020389,CMP0000076,2026-05-10,10,VOICE,SKIPPED
TGT0029372,ACC0024901,CMP0000117,2026-05-25,7,WHATSAPP,SKIPPED
TGT0029373,ACC0022531,CMP0000020,2026-05-26,6,FIELD,QUEUED
TGT0029374,ACC0011985,CMP0000110,2026-01-15,9,FIELD,CONTACTED
TGT0029375,ACC0023012,CMP0000094,2026-04-03,9,SMS,EXPIRED
TGT0029376,ACC0001317,CMP0000034,2026-01-19,7,VOICE,CONTACTED
TGT0029377,ACC0025574,CMP0000057,2026-03-28,10,FIELD,QUEUED
TGT0029378,ACC0011486,CMP0000049,2026-05-24,5,WHATSAPP,QUEUED
TGT0029379,ACC0029386,CMP0000051,2026-02-10,7,VOICE,QUEUED
TGT0029380,ACC0029562,CMP0000108,2026-05-31,1,SMS,EXPIRED
TGT0029381,ACC0029700,CMP0000118,2026-07-11,10,WHATSAPP,EXPIRED
TGT0029382,ACC0006631,CMP0000035,2026-03-07,2,SMS,CONTACTED
TGT0029383,ACC0029731,CMP0000094,2026-03-11,1,FIELD,CONTACTED
TGT0029384,ACC0009111,CMP0000037,2026-03-28,9,FIELD,EXPIRED
TGT0029385,ACC0023728,CMP0000044,2026-02-06,1,SMS,CONTACTED
TGT0029386,ACC0029054,CMP0000117,2026-07-24,8,FIELD,CONTACTED
TGT0029387,ACC0020199,CMP0000009,2026-05-25,1,SMS,CONTACTED
TGT0029388,ACC0012077,CMP0000053,2026-06-22,9,VOICE,CONTACTED
TGT0029389,ACC0010322,CMP0000086,2026-08-04,3,WHATSAPP,QUEUED
TGT0029390,ACC0023309,CMP0000073,2026-05-16,3,FIELD,QUEUED
TGT0029391,ACC0002877,CMP0000028,2026-06-20,5,SMS,EXPIRED
TGT0029392,ACC0010245,CMP0000047,2026-07-19,5,WHATSAPP,SKIPPED
TGT0029393,ACC0028941,CMP0000044,2026-04-19,9,FIELD,EXPIRED
TGT0029394,ACC0018232,CMP0000024,2026-04-16,8,WHATSAPP,SKIPPED
TGT0029395,ACC0001935,CMP0000090,2026-03-22,1,FIELD,EXPIRED
TGT0029396,ACC0021443,CMP0000021,2026-01-14,6,SMS,SKIPPED
TGT0029397,ACC0024802,CMP0000117,2026-04-28,1,SMS,QUEUED
TGT0029398,ACC0005107,CMP0000012,2026-06-11,1,VOICE,QUEUED
TGT0029399,ACC0023352,CMP0000051,2026-07-09,6,SMS,CONTACTED
TGT0029400,ACC0005234,CMP0000062,2026-02-27,1,VOICE,SKIPPED
TGT0029401,ACC0018992,CMP0000077,2026-07-31,5,SMS,EXPIRED
TGT0029402,ACC0028859,CMP0000027,2026-06-26,7,VOICE,CONTACTED
TGT0029403,ACC0027642,CMP0000110,2026-05-01,9,VOICE,CONTACTED
TGT0029404,ACC0003120,CMP0000068,2026-06-11,10,SMS,SKIPPED
TGT0029405,ACC0014108,CMP0000086,2026-02-02,1,WHATSAPP,SKIPPED
TGT0029406,ACC0020549,CMP0000111,2026-06-20,3,VOICE,QUEUED
TGT0029407,ACC0005655,CMP0000111,2026-05-30,7,VOICE,QUEUED
TGT0029408,ACC0000667,CMP0000063,2026-05-09,1,FIELD,SKIPPED
TGT0029409,ACC0008731,CMP0000037,2026-06-13,1,WHATSAPP,CONTACTED
TGT0029410,ACC0027184,CMP0000108,2026-04-29,8,FIELD,CONTACTED
TGT0029411,ACC0009402,CMP0000006,2026-01-22,10,WHATSAPP,EXPIRED
TGT0029412,ACC0011947,CMP0000101,2026-06-20,6,FIELD,CONTACTED
TGT0029413,ACC0021564,CMP0000032,2026-02-13,8,VOICE,CONTACTED
TGT0029414,ACC0018047,CMP0000067,2026-07-09,6,FIELD,SKIPPED
TGT0029415,ACC0011763,CMP0000083,2026-01-02,10,VOICE,EXPIRED
TGT0029416,ACC0010042,CMP0000052,2026-06-12,1,FIELD,SKIPPED
TGT0029417,ACC0019605,CMP0000119,2026-07-24,7,SMS,EXPIRED
TGT0029418,ACC0014899,CMP0000037,2026-05-27,4,VOICE,QUEUED
TGT0029419,ACC0004802,CMP0000074,2026-03-30,7,FIELD,CONTACTED
TGT0029420,ACC0007597,CMP0000076,2026-07-29,10,WHATSAPP,CONTACTED
TGT0029421,ACC0025618,CMP0000001,2026-07-13,5,FIELD,SKIPPED
TGT0029422,ACC0014608,CMP0000059,2026-04-20,6,SMS,SKIPPED
TGT0029423,ACC0024261,CMP0000095,2026-07-11,9,VOICE,EXPIRED
TGT0029424,ACC0014390,CMP0000001,2026-03-01,2,VOICE,CONTACTED
TGT0029425,ACC0021094,CMP0000106,2026-03-19,6,SMS,CONTACTED
TGT0029426,ACC0016926,CMP0000031,2026-01-28,10,VOICE,EXPIRED
TGT0029427,ACC0010256,CMP0000095,2026-07-25,4,WHATSAPP,EXPIRED
TGT0029428,ACC0018971,CMP0000082,2026-07-18,1,SMS,QUEUED
TGT0029429,ACC0000860,CMP0000052,2026-07-02,3,WHATSAPP,CONTACTED
TGT0029430,ACC0013103,CMP0000068,2026-04-30,6,SMS,EXPIRED
TGT0029431,ACC0006386,CMP0000088,2026-06-24,1,SMS,SKIPPED
TGT0029432,ACC0023697,CMP0000089,2026-06-28,8,WHATSAPP,CONTACTED
TGT0029433,ACC0027527,CMP0000101,2026-06-26,4,FIELD,CONTACTED
TGT0029434,ACC0009202,CMP0000020,2026-06-22,9,SMS,CONTACTED
TGT0029435,ACC0015688,CMP0000001,2026-03-19,9,FIELD,CONTACTED
TGT0029436,ACC0027830,CMP0000057,2026-04-14,6,SMS,SKIPPED
TGT0029437,ACC0000703,CMP0000094,2026-01-06,9,SMS,EXPIRED
TGT0029438,ACC0012269,CMP0000120,2026-01-30,1,WHATSAPP,SKIPPED
TGT0029439,ACC0012187,CMP0000070,2026-04-22,4,WHATSAPP,QUEUED
TGT0029440,ACC0003385,CMP0000079,2026-04-26,2,VOICE,QUEUED
TGT0029441,ACC0029994,CMP0000066,2026-07-20,6,FIELD,QUEUED
TGT0029442,ACC0008466,CMP0000068,2026-03-06,1,WHATSAPP,EXPIRED
TGT0029443,ACC0003369,CMP0000109,2026-04-21,2,WHATSAPP,SKIPPED
TGT0029444,ACC0001393,CMP0000016,2026-01-18,1,SMS,QUEUED
TGT0029445,ACC0015264,CMP0000013,2026-02-04,6,WHATSAPP,SKIPPED
TGT0029446,ACC0022112,CMP0000059,2026-05-23,10,SMS,EXPIRED
TGT0029447,ACC0026090,CMP0000115,2026-03-15,10,FIELD,SKIPPED
TGT0029448,ACC0008672,CMP0000100,2026-03-24,2,SMS,EXPIRED
TGT0029449,ACC0025392,CMP0000011,2026-01-28,8,VOICE,SKIPPED
TGT0029450,ACC0006732,CMP0000045,2026-08-07,10,FIELD,EXPIRED
TGT0029451,ACC0018494,CMP0000066,2026-06-29,4,SMS,CONTACTED
TGT0029452,ACC0000597,CMP0000039,2026-06-06,2,WHATSAPP,SKIPPED
TGT0029453,ACC0006333,CMP0000106,2026-07-10,2,VOICE,EXPIRED
TGT0029454,ACC0002691,CMP0000090,2026-01-20,9,VOICE,CONTACTED
TGT0029455,ACC0004523,CMP0000036,2026-07-14,1,WHATSAPP,QUEUED
TGT0029456,ACC0002281,CMP0000023,2026-05-03,5,WHATSAPP,CONTACTED
TGT0029457,ACC0024355,CMP0000042,2026-05-30,8,FIELD,EXPIRED
TGT0029458,ACC0008159,CMP0000094,2026-05-27,8,FIELD,EXPIRED
TGT0029459,ACC0014246,CMP0000055,2026-01-18,7,FIELD,QUEUED
TGT0029460,ACC0024882,CMP0000056,2026-06-01,9,FIELD,EXPIRED
TGT0029461,ACC0013191,CMP0000117,2026-02-21,10,FIELD,QUEUED
TGT0029462,ACC0020522,CMP0000046,2026-05-30,5,SMS,CONTACTED
TGT0029463,ACC0026340,CMP0000008,2026-05-05,3,WHATSAPP,CONTACTED
TGT0029464,ACC0010940,CMP0000112,2026-04-29,3,SMS,EXPIRED
TGT0029465,ACC0008137,CMP0000025,2026-05-04,7,SMS,SKIPPED
TGT0029466,ACC0021842,CMP0000081,2026-02-22,4,FIELD,SKIPPED
TGT0029467,ACC0018033,CMP0000048,2026-01-14,1,SMS,SKIPPED
TGT0029468,ACC0022248,CMP0000007,2026-06-24,6,FIELD,EXPIRED
TGT0029469,ACC0002030,CMP0000093,2026-07-29,9,SMS,CONTACTED
TGT0029470,ACC0003826,CMP0000080,2026-05-18,10,SMS,SKIPPED
TGT0029471,ACC0027602,CMP0000036,2026-08-08,10,SMS,CONTACTED
TGT0029472,ACC0010180,CMP0000008,2026-02-26,3,SMS,QUEUED
TGT0029473,ACC0025989,CMP0000021,2026-06-05,3,VOICE,SKIPPED
TGT0029474,ACC0010193,CMP0000032,2026-01-10,4,FIELD,CONTACTED
TGT0029475,ACC0013115,CMP0000057,2026-06-09,4,WHATSAPP,CONTACTED
TGT0029476,ACC0012440,CMP0000019,2026-05-24,2,SMS,EXPIRED
TGT0029477,ACC0012935,CMP0000058,2026-01-23,6,WHATSAPP,EXPIRED
TGT0029478,ACC0025652,CMP0000029,2026-04-24,4,VOICE,CONTACTED
TGT0029479,ACC0011651,CMP0000012,2026-07-12,1,WHATSAPP,QUEUED
TGT0029480,ACC0020485,CMP0000004,2026-01-21,4,SMS,CONTACTED
TGT0029481,ACC0010316,CMP0000076,2026-07-28,4,VOICE,CONTACTED
TGT0029482,ACC0008021,CMP0000037,2026-07-20,4,WHATSAPP,SKIPPED
TGT0029483,ACC0025933,CMP0000114,2026-04-08,1,VOICE,CONTACTED
TGT0029484,ACC0021262,CMP0000055,2026-07-01,10,SMS,EXPIRED
TGT0029485,ACC0010028,CMP0000101,2026-02-18,4,WHATSAPP,EXPIRED
TGT0029486,ACC0024840,CMP0000076,2026-02-05,1,WHATSAPP,SKIPPED
TGT0029487,ACC0022376,CMP0000021,2026-04-29,6,FIELD,QUEUED
TGT0029488,ACC0001433,CMP0000057,2026-04-13,9,SMS,QUEUED
TGT0029489,ACC0009462,CMP0000066,2026-08-06,7,VOICE,EXPIRED
TGT0029490,ACC0021231,CMP0000086,2026-03-01,6,WHATSAPP,QUEUED
TGT0029491,ACC0015269,CMP0000107,2026-03-17,10,VOICE,EXPIRED
TGT0029492,ACC0029834,CMP0000003,2026-03-14,8,SMS,EXPIRED
TGT0029493,ACC0012656,CMP0000022,2026-03-28,3,FIELD,CONTACTED
TGT0029494,ACC0025869,CMP0000027,2026-05-03,7,WHATSAPP,CONTACTED
TGT0029495,ACC0001397,CMP0000060,2026-03-22,10,VOICE,SKIPPED
TGT0029496,ACC0014669,CMP0000107,2026-06-09,2,FIELD,EXPIRED
TGT0029497,ACC0019779,CMP0000064,2026-06-21,9,VOICE,CONTACTED
TGT0029498,ACC0029857,CMP0000116,2026-05-02,5,VOICE,QUEUED
TGT0029499,ACC0029612,CMP0000014,2026-06-03,8,FIELD,CONTACTED
TGT0029500,ACC0011389,CMP0000039,2026-04-13,7,FIELD,SKIPPED
TGT0029501,ACC0005877,CMP0000020,2026-03-13,5,WHATSAPP,CONTACTED
TGT0029502,ACC0020550,CMP0000032,2026-04-30,5,SMS,CONTACTED
TGT0029503,ACC0011682,CMP0000054,2026-01-29,6,FIELD,CONTACTED
TGT0029504,ACC0022721,CMP0000009,2026-06-12,2,VOICE,EXPIRED
TGT0029505,ACC0010806,CMP0000010,2026-01-31,6,WHATSAPP,EXPIRED
TGT0029506,ACC0020605,CMP0000104,2026-02-09,2,SMS,SKIPPED
TGT0029507,ACC0024349,CMP0000112,2026-06-24,6,VOICE,SKIPPED
TGT0029508,ACC0027836,CMP0000120,2026-01-31,2,VOICE,QUEUED
TGT0029509,ACC0029979,CMP0000109,2026-05-01,1,WHATSAPP,EXPIRED
TGT0029510,ACC0016655,CMP0000109,2026-04-04,2,VOICE,QUEUED
TGT0029511,ACC0018282,CMP0000019,2026-02-07,1,WHATSAPP,QUEUED
TGT0029512,ACC0023225,CMP0000025,2026-06-02,1,FIELD,EXPIRED
TGT0029513,ACC0018292,CMP0000072,2026-04-22,2,SMS,CONTACTED
TGT0029514,ACC0022886,CMP0000118,2026-06-24,1,WHATSAPP,CONTACTED
TGT0029515,ACC0014696,CMP0000023,2026-05-23,5,FIELD,CONTACTED
TGT0029516,ACC0029187,CMP0000028,2026-03-05,6,FIELD,CONTACTED
TGT0029517,ACC0011678,CMP0000066,2026-02-21,5,SMS,EXPIRED
TGT0029518,ACC0004606,CMP0000007,2026-06-19,3,FIELD,CONTACTED
TGT0029519,ACC0001629,CMP0000090,2026-03-10,5,WHATSAPP,SKIPPED
TGT0029520,ACC0002485,CMP0000016,2026-07-10,7,FIELD,EXPIRED
TGT0029521,ACC0005248,CMP0000091,2026-02-12,2,VOICE,SKIPPED
TGT0029522,ACC0016952,CMP0000113,2026-01-24,6,FIELD,SKIPPED
TGT0029523,ACC0028313,CMP0000041,2026-03-15,5,VOICE,CONTACTED
TGT0029524,ACC0017003,CMP0000117,2026-05-11,6,SMS,EXPIRED
TGT0029525,ACC0018720,CMP0000090,2026-05-29,10,WHATSAPP,EXPIRED
TGT0029526,ACC0018183,CMP0000116,2026-07-15,2,FIELD,QUEUED
TGT0029527,ACC0000416,CMP0000115,2026-06-30,2,WHATSAPP,CONTACTED
TGT0029528,ACC0001786,CMP0000095,2026-01-11,5,VOICE,EXPIRED
TGT0029529,ACC0027368,CMP0000015,2026-03-31,6,SMS,SKIPPED
TGT0029530,ACC0018865,CMP0000047,2026-01-27,4,SMS,EXPIRED
TGT0029531,ACC0026355,CMP0000065,2026-07-13,2,SMS,CONTACTED
TGT0029532,ACC0011546,CMP0000117,2026-07-14,5,FIELD,CONTACTED
TGT0029533,ACC0009339,CMP0000016,2026-04-01,5,SMS,QUEUED
TGT0029534,ACC0017886,CMP0000028,2026-02-08,9,FIELD,SKIPPED
TGT0029535,ACC0013956,CMP0000066,2026-04-13,9,WHATSAPP,QUEUED
TGT0029536,ACC0009102,CMP0000026,2026-06-11,8,FIELD,SKIPPED
TGT0029537,ACC0015507,CMP0000093,2026-03-14,4,VOICE,SKIPPED
TGT0029538,ACC0000892,CMP0000009,2026-06-18,3,FIELD,SKIPPED
TGT0029539,ACC0022056,CMP0000084,2026-05-08,10,SMS,EXPIRED
TGT0029540,ACC0014860,CMP0000065,2026-03-12,6,VOICE,QUEUED
TGT0029541,ACC0022179,CMP0000046,2026-05-15,6,SMS,SKIPPED
TGT0029542,ACC0022516,CMP0000006,2026-04-13,5,VOICE,EXPIRED
TGT0029543,ACC0005216,CMP0000018,2026-07-19,10,VOICE,SKIPPED
TGT0029544,ACC0029031,CMP0000025,2026-07-31,5,WHATSAPP,EXPIRED
TGT0029545,ACC0020095,CMP0000079,2026-03-10,1,FIELD,CONTACTED
TGT0029546,ACC0006529,CMP0000090,2026-04-17,3,VOICE,CONTACTED
TGT0029547,ACC0023820,CMP0000109,2026-04-16,3,FIELD,CONTACTED
TGT0029548,ACC0004735,CMP0000118,2026-05-04,9,WHATSAPP,CONTACTED
TGT0029549,ACC0000471,CMP0000081,2026-05-05,6,SMS,CONTACTED
TGT0029550,ACC0026345,CMP0000063,2026-06-13,10,FIELD,EXPIRED
TGT0029551,ACC0001082,CMP0000018,2026-01-27,6,VOICE,CONTACTED
TGT0029552,ACC0024369,CMP0000034,2026-08-07,9,WHATSAPP,QUEUED
TGT0029553,ACC0007007,CMP0000066,2026-04-14,3,VOICE,EXPIRED
TGT0029554,ACC0017874,CMP0000037,2026-07-13,2,SMS,QUEUED
TGT0029555,ACC0025054,CMP0000077,2026-02-18,5,FIELD,CONTACTED
TGT0029556,ACC0002046,CMP0000041,2026-01-12,10,WHATSAPP,CONTACTED
TGT0029557,ACC0028301,CMP0000017,2026-03-30,8,WHATSAPP,EXPIRED
TGT0029558,ACC0023356,CMP0000046,2026-04-05,6,VOICE,CONTACTED
TGT0029559,ACC0014676,CMP0000099,2026-04-28,2,WHATSAPP,QUEUED
TGT0029560,ACC0005341,CMP0000043,2026-04-16,5,FIELD,EXPIRED
TGT0029561,ACC0005724,CMP0000072,2026-07-24,7,WHATSAPP,QUEUED
TGT0029562,ACC0028433,CMP0000051,2026-03-27,6,VOICE,QUEUED
TGT0029563,ACC0007497,CMP0000014,2026-06-03,3,SMS,EXPIRED
TGT0029564,ACC0003791,CMP0000109,2026-05-19,1,FIELD,SKIPPED
TGT0029565,ACC0009862,CMP0000042,2026-02-14,9,SMS,CONTACTED
TGT0029566,ACC0025826,CMP0000002,2026-01-01,3,SMS,QUEUED
TGT0029567,ACC0020762,CMP0000106,2026-01-08,3,FIELD,CONTACTED
TGT0029568,ACC0026062,CMP0000041,2026-06-27,6,FIELD,QUEUED
TGT0029569,ACC0019828,CMP0000030,2026-07-13,10,WHATSAPP,SKIPPED
TGT0029570,ACC0017194,CMP0000076,2026-07-05,6,SMS,CONTACTED
TGT0029571,ACC0016940,CMP0000066,2026-05-12,10,SMS,QUEUED
TGT0029572,ACC0024221,CMP0000008,2026-03-18,4,VOICE,QUEUED
TGT0029573,ACC0019890,CMP0000053,2026-05-22,4,WHATSAPP,CONTACTED
TGT0029574,ACC0000408,CMP0000010,2026-05-12,1,FIELD,CONTACTED
TGT0029575,ACC0027648,CMP0000084,2026-04-30,10,WHATSAPP,CONTACTED
TGT0029576,ACC0013367,CMP0000003,2026-04-30,2,VOICE,QUEUED
TGT0029577,ACC0017873,CMP0000036,2026-02-26,4,WHATSAPP,CONTACTED
