call_id,account_id,borrower_id,event_at,agent_id,campaign_id,direction,vendor_id,call_status,duration_sec,timezone
CALL0051689,ACC0003351,BRW0004463,2026-05-11 13:36:36,AGT0000938,CMP0000029,OUTBOUND,VND0000003,NO_ANSWER,228,Asia/Dubai
CALL0051690,ACC0006990,BRW0010967,2026-05-28 15:00:29,AGT0000385,CMP0000005,OUTBOUND,VND0000011,NO_ANSWER,464,UTC
CALL0051691,ACC0002309,BRW0010090,2026-07-27 20:49:44,AGT0000744,CMP0000003,OUTBOUND,VND0000013,FAILED,693,Asia/Dubai
CALL0051692,ACC0006363,BRW0000990,2026-02-26 21:28:14,AGT0000430,CMP0000057,OUTBOUND,VND0000015,ANSWERED,512,Asia/Dubai
CALL0051693,ACC0025940,BRW0005373,2026-08-02 06:38:03,AGT0000344,CMP0000038,OUTBOUND,VND0000015,NO_ANSWER,669,UTC
CALL0051694,ACC0013024,BRW0010721,2026-02-10 05:09:13,AGT0000723,CMP0000119,OUTBOUND,VND0000010,NO_ANSWER,828,UTC
CALL0051695,ACC0017754,BRW0009622,2026-03-05 01:30:01,AGT0000477,CMP0000036,OUTBOUND,VND0000012,BUSY,89,UTC
CALL0051696,ACC0001216,BRW0005137,2026-04-26 12:50:03,AGT0000061,CMP0000106,OUTBOUND,VND0000012,FAILED,371,UTC
CALL0051697,ACC0009596,BRW0003671,2026-04-21 23:43:54,AGT0000480,CMP0000033,OUTBOUND,VND0000014,FAILED,29,Asia/Dubai
CALL0051698,ACC0009544,BRW0004924,2026-02-10 17:38:49,AGT0000067,CMP0000061,INBOUND,VND0000007,BUSY,172,Asia/Dubai
CALL0051699,ACC0002009,BRW0008754,2026-06-06 11:52:21,AGT0000712,CMP0000097,OUTBOUND,VND0000015,BUSY,207,Asia/Kolkata
CALL0051700,ACC0012263,BRW0005443,2026-08-07 12:57:19,AGT0000425,CMP0000090,OUTBOUND,VND0000004,BUSY,807,UTC
CALL0051701,ACC0000331,BRW0010543,2026-07-05 13:29:25,AGT0000074,CMP0000083,INBOUND,VND0000006,NO_ANSWER,109,Asia/Kolkata
CALL0051702,ACC0018272,BRW0000257,2026-03-07 09:54:12,AGT0000911,CMP0000096,OUTBOUND,VND0000002,VOICEMAIL,30,Asia/Kolkata
CALL0051703,ACC0007993,BRW0008052,2026-06-30 16:48:45,AGT0000882,CMP0000110,OUTBOUND,VND0000010,ANSWERED,663,UTC
CALL0051704,ACC0020174,BRW0007583,2026-03-20 00:20:36,AGT0000138,CMP0000068,OUTBOUND,VND0000004,NO_ANSWER,93,Asia/Dubai
CALL0051705,ACC0020006,BRW0000767,2026-06-28 08:29:32,AGT0000310,CMP0000103,OUTBOUND,VND0000006,NO_ANSWER,694,UTC
CALL0051706,ACC0029702,BRW0009084,2026-03-23 06:15:12,AGT0000650,CMP0000019,OUTBOUND,VND0000013,ANSWERED,670,UTC
CALL0051707,ACC0013884,BRW0003943,2026-02-08 00:41:09,AGT0000536,CMP0000108,OUTBOUND,VND0000006,BUSY,376,UTC
CALL0051708,ACC0005378,BRW0001138,2026-04-12 18:03:28,AGT0000541,CMP0000092,INBOUND,VND0000012,ANSWERED,95,Asia/Dubai
CALL0051709,ACC0017491,BRW0002153,2026-06-28 14:45:05,AGT0000929,CMP0000057,OUTBOUND,VND0000001,ANSWERED,583,UTC
CALL0051710,ACC0014066,BRW0010166,2026-01-27 09:49:31,AGT0000686,CMP0000101,OUTBOUND,VND0000015,FAILED,703,UTC
CALL0051711,ACC0025126,BRW0003406,2026-03-28 08:12:45,AGT0000799,CMP0000117,OUTBOUND,VND0000001,ANSWERED,795,UTC
CALL0051712,ACC0018246,BRW0002300,2026-07-20 04:55:51,AGT0000807,CMP0000061,OUTBOUND,VND0000012,VOICEMAIL,895,Asia/Dubai
CALL0051713,ACC0014861,BRW0009555,2026-02-24 01:42:59,AGT0000097,CMP0000046,OUTBOUND,VND0000010,ANSWERED,852,Asia/Dubai
CALL0051714,ACC0005248,BRW0002030,2026-07-13 12:49:34,AGT0000702,CMP0000006,OUTBOUND,VND0000009,FAILED,6,Asia/Dubai
CALL0051715,ACC0027267,BRW0005368,2026-01-24 11:45:51,AGT0000201,CMP0000045,OUTBOUND,VND0000011,BUSY,692,Asia/Kolkata
CALL0051716,ACC0007889,BRW0001184,2026-04-10 16:48:49,AGT0000549,CMP0000007,OUTBOUND,VND0000002,VOICEMAIL,172,Asia/Kolkata
CALL0051717,ACC0024846,BRW0007469,2026-03-20 11:22:25,AGT0000997,CMP0000117,OUTBOUND,VND0000015,ANSWERED,27,Asia/Kolkata
CALL0051718,ACC0017700,BRW0011603,2026-05-17 11:59:29,AGT0000205,CMP0000035,OUTBOUND,VND0000005,FAILED,645,Asia/Dubai
CALL0051719,ACC0000860,BRW0005055,2026-02-24 05:12:53,AGT0000839,CMP0000036,OUTBOUND,VND0000001,FAILED,29,Asia/Dubai
CALL0051720,ACC0009252,BRW0001261,2026-06-04 07:28:58,AGT0000907,CMP0000081,OUTBOUND,VND0000009,VOICEMAIL,173,Asia/Kolkata
CALL0051721,ACC0001659,BRW0008268,2026-01-01 11:01:56,AGT0000243,CMP0000076,OUTBOUND,VND0000013,BUSY,462,Asia/Dubai
CALL0051722,ACC0013259,BRW0001689,2026-01-24 09:24:21,AGT0000632,CMP0000054,OUTBOUND,VND0000003,NO_ANSWER,476,Asia/Kolkata
CALL0051723,ACC0007275,BRW0009393,2026-02-21 11:13:00,AGT0000389,CMP0000095,OUTBOUND,VND0000009,VOICEMAIL,659,UTC
CALL0051724,ACC0025340,BRW0007775,2026-03-03 14:46:48,AGT0000989,CMP0000079,OUTBOUND,VND0000014,NO_ANSWER,788,Asia/Dubai
CALL0051725,ACC0027896,BRW0000088,2026-03-02 05:04:08,AGT0000366,CMP0000057,OUTBOUND,VND0000014,VOICEMAIL,550,UTC
CALL0051726,ACC0018004,BRW0011702,2026-07-06 12:27:29,AGT0000692,CMP0000024,OUTBOUND,VND0000012,VOICEMAIL,688,Asia/Dubai
CALL0051727,ACC0021951,BRW0001524,2026-06-15 06:42:07,AGT0000589,CMP0000039,OUTBOUND,VND0000005,VOICEMAIL,520,Asia/Kolkata
CALL0051728,ACC0016693,BRW0003901,2026-05-05 16:34:00,AGT0000191,CMP0000093,OUTBOUND,VND0000010,VOICEMAIL,888,Asia/Dubai
CALL0051729,ACC0020958,BRW0008198,2026-02-12 08:55:28,AGT0000517,CMP0000051,OUTBOUND,VND0000011,VOICEMAIL,850,Asia/Dubai
CALL0051730,ACC0029924,BRW0005568,2026-06-12 08:49:36,AGT0000497,CMP0000119,OUTBOUND,VND0000010,BUSY,63,Asia/Dubai
CALL0051731,ACC0019154,BRW0006351,2026-06-29 08:47:06,AGT0000859,CMP0000026,OUTBOUND,VND0000013,NO_ANSWER,750,Asia/Dubai
CALL0051732,ACC0025492,BRW0005962,2026-02-13 00:21:24,AGT0000287,CMP0000043,OUTBOUND,VND0000013,FAILED,783,UTC
CALL0051733,ACC0006288,BRW0008864,2026-05-03 16:33:13,AGT0000615,CMP0000112,OUTBOUND,VND0000003,VOICEMAIL,490,UTC
CALL0051734,ACC0017819,BRW0010346,2026-05-03 23:14:25,AGT0000706,CMP0000052,OUTBOUND,VND0000001,VOICEMAIL,273,UTC
CALL0051735,ACC0016589,BRW0011077,2026-06-28 19:30:49,AGT0000710,CMP0000040,OUTBOUND,VND0000010,FAILED,245,Asia/Kolkata
CALL0051736,ACC0012817,BRW0011598,2026-07-12 19:18:37,AGT0000645,CMP0000105,OUTBOUND,VND0000010,FAILED,864,UTC
CALL0051737,ACC0017374,BRW0004333,2026-04-26 17:42:45,AGT0000594,CMP0000073,OUTBOUND,VND0000003,FAILED,300,UTC
CALL0051738,ACC0001778,BRW0009350,2026-07-30 04:37:48,AGT0000380,CMP0000007,OUTBOUND,VND0000002,BUSY,51,UTC
CALL0051739,ACC0016356,BRW0009102,2026-05-25 13:34:35,AGT0000019,CMP0000106,OUTBOUND,VND0000015,VOICEMAIL,692,UTC
CALL0051740,ACC0026758,BRW0008552,2026-03-07 19:42:13,AGT0000413,CMP0000063,OUTBOUND,VND0000013,FAILED,413,Asia/Dubai
CALL0051741,ACC0003546,BRW0006506,2026-07-19 19:37:47,AGT0000914,CMP0000007,OUTBOUND,VND0000002,VOICEMAIL,520,Asia/Dubai
CALL0051742,ACC0028109,BRW0008251,2026-01-21 13:00:13,AGT0000150,CMP0000009,OUTBOUND,VND0000001,NO_ANSWER,424,Asia/Dubai
CALL0051743,ACC0016705,BRW0004961,2026-05-05 06:18:12,AGT0000669,CMP0000040,OUTBOUND,VND0000004,VOICEMAIL,80,Asia/Dubai
CALL0051744,ACC0019189,BRW0001811,2026-06-08 01:00:29,AGT0000385,CMP0000066,OUTBOUND,VND0000007,ANSWERED,572,UTC
CALL0051745,ACC0010826,BRW0006846,2026-04-18 20:14:05,AGT0000172,CMP0000058,OUTBOUND,VND0000008,VOICEMAIL,9,UTC
CALL0051746,ACC0008003,BRW0002397,2026-02-12 02:21:39,AGT0000098,CMP0000017,OUTBOUND,VND0000005,VOICEMAIL,623,Asia/Dubai
CALL0051747,ACC0011512,BRW0007170,2026-06-21 13:45:04,AGT0000035,CMP0000072,OUTBOUND,VND0000014,VOICEMAIL,566,Asia/Kolkata
CALL0051748,ACC0013662,BRW0007326,2026-04-23 13:54:35,AGT0000342,CMP0000063,OUTBOUND,VND0000014,NO_ANSWER,811,UTC
CALL0051749,ACC0013379,BRW0001861,2026-02-08 02:44:56,AGT0000427,CMP0000108,OUTBOUND,VND0000014,NO_ANSWER,659,UTC
CALL0051750,ACC0012313,BRW0011850,2026-01-20 06:48:03,AGT0000959,CMP0000034,OUTBOUND,VND0000004,NO_ANSWER,490,Asia/Dubai
CALL0051751,ACC0027946,BRW0007809,2026-07-06 08:47:29,AGT0000970,CMP0000029,OUTBOUND,VND0000002,VOICEMAIL,857,Asia/Kolkata
CALL0051752,ACC0021097,BRW0003826,2026-05-28 01:00:08,AGT0000562,CMP0000007,OUTBOUND,VND0000009,BUSY,281,UTC
CALL0051753,ACC0013145,BRW0002831,2026-07-02 21:30:59,,CMP0000017,OUTBOUND,VND0000010,NO_ANSWER,720,UTC
CALL0051754,ACC0003976,BRW0011477,2026-07-28 19:42:05,AGT0000291,CMP0000034,INBOUND,VND0000008,VOICEMAIL,360,Asia/Dubai
CALL0051755,ACC0000306,BRW0004543,2026-03-05 05:53:40,AGT0000647,CMP0000017,OUTBOUND,VND0000011,FAILED,623,Asia/Dubai
CALL0051756,ACC0014442,BRW0010419,2026-03-06 21:47:22,AGT0000239,CMP0000038,OUTBOUND,VND0000005,NO_ANSWER,26,UTC
CALL0051757,ACC0004169,BRW0004343,2026-05-05 13:33:17,AGT0000650,CMP0000073,OUTBOUND,VND0000008,VOICEMAIL,546,UTC
CALL0051758,ACC0014431,BRW0000632,2026-07-19 10:31:30,AGT0000085,CMP0000018,OUTBOUND,VND0000007,FAILED,619,UTC
CALL0051759,ACC0006260,BRW0001977,2026-04-21 06:02:26,AGT0000514,CMP0000090,OUTBOUND,VND0000002,ANSWERED,50,UTC
CALL0051760,ACC0010830,BRW0002860,2026-05-20 20:31:36,AGT0000309,CMP0000072,OUTBOUND,VND0000012,ANSWERED,670,Asia/Dubai
CALL0051761,ACC0008421,BRW0006267,2026-07-08 14:41:28,,CMP0000023,OUTBOUND,VND0000013,VOICEMAIL,156,UTC
CALL0051762,ACC0004674,BRW0007926,2026-05-20 20:28:41,AGT0000027,CMP0000022,OUTBOUND,VND0000009,VOICEMAIL,529,UTC
CALL0051763,ACC0025518,BRW0005917,2026-04-26 08:49:47,AGT0000478,CMP0000008,OUTBOUND,VND0000006,VOICEMAIL,851,UTC
CALL0051764,ACC0015648,BRW0009596,2026-03-01 00:04:27,AGT0000113,CMP0000020,OUTBOUND,VND0000005,NO_ANSWER,292,Asia/Dubai
CALL0051765,ACC0009107,BRW0004005,2026-04-22 15:17:43,AGT0000011,CMP0000073,OUTBOUND,VND0000003,NO_ANSWER,37,Asia/Dubai
CALL0051766,ACC0001376,BRW0009077,2026-07-02 06:30:44,AGT0000622,CMP0000059,OUTBOUND,VND0000013,FAILED,472,Asia/Kolkata
CALL0051767,ACC0015974,BRW0007010,2026-03-05 03:47:03,AGT0000521,CMP0000058,OUTBOUND,VND0000001,NO_ANSWER,142,Asia/Dubai
CALL0051768,ACC0012099,BRW0011330,2026-06-15 21:18:54,AGT0000544,CMP0000068,OUTBOUND,VND0000004,VOICEMAIL,259,UTC
CALL0051769,ACC0022171,BRW0007935,2026-01-15 08:18:01,AGT0000367,CMP0000044,INBOUND,VND0000014,NO_ANSWER,444,Asia/Dubai
CALL0051770,ACC0016077,BRW0002780,2026-06-27 16:38:30,AGT0000923,CMP0000112,OUTBOUND,VND0000005,FAILED,531,UTC
CALL0051771,ACC0006220,BRW0010452,2026-07-10 03:39:17,AGT0000924,CMP0000001,INBOUND,VND0000014,BUSY,288,UTC
CALL0051772,ACC0002732,BRW0002298,2026-05-31 01:47:14,,CMP0000114,OUTBOUND,VND0000009,BUSY,480,Asia/Kolkata
CALL0051773,ACC0002466,BRW0006975,2026-01-20 23:52:05,AGT0000723,CMP0000093,OUTBOUND,VND0000004,NO_ANSWER,235,Asia/Kolkata
CALL0051774,ACC0003550,BRW0006186,2026-02-04 10:55:06,AGT0000606,CMP0000038,OUTBOUND,VND0000013,BUSY,333,UTC
CALL0051775,ACC0024722,BRW0008773,2026-02-02 03:33:54,AGT0000289,CMP0000093,OUTBOUND,VND0000009,VOICEMAIL,660,Asia/Dubai
CALL0051776,ACC0008137,BRW0010471,2026-03-19 07:03:49,AGT0000453,CMP0000045,OUTBOUND,VND0000011,VOICEMAIL,666,Asia/Kolkata
CALL0051777,ACC0010069,BRW0005746,2026-02-28 14:57:04,AGT0000634,CMP0000012,OUTBOUND,VND0000008,FAILED,216,UTC
CALL0051778,ACC0025620,BRW0006616,2026-05-01 17:41:32,AGT0000960,CMP0000051,OUTBOUND,VND0000005,VOICEMAIL,84,Asia/Dubai
CALL0051779,ACC0012168,BRW0011601,2026-06-24 18:16:18,AGT0000097,CMP0000005,OUTBOUND,VND0000008,FAILED,551,Asia/Kolkata
CALL0051780,ACC0027482,BRW0003620,2026-04-17 11:05:10,AGT0000917,CMP0000014,OUTBOUND,VND0000008,BUSY,21,UTC
CALL0051781,ACC0015334,BRW0010763,2026-04-17 18:26:30,AGT0000026,CMP0000063,INBOUND,VND0000012,VOICEMAIL,625,UTC
CALL0051782,ACC0012800,BRW0008323,2026-06-24 23:03:50,AGT0000308,CMP0000028,OUTBOUND,VND0000009,BUSY,375,Asia/Dubai
CALL0051783,ACC0016587,BRW0009574,2026-03-25 10:16:27,AGT0000643,CMP0000042,OUTBOUND,VND0000012,FAILED,471,Asia/Dubai
CALL0051784,ACC0003057,BRW0006996,2026-05-18 16:29:22,AGT0000297,CMP0000086,INBOUND,VND0000011,BUSY,98,Asia/Dubai
CALL0051785,ACC0001232,BRW0010907,2026-03-10 13:17:47,AGT0000447,CMP0000092,OUTBOUND,VND0000008,ANSWERED,520,Asia/Kolkata
CALL0051786,ACC0011862,BRW0011037,2026-04-19 05:23:05,AGT0000836,CMP0000099,OUTBOUND,VND0000002,NO_ANSWER,799,Asia/Kolkata
CALL0051787,ACC0004914,BRW0009918,2026-02-26 03:22:44,AGT0000929,CMP0000116,OUTBOUND,VND0000012,VOICEMAIL,845,UTC
CALL0051788,ACC0006273,BRW0009223,2026-02-14 12:22:07,AGT0000735,CMP0000026,OUTBOUND,VND0000005,ANSWERED,381,Asia/Kolkata
CALL0051789,ACC0027897,BRW0001419,2026-04-19 16:47:15,AGT0000132,CMP0000068,OUTBOUND,VND0000008,NO_ANSWER,41,Asia/Dubai
CALL0051790,ACC0021581,BRW0007454,2026-03-01 23:48:32,AGT0000503,CMP0000009,OUTBOUND,VND0000013,NO_ANSWER,456,UTC
CALL0051791,ACC0010656,BRW0005162,2026-05-10 09:05:57,AGT0000622,CMP0000069,OUTBOUND,VND0000005,VOICEMAIL,571,UTC
CALL0051792,ACC0024394,BRW0000287,2026-03-03 00:56:20,AGT0000115,CMP0000078,OUTBOUND,VND0000004,BUSY,258,UTC
CALL0051793,ACC0023925,BRW0004857,2026-01-29 18:42:56,AGT0000809,CMP0000040,INBOUND,VND0000009,VOICEMAIL,681,UTC
CALL0051794,ACC0029076,BRW0010647,2026-05-23 17:39:41,AGT0000100,CMP0000106,OUTBOUND,VND0000013,BUSY,512,Asia/Dubai
CALL0051795,ACC0027661,BRW0009568,2026-03-29 16:18:09,AGT0000508,CMP0000082,OUTBOUND,VND0000014,BUSY,57,UTC
CALL0051796,ACC0023314,BRW0000420,2026-07-31 05:50:56,AGT0000135,CMP0000071,OUTBOUND,VND0000012,VOICEMAIL,211,Asia/Kolkata
CALL0051797,ACC0007619,BRW0001789,2026-07-22 09:42:15,AGT0000774,CMP0000065,OUTBOUND,VND0000011,ANSWERED,317,Asia/Kolkata
CALL0051798,ACC0022960,BRW0001145,2026-08-07 19:18:41,,CMP0000088,OUTBOUND,VND0000011,NO_ANSWER,842,UTC
CALL0051799,ACC0014258,BRW0005578,2026-08-04 23:34:24,AGT0000950,CMP0000101,OUTBOUND,VND0000004,BUSY,296,Asia/Kolkata
CALL0051800,ACC0023450,BRW0006851,2026-05-16 12:34:09,AGT0000962,CMP0000062,OUTBOUND,VND0000006,BUSY,756,Asia/Dubai
CALL0051801,ACC0017050,BRW0000688,2026-05-09 01:22:53,AGT0000746,CMP0000041,OUTBOUND,VND0000014,NO_ANSWER,260,Asia/Dubai
CALL0051802,ACC0000098,BRW0006922,2026-04-29 13:28:19,AGT0000768,CMP0000046,OUTBOUND,VND0000005,FAILED,615,Asia/Kolkata
CALL0051803,ACC0021031,BRW0010521,2026-04-15 10:55:38,AGT0000057,CMP0000042,OUTBOUND,VND0000007,ANSWERED,258,Asia/Kolkata
CALL0051804,ACC0018618,BRW0003294,2026-03-13 02:16:54,AGT0000665,CMP0000035,OUTBOUND,VND0000014,VOICEMAIL,518,Asia/Dubai
CALL0051805,ACC0014108,BRW0001335,2026-06-29 01:33:14,AGT0000056,CMP0000070,OUTBOUND,VND0000009,FAILED,196,UTC
CALL0051806,ACC0023880,BRW0007250,2026-05-14 09:44:48,AGT0000407,CMP0000034,OUTBOUND,VND0000010,ANSWERED,461,UTC
CALL0051807,ACC0013676,BRW0010773,2026-02-15 06:23:24,AGT0000693,CMP0000003,OUTBOUND,VND0000010,VOICEMAIL,565,Asia/Dubai
CALL0051808,ACC0026722,BRW0007530,2026-02-20 14:20:35,AGT0000811,CMP0000023,OUTBOUND,VND0000008,ANSWERED,762,UTC
CALL0051809,ACC0018846,BRW0005999,2026-07-08 08:58:14,AGT0000001,CMP0000004,OUTBOUND,VND0000014,NO_ANSWER,43,Asia/Dubai
CALL0051810,ACC0009072,BRW0001564,2026-01-11 00:22:33,AGT0000858,CMP0000036,OUTBOUND,VND0000005,VOICEMAIL,792,UTC
CALL0051811,ACC0022925,BRW0007524,2026-04-04 16:29:34,AGT0000171,CMP0000004,OUTBOUND,VND0000008,ANSWERED,447,UTC
CALL0051812,ACC0024243,BRW0006711,2026-04-14 02:28:08,AGT0000896,CMP0000012,OUTBOUND,VND0000003,FAILED,355,UTC
CALL0051813,ACC0025973,BRW0008953,2026-04-20 11:57:52,AGT0000975,CMP0000086,OUTBOUND,VND0000011,NO_ANSWER,250,UTC
CALL0051814,ACC0015542,BRW0001908,2026-05-10 18:25:47,AGT0000645,CMP0000095,OUTBOUND,VND0000008,VOICEMAIL,120,UTC
CALL0051815,ACC0005924,BRW0004639,2026-01-06 11:18:04,AGT0000388,CMP0000012,OUTBOUND,VND0000013,FAILED,824,Asia/Dubai
CALL0051816,ACC0017363,BRW0000829,2026-06-29 06:39:22,,CMP0000058,OUTBOUND,VND0000006,FAILED,754,Asia/Dubai
CALL0051817,ACC0029100,BRW0009851,2026-05-16 18:29:47,AGT0000676,CMP0000110,OUTBOUND,VND0000006,ANSWERED,391,Asia/Dubai
CALL0051818,ACC0001915,BRW0007018,2026-06-17 19:34:41,AGT0000585,CMP0000075,OUTBOUND,VND0000015,VOICEMAIL,288,Asia/Dubai
CALL0051819,ACC0011381,BRW0010172,2026-02-04 07:51:25,AGT0000058,CMP0000102,OUTBOUND,VND0000007,ANSWERED,683,UTC
CALL0051820,ACC0002917,BRW0010553,2026-03-23 12:42:28,AGT0000757,CMP0000083,OUTBOUND,VND0000008,VOICEMAIL,561,Asia/Dubai
CALL0051821,ACC0018061,BRW0006900,2026-07-02 19:26:31,AGT0000840,CMP0000066,OUTBOUND,VND0000005,FAILED,448,Asia/Dubai
CALL0051822,ACC0025347,BRW0011101,2026-07-02 05:18:50,AGT0000216,CMP0000034,OUTBOUND,VND0000012,VOICEMAIL,352,UTC
CALL0051823,ACC0000216,BRW0008989,2026-06-12 23:03:50,AGT0000044,CMP0000010,OUTBOUND,VND0000009,BUSY,511,Asia/Dubai
CALL0051824,ACC0017360,BRW0003934,2026-08-07 13:30:07,AGT0000611,CMP0000099,OUTBOUND,VND0000003,NO_ANSWER,473,Asia/Kolkata
CALL0051825,ACC0006805,BRW0000999,2026-06-16 06:14:35,AGT0000120,CMP0000042,OUTBOUND,VND0000013,ANSWERED,668,UTC
CALL0051826,ACC0011494,BRW0005457,2026-03-15 22:35:20,AGT0000408,CMP0000071,OUTBOUND,VND0000003,VOICEMAIL,710,Asia/Kolkata
CALL0051827,ACC0010062,BRW0006480,2026-03-26 14:54:45,AGT0000127,CMP0000084,OUTBOUND,VND0000014,FAILED,290,Asia/Kolkata
CALL0051828,ACC0024221,BRW0002300,2026-02-19 00:46:35,AGT0000980,CMP0000073,OUTBOUND,VND0000013,VOICEMAIL,252,UTC
CALL0051829,ACC0024680,BRW0001631,2026-05-24 07:33:01,AGT0000073,CMP0000079,OUTBOUND,VND0000013,ANSWERED,369,Asia/Dubai
CALL0051830,ACC0011773,BRW0001717,2026-07-13 16:44:00,AGT0000946,CMP0000033,INBOUND,VND0000004,VOICEMAIL,131,UTC
CALL0051831,ACC0012009,BRW0003355,2026-03-18 11:58:06,AGT0000532,CMP0000047,OUTBOUND,VND0000013,VOICEMAIL,656,Asia/Dubai
CALL0051832,ACC0015552,BRW0002732,2026-03-17 18:03:32,AGT0000587,CMP0000072,OUTBOUND,VND0000001,VOICEMAIL,129,Asia/Dubai
CALL0051833,ACC0003781,BRW0003821,2026-06-28 00:25:20,,CMP0000095,OUTBOUND,VND0000008,ANSWERED,469,Asia/Dubai
CALL0051834,ACC0007151,BRW0010098,2026-05-22 21:30:29,AGT0000750,CMP0000084,OUTBOUND,VND0000009,ANSWERED,708,UTC
CALL0051835,ACC0014855,BRW0001943,2026-06-06 11:30:57,AGT0000265,CMP0000097,OUTBOUND,VND0000005,NO_ANSWER,368,Asia/Kolkata
CALL0051836,ACC0023815,BRW0009843,2026-07-30 07:35:25,,CMP0000021,OUTBOUND,VND0000003,ANSWERED,536,Asia/Dubai
CALL0051837,ACC0021085,BRW0004268,2026-01-27 14:19:35,AGT0000659,CMP0000112,OUTBOUND,VND0000011,ANSWERED,202,Asia/Dubai
CALL0051838,ACC0010962,BRW0002946,2026-07-06 14:13:36,AGT0000779,CMP0000114,OUTBOUND,VND0000013,FAILED,530,UTC
CALL0051839,ACC0020832,BRW0002744,2026-07-11 23:27:30,AGT0000588,CMP0000002,OUTBOUND,VND0000010,ANSWERED,203,UTC
CALL0051840,ACC0010435,BRW0006336,2026-02-04 07:46:59,AGT0000621,CMP0000117,OUTBOUND,VND0000010,NO_ANSWER,482,Asia/Dubai
CALL0051841,ACC0003343,BRW0005412,2026-04-28 02:00:03,AGT0000115,CMP0000084,OUTBOUND,VND0000014,FAILED,198,UTC
CALL0051842,ACC0017001,BRW0000663,2026-08-06 10:13:34,AGT0000956,CMP0000002,OUTBOUND,VND0000015,FAILED,726,UTC
CALL0051843,ACC0020799,BRW0005246,2026-06-20 09:36:46,AGT0000503,CMP0000082,OUTBOUND,VND0000015,VOICEMAIL,245,Asia/Kolkata
CALL0051844,ACC0023610,BRW0008635,2026-07-13 05:25:09,AGT0000299,CMP0000091,OUTBOUND,VND0000006,NO_ANSWER,336,UTC
CALL0051845,ACC0009056,BRW0005543,2026-05-09 14:16:53,,CMP0000044,OUTBOUND,VND0000012,BUSY,828,Asia/Kolkata
CALL0051846,ACC0006247,BRW0010446,2026-01-14 11:29:49,AGT0000464,CMP0000112,OUTBOUND,VND0000004,NO_ANSWER,256,Asia/Dubai
CALL0051847,ACC0025480,BRW0006208,2026-08-07 23:58:24,AGT0000238,CMP0000097,INBOUND,VND0000010,BUSY,485,Asia/Kolkata
CALL0051848,ACC0029884,BRW0008657,2026-07-07 13:26:52,AGT0000203,CMP0000041,OUTBOUND,VND0000009,VOICEMAIL,668,Asia/Kolkata
CALL0051849,ACC0008486,BRW0002424,2026-02-25 05:25:53,AGT0000301,CMP0000104,OUTBOUND,VND0000005,BUSY,265,UTC
CALL0051850,ACC0002608,BRW0000909,2026-07-05 17:35:04,AGT0000660,CMP0000076,OUTBOUND,VND0000008,ANSWERED,354,UTC
CALL0051851,ACC0024759,BRW0011775,2026-03-20 00:04:37,AGT0000280,CMP0000012,OUTBOUND,VND0000015,ANSWERED,21,Asia/Kolkata
CALL0051852,ACC0020134,BRW0008807,2026-07-10 23:30:32,AGT0000568,CMP0000010,OUTBOUND,VND0000012,ANSWERED,117,Asia/Kolkata
CALL0051853,ACC0020559,BRW0007633,2026-02-17 01:39:08,AGT0000205,CMP0000039,OUTBOUND,VND0000006,FAILED,815,UTC
CALL0051854,ACC0020883,BRW0004267,2026-01-08 10:30:59,AGT0000647,CMP0000100,OUTBOUND,VND0000010,FAILED,633,Asia/Kolkata
CALL0051855,ACC0012686,BRW0006788,2026-08-07 17:02:24,AGT0000023,CMP0000020,OUTBOUND,VND0000006,FAILED,559,UTC
CALL0051856,ACC0003039,BRW0009221,2026-07-07 03:06:42,AGT0000126,CMP0000108,OUTBOUND,VND0000007,NO_ANSWER,222,Asia/Dubai
CALL0051857,ACC0022905,BRW0010647,2026-07-30 22:55:17,AGT0000927,CMP0000048,OUTBOUND,VND0000011,BUSY,681,UTC
CALL0051858,ACC0023683,BRW0001338,2026-03-09 05:07:10,AGT0000980,CMP0000038,OUTBOUND,VND0000014,BUSY,610,UTC
CALL0051859,ACC0019014,BRW0006706,2026-02-27 19:28:00,AGT0000567,CMP0000093,OUTBOUND,VND0000015,VOICEMAIL,735,UTC
CALL0051860,ACC0001236,BRW0010569,2026-03-30 05:28:47,AGT0000607,CMP0000070,OUTBOUND,VND0000015,VOICEMAIL,750,UTC
CALL0051861,ACC0027980,BRW0009132,2026-05-12 18:24:18,,CMP0000019,OUTBOUND,VND0000001,BUSY,11,Asia/Dubai
CALL0051862,ACC0018523,BRW0009527,2026-03-09 02:46:57,AGT0000292,CMP0000119,OUTBOUND,VND0000008,VOICEMAIL,806,Asia/Dubai
CALL0051863,ACC0012556,BRW0008795,2026-03-07 20:47:37,AGT0000156,CMP0000004,OUTBOUND,VND0000012,VOICEMAIL,387,UTC
CALL0051864,ACC0011392,BRW0003210,2026-06-26 02:59:28,AGT0000822,CMP0000077,OUTBOUND,VND0000002,VOICEMAIL,361,Asia/Kolkata
CALL0051865,ACC0024204,BRW0011033,2026-03-08 15:00:24,AGT0000701,CMP0000078,OUTBOUND,VND0000013,FAILED,635,Asia/Kolkata
CALL0051866,ACC0001712,BRW0002537,2026-02-16 13:47:46,AGT0000515,CMP0000036,OUTBOUND,VND0000005,ANSWERED,537,Asia/Kolkata
